Latitude,Longitude,normalized_km,normalized_corr,normalized_wind_capacity_factor,Mean Correlation,min_distance_to_line_km,avg_capacity_factor,normalized_solar_radiation,avg_solar_radiation
-12.75,143.25,0.47708628005657705,0.9326033782992915,0.4604839235802479,0.0332847920756432,369.7,0.30939013,0.3156424929092275,443.67313
-13.0,130.25,0.95997171145686,0.9624630224000776,0.1294394539575391,-0.0185489128964642,28.3,0.10399284,0.12851131852416642,491.2762
-13.0,130.5,0.9705799151343706,0.9344980130024063,0.08098014154713484,-0.0323497806609209,20.8,0.07392615,0.14808264044556685,486.29758
-13.0,130.75,0.9691654879773691,0.932845110157395,0.08512133847293477,-0.0331654962313006,21.8,0.076495565,0.16917811824457274,480.93124
-13.0,131.0,0.9909476661951909,0.9382573684840243,0.08870868779264761,-0.0304945204983509,6.4,0.078721344,0.16055715578644403,483.12427
-13.0,131.25,0.977086280056577,0.9457881310726645,0.0860206647131218,-0.0267780526376251,16.2,0.077053554,0.13853083905661634,488.7274
-13.0,131.5,0.9732673267326732,0.9536717454267116,0.09233721191591046,-0.0228874507193852,18.9,0.08097267,0.11910826896232984,493.66818
-13.0,131.75,0.9783592644978784,0.9645369076270528,0.10312966189169924,-0.0175254404788748,15.3,0.08766887,0.10829431775489473,496.41907
-13.0,132.0,0.9431400282885432,0.9737018259424158,0.10916881305527418,-0.0130025088415658,40.2,0.091415875,0.10715391328751256,496.70917
-13.0,132.25,0.904950495049505,0.9835751391364427,0.09788000740659722,-0.0081299808960119,67.2,0.08441171,0.10352698680098782,497.6318
-13.0,132.5,0.8663366336633663,0.9760216746763974,0.10107483015349213,-0.0118576522403773,94.5,0.086393945,0.10401377165171488,497.50797
-13.0,132.75,0.8274398868458275,0.9603668057582109,0.1228872093305383,-0.0195834059756071,122.0,0.099927485,0.10216628496596658,497.97794
-13.0,133.0,0.7885431400282885,0.9580355290116639,0.18565291651720983,-0.020733902356421,149.5,0.13887061,0.1141943482718194,494.9182
-13.0,133.25,0.7620933521923621,0.9675399505643936,0.24146291532095335,-0.0160434242249244,168.2,0.17349805,0.11968637265406801,493.52112
-13.0,133.5,0.7519094766619518,0.9802293618024605,0.2567896383944523,-0.0097811382369227,175.4,0.18300755,0.12769609246954483,491.48358
