Latitude,Longitude,normalized_km,normalized_corr,normalized_wind_capacity_factor,Mean Correlation,min_distance_to_line_km,avg_capacity_factor
-12.5,136.5,0.3857142857142857,0.9503792211335079,0.1630556647080126,-0.0245123274264014,434.3,0.124850094
-12.5,136.75,0.35219236209335214,0.9251996483821104,0.2565358718927516,-0.0369385686969118,458.0,0.1828501
-12.5,141.75,0.2923620933521923,0.8844614958366309,0.2689275262888799,0.0570430445529165,500.3,0.19053853
-12.5,142.0,0.3190947666195191,0.8938756481739839,0.20472531051873252,0.0523971147170024,481.4,0.15070412
-12.5,142.25,0.34667609618104667,0.9002123237854452,0.19095983568192712,0.0492699345706829,461.9,0.1421633
-12.5,142.5,0.3734087694483734,0.9074442882661021,0.21433555834147316,0.0457009250253793,443.0,0.15666682
-12.5,142.75,0.39900990099009903,0.9159423913575383,0.23936675082989703,0.0415070699350464,424.9,0.17219748
-12.5,143.0,0.42305516265912313,0.9235087851343896,0.314612475375261,0.0377730179101317,407.9,0.21888386
-12.5,143.25,0.44540311173974534,0.9343126567074115,0.5560805933527243,0.0324412548914551,392.1,0.3687033
-12.75,130.5,0.9916548797736916,0.9753116449724347,0.10921167050237944,-0.0122080553428358,5.9,0.091442466
-12.75,130.75,0.9977369165487977,0.9477005263975061,0.08111558468296794,-0.0258342762699439,1.6,0.074010186
-12.75,131.0,0.9947666195190947,0.9526216897701661,0.08024495847514536,-0.0234056582785255,3.7,0.073470004
-12.75,131.25,0.9823196605374823,0.9600589205977649,0.07662776801996735,-0.0197353487954907,12.5,0.07122571
-12.75,131.5,0.9987270155586987,0.9760204343610382,0.07888349353781549,-0.0118582643420224,0.9,0.07262528
-12.75,131.75,0.9719943422913719,0.9822428333198386,0.08759565453884993,-0.0087874802780182,19.8,0.07803076
-12.75,132.0,0.94002828854314,0.9951204695432346,0.09322967380849036,-0.0024323043468896,42.4,0.0815264
-12.75,132.25,0.902970297029703,0.9937019321848295,0.09142146056032913,0.0031323594129866,68.6,0.08040449
-12.75,132.5,0.8647807637906648,0.9981899063859789,0.09144752219470513,0.0009175223786206,95.6,0.08042066
-12.75,132.75,0.8263083451202263,0.9916204484207544,0.10648510134692683,-0.0041595817454868,122.8,0.08975076
-12.75,133.0,0.7875530410183875,0.9751817338942956,0.14585162717965883,-0.0122721670899495,150.2,0.11417581
-12.75,133.25,0.7487977369165488,0.9748765224336654,0.19519587471501557,-0.0124227904260069,177.6,0.14479156
-12.75,133.5,0.7148514851485148,0.9778054697457869,0.2344466785101349,-0.0109773407224565,201.6,0.16914481
-12.75,133.75,0.7038189533239039,0.9816537935397595,0.2337811800902097,-0.0090781742662546,209.4,0.1687319
-12.75,134.0,0.6888260254596889,0.9785725188831794,0.212090502459962,-0.0105987982530634,220.0,0.15527387
-12.75,134.25,0.6697312588401697,0.9760299827981254,0.1962240279494702,-0.0118535521420112,233.5,0.14542948
-12.75,134.5,0.6475247524752475,0.9833378956798428,0.1856211171327795,-0.0082470616924443,249.2,0.13885088
-12.75,134.75,0.6226308345120226,0.9909340954009359,0.15378216479126963,-0.0044983002894912,266.8,0.11909633
-12.75,135.0,0.5956152758132957,0.9986101070301984,0.13896837400844225,0.0007101513227791,285.9,0.10990508
-12.75,135.25,0.5666195190947667,0.9997478477154669,0.15575354933591976,0.0001486707767028,306.4,0.12031948
-12.75,135.5,0.5363507779349364,0.9775523271875636,0.16302428759619866,-0.0111022678026486,327.8,0.124830626
-12.75,135.75,0.5048090523338048,0.9630535056763644,0.14689228741984986,-0.0182575065358486,350.1,0.11482149
-12.75,136.0,0.4724186704384724,0.9586483714452164,0.12124216737886596,-0.0204314616432557,373.0,0.098906815
-12.75,136.25,0.43903818953323903,0.9531016221932157,0.12422396164944595,-0.0231688093001399,396.6,0.100756876
-12.75,136.5,0.4052333804809052,0.9299683276333778,0.20629456904131646,-0.0345852023589291,420.5,0.15167777
-12.75,142.0,0.34710042432814703,0.8923676456252493,0.2266302673258688,0.0531413212884217,461.6,0.1642951
-12.75,142.25,0.37397454031117394,0.8989041220379811,0.1966682845295195,0.049915538477667,442.6,0.14570512
-12.75,142.5,0.4014144271570015,0.9134926200834483,0.21100853364283484,0.042716043939886,423.2,0.15460256
-12.75,142.75,0.42814710042432813,0.9211966944783451,0.24422203170241644,0.0389140458622326,404.3,0.17520995
-12.75,143.0,0.45346534653465354,0.9256482586786365,0.301844547066862,0.0367171773398738,386.4,0.21096197
-12.75,143.25,0.47708628005657705,0.9326033782992915,0.4604839235802479,0.0332847920756432,369.7,0.30939013
-13.0,130.25,0.95997171145686,0.9624630224000776,0.1294394539575391,-0.0185489128964642,28.3,0.10399284
-13.0,130.5,0.9705799151343706,0.9344980130024063,0.08098014154713484,-0.0323497806609209,20.8,0.07392615
-13.0,130.75,0.9691654879773691,0.932845110157395,0.08512133847293477,-0.0331654962313006,21.8,0.076495565
-13.0,131.0,0.9909476661951909,0.9382573684840243,0.08870868779264761,-0.0304945204983509,6.4,0.078721344
-13.0,131.25,0.977086280056577,0.9457881310726645,0.0860206647131218,-0.0267780526376251,16.2,0.077053554
-13.0,131.5,0.9732673267326732,0.9536717454267116,0.09233721191591046,-0.0228874507193852,18.9,0.08097267
-13.0,131.75,0.9783592644978784,0.9645369076270528,0.10312966189169924,-0.0175254404788748,15.3,0.08766887
-13.0,132.0,0.9431400282885432,0.9737018259424158,0.10916881305527418,-0.0130025088415658,40.2,0.091415875
-13.0,132.25,0.904950495049505,0.9835751391364427,0.09788000740659722,-0.0081299808960119,67.2,0.08441171
-13.0,132.5,0.8663366336633663,0.9760216746763974,0.10107483015349213,-0.0118576522403773,94.5,0.086393945
-13.0,132.75,0.8274398868458275,0.9603668057582109,0.1228872093305383,-0.0195834059756071,122.0,0.099927485
-13.0,133.0,0.7885431400282885,0.9580355290116639,0.18565291651720983,-0.020733902356421,149.5,0.13887061
-13.0,133.25,0.7620933521923621,0.9675399505643936,0.24146291532095335,-0.0160434242249244,168.2,0.17349805
-13.0,133.5,0.7519094766619518,0.9802293618024605,0.2567896383944523,-0.0097811382369227,175.4,0.18300755
-13.0,133.75,0.7398868458274399,0.9885609949168584,0.24383123612498006,-0.0056694368876162,183.9,0.17496748
-13.0,134.0,0.7227722772277227,0.9946351268313178,0.20465051024344558,-0.0026718233290704,196.0,0.15065771
-13.0,134.25,0.7016973125884016,0.9929469104882693,0.18454077616047115,-0.0035049662819974,210.9,0.13818058
-13.0,134.5,0.6773691654879774,0.9917595916571044,0.16420224123544253,-0.0040909138835212,228.1,0.12556149
-13.0,134.75,0.6503536067892504,0.9978268886905761,0.14290900594702,-0.0010966733718911,247.2,0.112350054
-13.0,135.0,0.6213578500707213,0.9897870815305433,0.138485307029149,0.0050643571974,267.7,0.10960536
-13.0,135.25,0.5906647807637907,0.9984448498474372,0.161047268452057,-0.0007917065439479,289.4,0.12360398
-13.0,135.5,0.5586987270155587,0.9707396193243683,0.14895209133752824,-0.0144643721738941,312.0,0.1160995
-13.0,135.75,0.5258840169731259,0.9483750395068316,0.1310424942894317,-0.0255014007791898,335.2,0.10498745
-13.0,136.0,0.49207920792079207,0.9414710829265459,0.12338629849334,-0.028908536834864,359.1,0.100237146
-13.0,136.25,0.4577086280056577,0.9332950100732992,0.1531466928554771,-0.0329434684408451,383.4,0.11870205
-13.0,136.5,0.42263083451202266,0.9161753999660499,0.24424588527005806,-0.0413920790566841,408.2,0.17522475
-13.0,141.75,0.34639321074964635,0.8850202459400227,0.2565012197505696,0.0567672986670264,462.1,0.1828286
-13.0,142.0,0.3746817538896746,0.8986204385822075,0.21138728961552242,0.0500555376389196,442.1,0.15483756
-13.0,142.25,0.401980198019802,0.8988418491888539,0.20301276941754462,0.0499462704307266,422.8,0.14964157
-13.0,142.5,0.42871287128712876,0.9123784641298951,0.21414255396815685,0.0432658853064779,403.9,0.15654707
-13.0,142.75,0.45629420084865635,0.9216214674917325,0.24928922251233568,0.0387044183200313,384.4,0.1783539
-13.0,143.0,0.48288543140028284,0.9211923023427788,0.2658658886475298,0.0389162134024358,365.6,0.18863893
-13.0,143.25,0.5079207920792079,0.9254971233194276,0.3517141210776986,0.0367917633726305,347.9,0.24190366
-13.25,130.25,0.9268741159830268,0.9549688645017667,0.1500220044326311,-0.0222473161649845,51.7,0.11676333
-13.25,130.5,0.9323903818953324,0.9408605874776859,0.09744254586987064,-0.029209819299701,47.8,0.084140286
-13.25,130.75,0.9466760961810466,0.9387760405879539,0.10255902975497573,-0.0302385532995685,37.7,0.08731482
-13.25,131.0,0.9841584158415841,0.9329329830104837,0.10217514848870032,-0.0331221305521293,11.2,0.08707664
-13.25,131.25,0.9881188118811881,0.9330343598374248,0.10207481039048899,-0.0330721005963693,8.4,0.087014385
-13.25,131.5,0.9623762376237623,0.9309453334029227,0.11076609146119931,-0.0341030452733061,26.6,0.09240691
-13.25,131.75,0.9446958981612447,0.9373766520570675,0.12437907269649054,-0.0309291583264157,39.1,0.100853115
-13.25,132.0,0.9236209335219236,0.9496920463723673,0.12069691833922268,-0.0248514515037337,54.0,0.098568514
-13.25,132.25,0.8978783592644979,0.9586595408643576,0.11700109814411475,-0.0204259494807393,72.2,0.096275434
-13.25,132.5,0.8711456859971711,0.9561412671637496,0.1305896246373907,-0.0216687297652935,91.1,0.104706466
-13.25,132.75,0.8394625176803394,0.9551284397793409,0.16175054576559833,-0.022168564991582,113.5,0.12404033
-13.25,133.0,0.8057991513437057,0.9632708788444879,0.2425512021100505,-0.0181502318231477,137.3,0.17417328
-13.25,133.25,0.7995756718528996,0.9750195540113907,0.26951757974250073,-0.0123522036487147,141.7,0.19090463
-13.25,133.5,0.7891089108910891,0.9886119799255937,0.26607657367199666,-0.0056442755385346,149.1,0.18876965
-13.25,133.75,0.7751060820367751,0.9916507771577203,0.21241877912599177,0.0041446143667036,159.0,0.15547755
-13.25,134.0,0.7555869872701556,0.9802532756279071,0.17845806806003717,0.0097693366480858,172.8,0.13440655
-13.25,134.25,0.731966053748232,0.9782483110258801,0.15851679173989375,0.0107587964030071,189.5,0.12203394
-13.25,134.5,0.7050919377652051,0.9713463726850625,0.14564540664048703,0.0141649364477156,208.5,0.11404786
-13.25,134.75,0.6758132956152758,0.9884308597727394,0.15169002961907163,0.0057336592123777,229.2,0.11779826
-13.25,135.0,0.6448373408769448,0.9845829141762867,0.15486057169052597,0.0076326390262693,251.1,0.11976543
-13.25,135.25,0.6123055162659123,0.9942753884330727,0.16688083570883974,-0.0028493559732894,274.1,0.12722343
-13.25,135.5,0.5787835926449787,0.9558908892114082,0.13092730412190842,-0.0217922924990749,297.8,0.10491598
-13.25,135.75,0.5445544554455446,0.9356371848325333,0.1278163073245432,-0.0317875938379161,322.0,0.102985755
-13.25,136.0,0.5096181046676096,0.911656773597649,0.2236735531475909,-0.0436220430842478,346.7,0.1624606
-13.25,141.75,0.3718528995756718,0.8883269060349609,0.2175688288489147,0.0551354458732974,444.1,0.15867291
-13.25,142.0,0.40113154172560117,0.9065631140231343,0.1963499844569831,0.0461357887878659,423.4,0.14550763
-13.25,142.25,0.42942008486562944,0.9001024885167656,0.21124041288449677,0.0493241388084633,403.4,0.15474643
-13.25,142.5,0.4567185289957567,0.9094054757667462,0.21886678527412634,0.0447330694823038,384.1,0.15947823
-13.25,142.75,0.4833097595473833,0.9099932387090245,0.24973241535220636,0.0444430056197147,365.3,0.17862888
-13.25,143.0,0.5110325318246111,0.9103564908374303,0.26338573006926996,0.0442637389326202,345.7,0.18710011
-13.25,143.25,0.5374823196605375,0.9217098230016977,0.2634795164950176,0.0386608144473506,327.0,0.1871583
-13.25,143.5,0.5622347949080622,0.938966122441481,0.390642514895046,0.0301447469829803,309.5,0.26605687
-13.5,130.0,0.8746817538896747,0.9541794177427451,0.1712438949896197,-0.0226369119692771,88.6,0.1299305
-13.5,130.25,0.8900990099009901,0.9504463589149484,0.1360955889302568,-0.0244791946056509,77.7,0.108122654
-13.5,130.5,0.8977369165487977,0.9485301827786545,0.11126611381424861,-0.0254248368221202,72.3,0.09271715
-13.5,130.75,0.9314002828854314,0.9410323615255006,0.11644801933206587,-0.0291250479740223,48.5,0.095932275
-13.5,131.0,0.9574257425742574,0.9371567133666394,0.12219518187524957,-0.0310376991368164,30.1,0.099498115
-13.5,131.25,0.9845827439886846,0.927141075543529,0.11754353471919488,-0.0359804649770792,10.9,0.09661199
-13.5,131.5,0.984016973125884,0.9315184094899605,0.1329665488430438,-0.0338202294450075,11.3,0.106181234
-13.5,131.75,0.9695898161244696,0.9403354256464556,0.1416350803794797,-0.0294689892103806,21.5,0.111559644
-13.5,132.0,0.9510608203677511,0.9584448474461946,0.14182311418505233,-0.0205319017238382,34.6,0.11167631
-13.5,132.25,0.9256011315417256,0.9644762751779284,0.14938276105438714,-0.0175553628865773,52.6,0.11636671
-13.5,132.5,0.8917963224893918,0.9670317407065822,0.1723321011923396,-0.0162942282545069,76.5,0.13060568
-13.5,132.75,0.8555869872701556,0.9720732389890125,0.1817787264348792,-0.013806224401508,102.1,0.13646686
-13.5,133.0,0.8442715700141443,0.9826977687288395,0.2506026515219635,-0.0085629674472979,110.1,0.17916882
-13.5,133.25,0.8367751060820368,0.9959799549020858,0.2697757784949456,-0.0020081441539029,115.4,0.19106483
-13.5,133.5,0.8257425742574257,0.9886296996024092,0.22725168499748333,0.005635530792088,123.2,0.16468066
-13.5,133.75,0.809052333804809,0.9623781418907037,0.18486271873725554,0.0185908018394998,135.0,0.13838033
-13.5,134.0,0.7865629420084865,0.9517028305150407,0.16230646282985103,0.0238591197772794,150.9,0.12438525
-13.5,134.25,0.7598302687411598,0.9415474839973152,0.14694254108465157,0.0288708325359039,169.8,0.11485267
-13.5,134.5,0.7302687411598303,0.9452305500432213,0.15738332822775652,0.0270532215798517,190.7,0.12133068
-13.5,134.75,0.6985855728429986,0.9643311089215639,0.17641810450841744,0.0176270031381309,213.1,0.13314085
-13.5,135.0,0.6654879773691655,0.9843423991027364,0.17071091280830886,0.0077513343815336,236.5,0.12959981
-13.5,135.25,0.6312588401697312,0.9912752091355261,0.1577483845163256,-0.0043299590071131,260.7,0.12155718
-13.5,135.5,0.5963224893917963,0.9576476684880398,0.12638605224393556,-0.0209253134059032,285.4,0.10209835
-13.5,135.75,0.5606789250353607,0.9313492126982602,0.13540473158916455,-0.0339037288822943,310.6,0.10769401
-13.5,141.75,0.39646393210749653,0.8865546665394762,0.20018578318923108,0.0560100546594531,426.7,0.14788756
-13.5,142.0,0.4265912305516266,0.9040071513000136,0.1890240380814342,0.0473971687878171,405.4,0.14096223
-13.5,142.25,0.4557284299858557,0.8979888297656088,0.20142475038635607,0.0503672396531328,384.8,0.14865628
-13.5,142.5,0.48415841584158414,0.8998314214215309,0.21020735999831036,0.0494579117346022,364.7,0.15410547
-13.5,142.75,0.5113154172560113,0.9013608706722285,0.23447161193523053,0.0487031211117504,345.5,0.16916028
-13.5,143.0,0.538048090523338,0.903283812525941,0.26187981243913977,0.0477541399809221,326.6,0.18616576
-13.5,143.25,0.5657708628005658,0.9135107761640304,0.25881587002740264,0.0427070838260641,307.0,0.18426473
-13.5,143.5,0.5920792079207922,0.9319700966344917,0.3598738141114231,0.0335973196485567,288.4,0.24696636
-13.75,130.0,0.8405940594059406,0.9504057940515346,0.11849693603018889,-0.02449921356248,112.7,0.09720353
-13.75,130.25,0.8524752475247525,0.9421806012449919,0.11331341878482827,-0.0285583861036381,104.3,0.093987405
-13.75,130.5,0.8769448373408769,0.940151419991958,0.12476375176789992,-0.029559796893279,87.0,0.10109179
-13.75,130.75,0.9031117397454032,0.9374703312541628,0.13280588539461236,-0.0308829271883171,68.5,0.10608155
-13.75,131.0,0.9316831683168317,0.9417638991332583,0.12681274099376239,-0.0287640306167304,48.3,0.10236309
-13.75,131.25,0.9613861386138614,0.9501217965201156,0.13289465934770014,-0.0246393677215868,27.3,0.10613663
-13.75,131.5,0.9809052333804809,0.9590164567679496,0.1510727444168783,-0.0202498097513203,13.5,0.117415264
-13.75,131.75,0.9992927864214993,0.9826657504366905,0.16610880209829906,-0.0085787686297581,0.5,0.12674442
-13.75,132.0,0.978076379066478,0.991961364382108,0.16909478524876423,-0.0039913380651601,15.5,0.12859708
-13.75,132.25,0.9401697312588402,0.9951592247871638,0.18682343364556867,-0.0024131784460526,42.3,0.13959686
-13.75,132.5,0.9062234794908062,0.9953912590080388,0.203756275450568,-0.0022986684327146,66.3,0.15010288
-13.75,132.75,0.8813295615275814,0.9878778240721585,0.189711455995949,0.0060065850127665,83.9,0.14138874
-13.75,133.0,0.8827439886845827,0.9809951805542689,0.24182793937497155,0.0094032029687826,82.9,0.17372453
-13.75,133.25,0.8732673267326733,0.9722712870660721,0.2423830344581772,0.0137084867149713,89.6,0.17406894
-13.75,133.5,0.8613861386138614,0.9492082777843511,0.20708479905582158,0.0250901936481352,98.0,0.15216807
-13.75,133.75,0.8408769448373409,0.9326662503014748,0.18006644321009824,0.0332537644376446,112.5,0.13540447
-13.75,134.0,0.8145685997171146,0.9207642295718534,0.1597838191135485,0.0391274693909855,131.1,0.12282007
-13.75,134.25,0.7844413012729844,0.9201154609403764,0.16204084368379656,0.039447639857064,152.4,0.124220446
-13.75,134.5,0.7519094766619518,0.9196588951886433,0.17842459247896175,0.0396729572698296,175.4,0.13438578
-13.75,134.75,0.717963224893918,0.9519792361396935,0.19398562850271306,0.0237227122609814,199.4,0.14404066
-13.75,135.0,0.6828854314002829,0.9883994542590393,0.1704582100467868,0.0057491579857014,224.2,0.12944302
-13.75,135.25,0.646958981612447,0.9930658328956254,0.14511119954624327,-0.0034462774972087,249.6,0.11371641
-13.75,135.5,0.6106082036775107,0.9672093355615747,0.1284431484593411,-0.0162065843322558,275.3,0.10337468
-13.75,135.75,0.5738330975954737,0.9356902992268735,0.13918656323635095,-0.0317613816267112,301.3,0.110040456
-13.75,141.5,0.3875530410183875,0.9107023353370924,0.3130618161885273,0.0440930629947355,433.0,0.21792175
