Longitude,Latitude,avg_wind_speed
135.25,-16.5,5.288591
135.5,-16.5,5.1091146
135.75,-16.5,4.8979754
136.0,-16.5,4.983703
136.25,-16.5,5.093397
136.5,-16.5,5.043339
136.75,-16.5,4.7824802
137.0,-16.5,4.6594734
137.25,-16.5,4.7883296
137.5,-16.5,4.780991
137.75,-16.5,4.8599386
141.5,-16.5,5.3215256
141.75,-16.5,5.2098746
142.0,-16.5,5.2728987
142.25,-16.5,5.371204
142.5,-16.5,5.3210196
142.75,-16.5,5.325037
143.0,-16.5,5.2904725
143.25,-16.5,5.3357625
143.5,-16.5,5.248613
143.75,-16.5,5.1265974
144.0,-16.5,5.125811
144.25,-16.5,5.36256
144.5,-16.5,5.2667503
144.75,-16.5,5.0510736
145.0,-16.5,4.3717155
145.25,-16.5,3.5354044
122.75,-16.75,5.723176
123.0,-16.75,5.8346763
123.75,-16.75,5.4928503
124.0,-16.75,5.053413
124.25,-16.75,4.8041415
124.5,-16.75,4.7164116
124.75,-16.75,4.5459046
125.0,-16.75,4.4246025
125.25,-16.75,4.687177
125.5,-16.75,5.132205
125.75,-16.75,5.392735
126.0,-16.75,5.355681
126.25,-16.75,5.6180344
126.5,-16.75,5.8457994
126.75,-16.75,5.799551
127.0,-16.75,5.644411
127.25,-16.75,5.544132
127.5,-16.75,5.3879685
127.75,-16.75,5.0999556
128.0,-16.75,4.684836
128.25,-16.75,4.3710213
128.5,-16.75,4.496222
128.75,-16.75,5.048699
129.0,-16.75,5.662433
129.25,-16.75,5.955287
129.5,-16.75,6.03443
129.75,-16.75,6.228752
130.0,-16.75,6.491424
130.25,-16.75,6.2401295
130.5,-16.75,5.9200935
130.75,-16.75,5.868797
131.0,-16.75,5.8139963
131.25,-16.75,5.9117312
131.5,-16.75,6.1469145
131.75,-16.75,6.307715
132.0,-16.75,6.246494
132.25,-16.75,6.1034045
132.5,-16.75,5.988685
132.75,-16.75,5.884329
133.0,-16.75,5.8356223
133.25,-16.75,5.8624415
133.5,-16.75,5.839191
133.75,-16.75,5.8051724
134.0,-16.75,5.8345256
134.25,-16.75,5.854969
134.5,-16.75,5.8202324
134.75,-16.75,5.669006
135.0,-16.75,5.5626807
135.25,-16.75,5.394914
135.5,-16.75,5.201171
135.75,-16.75,5.096452
136.0,-16.75,5.234672
136.25,-16.75,5.445993
136.5,-16.75,5.319383
136.75,-16.75,4.917782
137.0,-16.75,4.7990093
137.25,-16.75,4.899731
137.5,-16.75,4.7727604
137.75,-16.75,4.720356
138.0,-16.75,4.840995
138.25,-16.75,5.1435537
141.25,-16.75,5.450372
141.5,-16.75,5.242068
141.75,-16.75,5.345803
142.0,-16.75,5.343069
142.25,-16.75,5.379466
142.5,-16.75,5.39566
142.75,-16.75,5.402408
143.0,-16.75,5.4628687
143.25,-16.75,5.468468
143.5,-16.75,5.425721
143.75,-16.75,5.356535
144.0,-16.75,5.41586
