Latitude,Longitude,Mean Correlation,min_distance_to_line_km,avg_capacity_factor,avg_solar_radiation,score_km,score_wind_correlation,score_wind_capacity,score_solar_radiation
-24.0,123.25,0.0486381579755938,347.3,0.434578,503.2449,18,53,92,25
-24.0,123.5,0.0444272934991334,371.5,0.4453052,502.45438,16,58,94,26
-24.0,123.75,0.0440131708536119,395.9,0.4490721,502.8416,14,58,95,25
-24.0,124.0,0.0418449114076793,420.3,0.45249996,502.6249,12,61,95,26
-24.0,124.25,0.0393198152011748,444.8,0.4563409,502.29312,10,64,96,26
-24.0,124.5,0.0397500349541327,469.4,0.4548085,501.53635,8,64,96,27
-24.0,124.75,0.0423158270096228,494.0,0.45253465,501.32037,7,61,96,27
-24.0,125.0,0.0427808411767251,518.7,0.4556571,501.67212,6,60,96,27
-24.0,125.25,0.042634061692349,543.4,0.46177158,501.711,5,60,97,27
-24.0,125.5,0.0446284529442588,568.1,0.4627513,502.69412,4,58,98,26
-24.0,125.75,0.0475836550639498,592.9,0.45825547,503.5731,3,54,97,24
-24.0,126.0,0.0469083565636537,617.7,0.44107854,504.78693,2,55,93,22
-24.0,126.25,0.0369370021024743,642.5,0.43152615,506.52924,2,67,91,19
-24.0,126.5,0.0276193439832977,667.4,0.44550237,506.23975,1,76,94,19
-24.0,126.75,0.0208560077650916,692.3,0.45603174,505.98663,1,82,96,20
-24.0,127.0,0.0199628971494911,685.8,0.45007572,506.0526,1,83,95,20
-24.0,127.25,0.020184979902669,660.6,0.42944825,505.08914,1,83,90,22
-24.0,127.5,0.0119861160271934,635.5,0.4279628,503.35184,2,91,90,25
-24.0,127.75,-0.0025111159232134,610.3,0.4354357,503.36005,2,98,92,25
-24.0,128.0,-0.0109285233996897,585.1,0.44249502,502.76202,3,92,93,25
-24.0,128.25,-0.0133194615199629,560.0,0.44587234,502.65665,4,90,94,26
-24.0,128.5,-0.0105970833428381,534.8,0.43868282,502.95993,5,92,92,25
-24.0,128.75,-0.0087969750343334,509.6,0.4218478,503.05438,6,93,88,25
-24.0,129.0,-0.0101896612893878,484.5,0.4074006,503.83722,8,92,85,24
-24.0,129.25,-0.0091413452101516,459.3,0.405297,502.19418,9,93,84,26
-24.0,129.5,-0.0078721433833596,434.1,0.40468162,500.2013,11,94,84,29
-24.0,129.75,-0.011843777021637,409.0,0.40453333,498.3049,13,91,84,31
-24.0,130.0,-0.0192672602129667,383.8,0.411005,497.68024,15,84,86,32
-24.0,130.25,-0.0263443497430887,358.7,0.42157105,496.9711,17,77,88,33
-24.0,130.5,-0.0323891154978246,333.5,0.4298664,496.50916,19,72,90,33
-24.0,130.75,-0.0359703806140238,308.4,0.43239743,494.87808,22,68,91,36
-24.0,131.0,-0.0377156590499604,283.2,0.42987695,493.71652,26,66,90,37
-24.0,131.25,-0.0437019949734565,258.1,0.42468405,493.73773,29,59,89,37
-24.0,131.5,-0.052901417644517,233.0,0.41804665,493.0967,32,47,87,38
-24.0,131.75,-0.0548994132234448,207.9,0.41705158,491.06754,37,45,87,40
-24.0,132.0,-0.0467834491060958,182.8,0.40940052,491.67398,41,55,85,40
-24.0,132.25,-0.0380529944829288,157.7,0.37978697,492.25278,45,66,77,39
-24.0,132.5,-0.0328275221147729,132.7,0.3314663,492.75067,50,71,59,39
-24.0,132.75,-0.0338867706424068,107.8,0.3111183,493.0547,55,70,46,38
-24.0,133.0,-0.0403233314686942,83.0,0.32210535,493.8993,61,63,53,37
-24.0,133.25,-0.0482517777232541,58.6,0.34306565,494.20242,68,53,65,37
-24.0,133.5,-0.0411346549567367,35.2,0.32509047,494.08487,75,62,55,37
-24.0,133.75,-0.0224498236330137,15.4,0.31148484,494.37073,86,81,46,37
-24.0,134.0,-0.013907830062921,21.7,0.31995755,494.21085,82,89,52,37
-24.0,134.25,-0.0060526252925705,44.4,0.31332195,494.60944,72,95,48,36
-24.0,134.5,0.0029633898335132,68.4,0.29262584,495.2229,65,98,37,35
-24.0,134.75,0.0071421998717899,92.3,0.27969176,496.9247,59,95,33,33
-24.0,135.0,0.008374903552855,116.3,0.30985668,498.58234,53,94,45,31
-24.0,135.25,0.0058160890837111,140.7,0.33454427,499.38425,48,96,61,30
-24.0,135.5,0.0025471974519037,165.3,0.3431672,501.0753,44,98,65,28
-24.0,135.75,-0.005933577496381,190.1,0.36251882,502.59863,39,96,72,26
-24.0,136.0,-0.0164760085377132,215.0,0.38473472,504.09528,35,87,79,24
-24.0,136.25,-0.0253526267152102,239.9,0.3953809,504.59747,31,78,81,23
-24.0,136.5,-0.0326097501117536,264.9,0.39928645,503.75812,28,71,82,24
-24.0,136.75,-0.0395625832856499,289.9,0.4059242,505.11987,25,64,84,22
-24.0,137.0,-0.0434721590108459,315.0,0.40900066,505.66245,21,59,85,21
-24.0,137.25,-0.0455400723567609,340.0,0.4127385,506.7048,19,56,86,18
-24.0,137.5,-0.0477347694071275,365.1,0.4119178,507.50003,16,54,86,17
-24.0,137.75,-0.0483417064971512,390.2,0.40918946,507.5977,14,53,85,17
-24.0,138.0,-0.0481430454734003,389.8,0.404265,505.30975,14,53,84,21
-24.0,138.25,-0.0482905101297157,380.7,0.3938478,506.09738,15,53,81,20
-24.0,138.5,-0.046675026061989,373.0,0.37348467,505.6507,16,55,76,21
-24.0,138.75,-0.0464241098001366,367.0,0.349276,506.0094,16,55,67,20
-24.0,139.0,-0.0429906617362229,362.6,0.33233836,506.4373,17,60,60,19
-24.0,139.25,-0.0421598513484544,360.0,0.32774028,505.71387,17,61,57,20
-24.0,139.5,-0.0420274277056922,359.2,0.3189763,505.1286,17,61,51,22
-24.0,139.75,-0.0406301547005395,358.4,0.31732994,504.71066,17,63,50,22
-24.0,140.0,-0.0414801784063456,357.0,0.33077657,505.08902,17,62,59,22
-24.0,140.25,-0.0414616229677838,335.4,0.34109542,505.16135,19,62,64,21
-24.0,140.5,-0.0418354276745092,314.3,0.33632356,504.78342,22,61,62,22
-24.0,140.75,-0.0423884698112184,294.0,0.3256092,504.65665,24,61,56,23
-24.0,141.0,-0.0496117139375114,274.4,0.32684132,504.09076,27,52,56,24
-24.0,141.25,-0.0616485695653994,255.9,0.34164396,503.71823,29,40,64,24
-24.0,141.5,-0.0659670163079031,238.7,0.3528065,500.5228,32,37,69,28
-24.0,141.75,-0.063156338021647,222.9,0.35010508,498.44632,34,39,68,31
-24.0,142.0,-0.055834333132398,209.1,0.3375219,497.49332,36,44,62,32
-24.0,142.25,-0.0482470862811342,197.6,0.32385916,496.97205,38,53,55,33
-24.0,142.5,-0.0394140233676547,187.4,0.32262403,497.69788,40,64,54,32
-24.0,142.75,-0.0346105209862192,163.8,0.32066712,496.32532,44,69,52,34
-24.0,143.0,-0.03327896941808,140.8,0.30203584,497.4971,48,71,41,32
-24.0,143.25,-0.0339300402490023,118.6,0.28766614,498.2347,53,70,36,31
-24.0,143.5,-0.0333780283751409,98.0,0.28558874,497.70966,58,71,35,32
-24.0,143.75,-0.031282147230342,80.0,0.3032958,496.15366,62,73,42,34
-24.0,144.0,-0.0253984298978355,66.8,0.31566498,495.12155,66,78,49,35
-24.0,144.25,-0.02066327005464,60.7,0.31616136,494.16455,67,83,49,37
-24.0,144.5,-0.0201619937328533,54.9,0.30617124,493.06143,69,83,43,38
-24.0,144.75,-0.0177885718444096,53.9,0.3051034,492.32007,69,86,43,39
-24.0,145.0,-0.0134374084339166,34.4,0.31667125,491.26688,76,90,50,40
-24.0,145.25,-0.004710331971624,9.8,0.31910828,489.73157,90,97,51,42
-24.0,145.5,0.0124997691461993,14.9,0.2977139,488.62375,86,90,39,43
-24.0,145.75,0.0126247384374957,39.9,0.28804556,487.53555,74,90,36,44
-24.0,146.0,0.0071279869539596,53.9,0.27225405,485.13004,69,95,32,46
-24.0,146.25,0.0031550329211833,57.0,0.23910533,482.2883,68,98,24,48
-24.0,146.5,0.0017841842180738,64.5,0.20735162,480.02243,66,99,19,50
-24.0,146.75,-0.0008564173144848,75.4,0.19438988,477.2128,63,100,17,53
-24.0,147.0,0.0035891322685139,87.3,0.19572052,475.17706,60,97,17,55
-24.0,147.25,0.017104765594316,93.1,0.16689892,471.26917,59,86,13,58
-24.0,147.5,0.0250338284126926,83.5,0.15283884,469.01538,61,79,10,60
-24.0,147.75,0.0200943760961915,65.7,0.15922214,467.316,66,83,12,61
-24.0,148.0,-0.003089193396625,54.0,0.16950826,465.7099,69,98,13,62
-24.0,148.25,-0.0192992598189794,40.0,0.16666473,465.35956,74,84,13,63
-24.0,148.5,-0.0097323876678101,14.8,0.15950185,464.60013,86,93,12,63
-24.0,148.75,0.008617578854873,10.3,0.17488343,464.89194,90,93,14,63
-24.0,149.0,0.0113132505211979,33.3,0.14619187,461.16797,76,91,9,66
-24.0,149.25,0.0190106704903189,27.5,0.12447769,457.1206,79,84,6,69
-24.0,149.5,0.0187360182648435,9.9,0.1289802,454.27036,90,85,6,71
-24.0,149.75,0.0132640817008602,7.6,0.14844131,452.622,92,90,10,72
-24.0,150.0,0.0184187517213147,20.6,0.17163515,452.83902,82,85,13,72
-24.0,150.25,0.0204868131322741,16.4,0.17236552,452.55322,85,83,14,72
-24.0,150.5,0.0025210776363521,7.8,0.15129764,449.42587,91,98,10,75
-24.0,150.75,-0.0063488107279963,9.7,0.11961448,447.7791,90,95,5,76
-24.0,151.0,-0.0071964926399578,7.4,0.104404,444.57254,92,95,4,78
-24.0,151.25,-0.0039737238165495,1.0,0.12588416,441.6847,99,97,6,79
-24.25,113.5,0.049850465614526,416.2,0.60668945,512.2714,12,51,100,5
-24.25,113.75,0.0468273570672387,398.2,0.53586894,514.0074,14,55,100,3
-24.25,114.0,0.0477947202422434,381.0,0.48904407,508.35406,15,54,100,15
-24.25,114.25,0.0495466600039175,358.3,0.44603887,505.76227,17,52,94,20
-24.25,114.5,0.0502371445453415,334.5,0.4625149,506.9451,19,51,97,18
-24.25,114.75,0.0546918998516741,310.9,0.4901349,507.13907,22,45,100,18
-24.25,115.0,0.0603302957423563,287.6,0.4922198,507.05032,25,41,100,18
-24.25,115.25,0.0580463403625236,264.7,0.46756765,507.6568,28,42,98,16
-24.25,115.5,0.0565265594050288,242.2,0.43372664,507.63312,31,44,91,16
-24.25,115.75,0.0629372093396904,220.3,0.38689786,506.93646,34,39,79,18
-24.25,116.0,0.0668475334543646,199.3,0.37866294,505.6418,38,36,77,21
-24.25,116.25,0.0675557277121004,179.2,0.37092397,503.1194,41,36,75,25
-24.25,116.5,0.0653238848178824,160.7,0.36599305,500.65137,44,37,73,28
-24.25,116.75,0.0651004300874081,144.2,0.3843393,498.5269,48,37,79,31
-24.25,117.0,0.0671429776897033,130.5,0.40961587,497.50626,50,36,85,32
-24.25,117.25,0.0670737227691071,120.6,0.4334491,496.54065,53,36,91,33
-24.25,117.5,0.0683024600236898,115.5,0.42341474,496.51736,54,35,89,33
-24.25,117.75,0.0698955481716742,115.7,0.41449133,496.7132,54,34,86,33
-24.25,118.0,0.0705312125163064,121.3,0.39913282,496.27707,52,34,82,34
-24.25,118.25,0.0651032506898489,131.6,0.40013254,496.2004,50,37,83,34
-24.25,118.5,0.0549791087961888,124.7,0.39972755,496.3647,52,45,83,34
-24.25,118.75,0.0557118281550217,122.6,0.4097219,495.61295,52,45,85,35
-24.25,119.0,0.0589472123233246,123.9,0.4261036,495.47263,52,42,89,35
-24.25,119.25,0.0640850671163726,111.1,0.43716356,494.95425,55,38,92,36
-24.25,119.5,0.0638068314109529,102.1,0.4400234,494.5743,57,38,93,36
-24.25,119.75,0.062524784013762,98.2,0.43701467,494.7772,58,39,92,36
-24.25,120.0,0.0598827272830974,100.6,0.42857182,495.48035,57,41,90,35
-24.25,120.25,0.0611544570874511,109.0,0.42085052,495.5868,55,40,88,35
-24.25,120.5,0.0621792012515167,121.8,0.41655818,496.0084,52,39,87,34
-24.25,120.75,0.0650634713615069,137.2,0.41705507,496.16736,49,37,87,34
-24.25,121.0,0.0695624178330901,155.3,0.4137813,496.40967,45,34,86,34
-24.25,121.25,0.0685951816206354,175.1,0.41116467,496.70474,42,35,86,33
-24.25,121.5,0.0661479597146223,196.1,0.42138487,497.03006,38,37,88,33
-24.25,121.75,0.067152672773227,217.8,0.42493662,497.3835,35,36,89,32
-24.25,122.0,0.070095078429828,240.3,0.4226372,496.46405,31,34,88,34
-24.25,122.25,0.0701672205396573,263.2,0.41976053,497.49756,28,34,88,32
-24.25,122.5,0.0681601225708921,286.4,0.4208283,499.03528,25,35,88,30
-24.25,122.75,0.066680728565968,309.4,0.41600874,500.02457,22,36,87,29
-24.25,123.0,0.0590666337537446,332.6,0.4208125,500.82758,19,41,88,28
-24.25,123.25,0.0496582579405401,356.1,0.44495934,500.65228,17,52,94,28
-24.25,123.5,0.0453245301952674,379.8,0.4530491,500.28522,15,57,96,29
-24.25,123.75,0.0419974570042021,403.7,0.45346925,500.5115,13,61,96,28
-24.25,124.0,0.0394733608600637,427.6,0.4526229,500.57394,11,64,96,28
-24.25,124.25,0.0392067857341663,451.7,0.45471016,500.37894,10,64,96,28
-24.25,124.5,0.0403933961088547,475.9,0.4551407,499.87967,8,63,96,29
-24.25,124.75,0.0417713281079029,500.2,0.45721903,499.4132,7,61,96,30
-24.25,125.0,0.0409687048985645,524.6,0.46663055,499.94574,5,62,98,29
-24.25,125.25,0.0413182848144233,549.1,0.4691968,500.23965,4,62,98,29
-24.25,125.5,0.0437688345599564,573.6,0.4661262,500.78735,3,59,98,28
-24.25,125.75,0.0471443498174526,598.2,0.45547697,501.8302,3,55,96,27
-24.25,126.0,0.0490311186649792,622.8,0.44122276,504.1749,2,52,93,23
-24.25,126.25,0.043504551481012,647.4,0.44705474,504.02844,1,59,94,24
-24.25,126.5,0.0360357943128422,672.1,0.45793378,503.3143,1,68,97,25
-24.25,126.75,0.0340996129183276,696.8,0.45629278,503.35333,1,70,96,25
-24.25,127.0,0.0334491924155459,686.3,0.44289085,503.5528,1,71,93,24
-24.25,127.25,0.0271706961195117,661.2,0.43353713,502.67062,1,77,91,26
-24.25,127.5,0.0161645155133945,636.2,0.44020084,502.18817,2,87,93,26
-24.25,127.75,0.0048815536769758,611.1,0.44334823,501.9997,2,96,94,26
-24.25,128.0,-0.0039824879395642,586.0,0.44719717,501.6922,3,97,95,27
-24.25,128.25,-0.0064784614463514,560.9,0.44248527,501.12436,4,95,93,27
-24.25,128.5,-0.0048084366645309,535.8,0.42681727,499.68195,5,96,90,29
-24.25,128.75,-0.0043523013934775,510.8,0.40532216,499.70267,6,97,84,29
-24.25,129.0,-0.0093238664788216,485.7,0.412368,499.4957,7,93,86,29
-24.25,129.25,-0.0097648670763841,460.7,0.42210546,499.05225,9,93,88,30
-24.25,129.5,-0.0079110407425711,435.7,0.41450652,496.9522,11,94,86,33
-24.25,129.75,-0.0080430257976764,410.7,0.40490785,495.5176,13,94,84,35
-24.25,130.0,-0.0151809269423773,385.7,0.40500396,494.34308,15,88,84,37
-24.25,130.25,-0.0254044361257304,360.7,0.42763782,493.9125,17,78,90,37
-24.25,130.5,-0.0341727470341582,335.8,0.44143206,495.0412,19,70,93,36
-24.25,130.75,-0.0396220227836498,310.8,0.43967038,494.0717,22,64,93,37
-24.25,131.0,-0.0432154533935577,286.0,0.435796,492.5012,25,59,92,39
-24.25,131.25,-0.0484705187269442,261.2,0.4290501,492.29022,28,53,90,39
-24.25,131.5,-0.054234492625775,236.4,0.42251763,492.08395,32,46,88,39
-24.25,131.75,-0.0557318109941358,211.8,0.42047203,491.54886,36,45,88,40
-24.25,132.0,-0.0424769223689855,187.3,0.39999345,489.59384,40,60,83,42
-24.25,132.25,-0.0328209291190086,163.0,0.38178796,490.569,44,71,78,41
-24.25,132.5,-0.0306056788035978,139.0,0.34831393,491.35934,49,73,67,40
-24.25,132.75,-0.0295929857055723,115.4,0.32785854,491.83234,54,74,57,40
-24.25,133.0,-0.0364210526603052,92.8,0.32972625,491.8304,59,67,58,40
-24.25,133.25,-0.0391141412236417,71.3,0.33144066,492.36435,64,64,59,39
-24.25,133.5,-0.0322734579843069,52.8,0.32163557,492.8002,69,72,53,38
-24.25,133.75,-0.023405276226861,42.0,0.31579983,493.47812,73,80,49,38
-24.25,134.0,-0.0205779385752975,44.7,0.3339866,493.26196,72,83,60,38
-24.25,134.25,-0.0142367489767604,59.1,0.33429557,493.7556,68,89,61,37
-24.25,134.5,-0.0051734938729731,79.1,0.32148522,494.4334,62,96,53,36
-24.25,134.75,0.0023389800385172,101.4,0.30446836,495.9877,57,99,42,34
-24.25,135.0,0.0047444347070441,124.8,0.31272742,497.8092,52,96,47,31
-24.25,135.25,0.0024476894205907,148.7,0.32752153,499.90463,47,98,57,29
-24.25,135.5,-0.0044363406619855,172.7,0.33427072,500.28506,42,97,61,29
-24.25,135.75,-0.0137798835933651,196.6,0.35954115,500.647,38,89,71,28
-24.25,136.0,-0.0258569840829642,220.7,0.38557085,501.71268,34,78,79,27
-24.25,136.25,-0.0341527332687595,245.0,0.4034331,503.39014,31,70,83,25
-24.25,136.5,-0.041933633056691,269.5,0.4053228,502.96835,27,61,84,25
-24.25,136.75,-0.0488369688125593,294.1,0.409747,503.32416,24,53,85,25
-24.25,137.0,-0.0504710060322568,318.7,0.41238156,504.1468,21,51,86,23
-24.25,137.25,-0.0528025423664422,343.5,0.41355923,505.39163,18,48,86,21
-24.25,137.5,-0.0539286154211454,368.3,0.41635922,506.6336,16,46,87,19
-24.25,137.75,-0.0538869301677637,393.1,0.41302982,506.82062,14,46,86,18
-24.25,138.0,-0.0488181056066726,415.7,0.40636694,504.66855,12,53,84,22
-24.25,138.25,-0.0475238491337569,407.1,0.39012972,504.98804,13,54,80,22
-24.25,138.5,-0.0488516124397782,400.0,0.3622632,505.93118,13,53,72,20
-24.25,138.75,-0.0503284355359418,394.4,0.34141353,505.91287,14,51,64,20
-24.25,139.0,-0.0514210274831081,390.3,0.32692155,506.42435,14,49,56,19
-24.25,139.25,-0.0511021417743038,388.0,0.32379287,505.4311,14,50,55,21
-24.25,139.5,-0.0516275960475295,387.2,0.31564564,503.98782,14,49,49,24
-24.25,139.75,-0.0524446802435531,386.4,0.32220596,503.56973,15,48,53,24
-24.25,140.0,-0.0486048196353727,371.7,0.33783147,505.178,16,53,62,21
-24.25,140.25,-0.045614490496172,351.0,0.3415598,505.72977,18,56,64,20
-24.25,140.5,-0.0407960829724158,331.0,0.33219525,506.01465,20,62,59,20
-24.25,140.75,-0.0417005652739178,311.8,0.3196747,505.724,22,61,52,20
-24.25,141.0,-0.0504346075933426,293.5,0.33064896,503.4055,24,51,59,24
-24.25,141.25,-0.0613958486888025,276.3,0.34727612,503.23563,26,40,67,25
-24.25,141.5,-0.0635894465809022,260.4,0.35130835,500.21594,29,38,68,29
-24.25,141.75,-0.0547736553098296,246.1,0.34231368,498.5599,31,45,64,31
-24.25,142.0,-0.0471215994147184,233.7,0.32699874,497.66043,32,55,57,32
-24.25,142.25,-0.0413316183374263,221.0,0.3184453,498.44354,34,62,51,31
-24.25,142.5,-0.0347236271459786,198.3,0.31936476,497.33563,38,69,52,32
-24.25,142.75,-0.029807794226023,176.2,0.3162338,496.93707,42,74,49,33
-24.25,143.0,-0.033752792058069,155.0,0.31196854,496.42285,46,70,47,34
-24.25,143.25,-0.0391013774355607,135.3,0.30107772,496.45816,49,64,41,34
-24.25,143.5,-0.0417295778680237,117.6,0.30349803,495.5532,53,61,42,35
-24.25,143.75,-0.0377440700396185,103.1,0.30890313,494.45715,56,66,45,36
-24.25,144.0,-0.0230654443658533,93.3,0.3104982,493.1282,59,80,46,38
-24.25,144.25,-0.022027459170758,87.4,0.31941947,492.77664,60,81,52,38
-24.25,144.5,-0.0283760230178207,82.8,0.30992422,491.71768,61,75,45,40
-24.25,144.75,-0.0330343013920355,59.1,0.311848,490.92758,68,71,47,41
-24.25,145.0,-0.0293864989076696,34.0,0.3202986,489.77957,76,74,52,42
-24.25,145.25,-0.0151577066663386,8.9,0.3385971,489.4225,91,88,63,42
-24.25,145.5,0.0023091130230265,10.7,0.32148206,488.90146,89,99,53,43
-24.25,145.75,0.0109572458541065,32.3,0.29660133,487.6216,77,92,39,44
-24.25,146.0,0.015440609402001,55.5,0.28004685,484.71063,69,88,33,47
-24.25,146.25,0.014680445995847,79.8,0.24589704,481.36017,62,88,25,49
-24.25,146.5,0.0123536015788669,90.1,0.21307369,478.3768,60,91,20,52
-24.25,146.75,0.0081032246439939,100.6,0.18993652,475.6863,57,94,16,54
-24.25,147.0,0.0085573199027705,111.7,0.16517574,472.584,55,93,12,57
-24.25,147.25,0.0192836815934805,120.1,0.14949839,470.7835,53,84,10,58
-24.25,147.5,0.0234408135132287,95.3,0.13554029,469.6197,58,80,7,59
-24.25,147.75,0.0026128164669942,70.6,0.13494752,468.53085,65,98,7,60
-24.25,148.0,-0.0204542141707081,46.5,0.1396433,466.18332,71,83,8,62
-24.25,148.25,-0.0283219498171958,24.3,0.13951741,465.2353,80,76,8,63
-24.25,148.5,-0.0212084980551957,5.4,0.13772202,464.8319,94,82,8,63
-24.25,148.75,0.0020281300002742,11.9,0.15090187,466.0534,88,99,10,62
-24.25,149.0,0.0204818751662969,34.8,0.15339217,462.4998,76,83,10,65
-24.25,149.25,0.0303672859635082,47.5,0.1334181,459.04654,71,74,7,67
-24.25,149.5,0.0257723890300396,29.9,0.1331687,456.50363,77,78,7,69
-24.25,149.75,0.0194384811385091,14.1,0.14953385,455.00583,87,84,10,70
-24.25,150.0,0.0169787601856071,3.1,0.17461574,456.2497,96,86,14,70
-24.25,150.25,0.0230718747283736,3.3,0.16755006,456.404,96,80,13,69
-24.25,150.5,0.0118502616283616,3.6,0.15187739,451.30704,96,91,10,73
-24.25,150.75,-0.0057018173165575,0.3,0.122580595,441.28094,100,96,5,79
-24.25,151.0,-0.0103622354167912,14.8,0.09849429,435.1471,86,92,3,82
-24.25,151.25,-0.0079438985419637,16.2,0.09639274,431.3707,85,94,3,84
-24.25,151.5,-0.0013957089478416,4.0,0.11952025,430.73657,95,99,5,84
-24.25,151.75,0.0071485002902114,11.3,0.19436814,433.99597,89,95,17,83
-24.5,113.5,0.0440648418518581,435.7,0.60923094,510.54968,11,58,100,9
-24.5,113.75,0.041304132069594,414.8,0.549834,512.8293,12,62,100,4
-24.5,114.0,0.043090694291251,391.2,0.5097175,507.53766,14,60,100,17
-24.5,114.25,0.0458120955522948,367.9,0.47218826,504.88043,16,56,99,22
-24.5,114.5,0.0479490307758429,344.8,0.4578506,504.71542,18,54,97,22
-24.5,114.75,0.0515243586174966,322.0,0.47521314,504.97906,21,49,99,22
-24.5,115.0,0.0523920534850774,299.7,0.46078572,505.5848,23,48,97,21
-24.5,115.25,0.0467385345293829,277.8,0.43698424,505.8651,26,55,92,20
-24.5,115.5,0.0494472569808186,256.5,0.4187852,506.23514,29,52,87,19
-24.5,115.75,0.0601290103347439,236.0,0.39471948,505.6199,32,41,81,21
-24.5,116.0,0.0627678368071515,216.5,0.3851788,504.70895,35,39,79,22
-24.5,116.25,0.0628572792169593,198.2,0.37471202,503.8594,38,39,76,24
-24.5,116.5,0.062111368774259,181.7,0.3687414,501.52957,41,39,74,27
-24.5,116.75,0.0636045914409416,167.3,0.39517418,498.75403,43,38,81,30
-24.5,117.0,0.0667109684508648,155.7,0.4234871,496.08405,45,36,89,34
-24.5,117.25,0.0682613447508109,147.5,0.43118933,494.789,47,35,91,36
-24.5,117.5,0.068663828424178,143.4,0.41725016,495.76016,48,35,87,35
-24.5,117.75,0.0705243389022403,143.6,0.40550727,495.97272,48,34,84,34
-24.5,118.0,0.0653653557877987,148.1,0.4147411,495.47656,47,37,86,35
-24.5,118.25,0.059693607809909,156.7,0.42469096,494.94858,45,41,89,36
-24.5,118.5,0.0586470842322645,152.3,0.43408796,494.8059,46,42,91,36
-24.5,118.75,0.0629452403989576,150.6,0.44710353,494.7401,46,39,94,36
-24.5,119.0,0.0653019809873686,147.5,0.4541632,493.99976,47,37,96,37
-24.5,119.25,0.0614722831219079,137.0,0.44808182,493.5716,49,40,95,38
-24.5,119.5,0.0604995616683958,129.2,0.4424585,493.16266,51,40,93,38
-24.5,119.75,0.0587393834627056,126.2,0.43348795,493.3767,51,42,91,38
-24.5,120.0,0.0592984940928761,128.1,0.42472905,493.5704,51,41,89,38
-24.5,120.25,0.0620512286711129,134.7,0.4132901,493.70276,49,39,86,37
-24.5,120.5,0.0632280345923001,145.5,0.4158852,494.7862,47,39,87,36
-24.5,120.75,0.0671274773222172,159.0,0.41373023,494.9966,45,36,86,36
-24.5,121.0,0.0680069019624386,174.8,0.41211534,495.55417,42,35,86,35
-24.5,121.25,0.0675441367316082,192.6,0.40485284,495.11255,39,36,84,35
-24.5,121.5,0.0643628008206308,211.9,0.4089267,495.39893,36,38,85,35
-24.5,121.75,0.0652242367366506,232.3,0.42441294,495.90564,33,37,89,34
-24.5,122.0,0.0701011593996857,253.5,0.4246642,494.8302,30,34,89,36
-24.5,122.25,0.0724362479168034,275.3,0.42439264,494.97092,27,33,89,36
-24.5,122.5,0.0709864193606855,297.6,0.41994742,496.1695,24,33,88,34
-24.5,122.75,0.0668268895951942,320.4,0.41376773,496.5571,21,36,86,33
-24.5,123.0,0.0583032315663461,343.4,0.42277452,497.50436,18,42,88,32
-24.5,123.25,0.049133820155458,366.6,0.4491854,497.9947,16,52,95,31
-24.5,123.5,0.0449007698223881,389.6,0.45901498,498.02377,14,57,97,31
-24.5,123.75,0.0429588709476991,412.9,0.4568876,497.5533,12,60,96,32
-24.5,124.0,0.0427828171634159,436.4,0.45912623,498.22983,11,60,97,31
-24.5,124.25,0.043489828255094,460.0,0.46194288,498.1409,9,59,97,31
-24.5,124.5,0.0429418068035461,483.9,0.46398675,497.06506,8,60,98,33
-24.5,124.75,0.0422773459341399,507.8,0.46812993,497.14676,6,61,98,33
-24.5,125.0,0.0417508168985867,531.8,0.47537115,497.23657,5,61,99,32
-24.5,125.25,0.043367129777159,554.8,0.47580037,498.14908,4,59,99,31
-24.5,125.5,0.0459423183405306,575.6,0.46800998,498.91434,3,56,98,30
-24.5,125.75,0.0460613541393762,596.7,0.45894533,499.54947,3,56,97,29
-24.5,126.0,0.046022692008271,618.1,0.45047608,502.1732,2,56,95,26
-24.5,126.25,0.0439365802421456,639.8,0.4558942,501.513,2,59,96,27
-24.5,126.5,0.0464770970029002,661.6,0.46627986,500.1424,1,55,98,29
-24.5,126.75,0.0463468809235131,683.7,0.45911676,500.2805,1,56,97,29
-24.5,127.0,0.0493128470233863,688.0,0.43450248,501.39102,1,52,92,27
-24.5,127.25,0.04311722633784,663.0,0.4169421,500.99872,1,60,87,28
-24.5,127.5,0.0274885299615561,638.1,0.42909953,500.61636,2,76,90,28
-24.5,127.75,0.0190886147785931,613.1,0.43592364,500.20267,2,84,92,29
-24.5,128.0,0.0112480253446847,588.2,0.43448156,499.77536,3,91,92,29
-24.5,128.25,0.0083442425289658,563.2,0.4254777,498.6005,4,94,89,31
-24.5,128.5,0.0099530257927697,538.3,0.4032654,496.94305,5,92,83,33
-24.5,128.75,0.0075791818832623,513.5,0.40552852,496.88318,6,94,84,33
-24.5,129.0,0.001947180866929,488.6,0.42925316,496.25363,7,99,90,34
-24.5,129.25,0.0009635715709356,463.8,0.43241316,495.3114,9,100,91,35
-24.5,129.5,0.0041125131571399,439.0,0.42567095,494.45438,11,97,89,36
-24.5,129.75,0.0024034296715399,414.2,0.4130379,493.47778,12,98,86,38
-24.5,130.0,-0.0043213096491637,389.5,0.41642758,493.09503,14,97,87,38
-24.5,130.25,-0.0146294533496811,364.9,0.42628893,492.49255,16,88,90,39
-24.5,130.5,-0.0262083134236967,340.3,0.43200162,492.8366,19,77,91,38
-24.5,130.75,-0.0358410702275467,315.8,0.43152118,492.25494,21,68,91,39
