Latitude,Longitude,min_distance_nature_land_km
-25.75,137.75,24.7
-25.75,138.0,0.0
-25.75,138.25,0.0
-25.75,138.5,0.0
-25.75,138.75,8.6
-25.75,139.0,32.3
-25.75,139.25,55.9
-25.75,139.5,79.8
-25.75,139.75,103.4
-25.75,140.0,118.5
-25.75,140.25,118.6
-25.75,140.5,118.7
-25.75,140.75,121.1
-25.75,141.0,126.4
-25.75,141.25,128.8
-25.75,141.5,135.7
-25.75,141.75,145.4
-25.75,142.0,123.4
-25.75,142.25,102.8
-25.75,142.5,84.4
-25.75,142.75,70.2
-25.75,143.0,62.2
-25.75,143.25,62.4
-25.75,143.5,60.5
-25.75,143.75,38.4
-25.75,144.0,21.9
-25.75,144.25,18.8
-25.75,144.5,33.1
-25.75,144.75,31.3
-25.75,145.0,18.6
-25.75,145.25,25.0
-25.75,145.5,44.2
-25.75,145.75,67.2
-25.75,146.0,91.1
-25.75,146.25,104.2
-25.75,146.5,81.6
-25.75,146.75,60.9
-25.75,147.0,44.4
-25.75,147.25,38.0
-25.75,147.5,41.3
-25.75,147.75,49.9
-25.75,148.0,67.0
-25.75,148.25,57.2
-25.75,148.5,40.7
-25.75,148.75,22.2
-25.75,149.0,9.6
-25.75,149.25,13.2
-25.75,149.5,32.2
-25.75,149.75,30.4
-25.75,150.0,39.5
-25.75,150.25,37.4
-25.75,150.5,49.2
-25.75,150.75,28.9
-25.75,151.0,4.9
-25.75,151.25,18.5
-25.75,151.5,22.7
-25.75,151.75,12.2
-25.75,152.0,6.0
-25.75,152.25,8.0
-25.75,152.5,8.6
-25.75,152.75,15.7
-25.75,153.0,0.9
-25.75,153.25,15.9
-26.0,114.0,0.0
-26.0,114.25,0.4
-26.0,114.5,21.9
-26.0,114.75,46.6
-26.0,115.0,71.3
-26.0,115.25,71.8
-26.0,115.5,72.4
-26.0,115.75,79.4
-26.0,116.0,92.6
-26.0,116.25,109.8
-26.0,116.5,129.4
-26.0,116.75,150.6
-26.0,117.0,172.7
-26.0,117.25,184.3
-26.0,117.5,182.3
-26.0,117.75,167.5
-26.0,118.0,155.3
-26.0,118.25,146.3
-26.0,118.5,137.8
-26.0,118.75,129.4
-26.0,119.0,125.4
-26.0,119.25,125.4
-26.0,119.5,128.7
-26.0,119.75,136.6
-26.0,120.0,148.2
-26.0,120.25,147.4
-26.0,120.5,142.2
-26.0,120.75,141.0
-26.0,121.0,142.0
-26.0,121.25,146.4
-26.0,121.5,154.7
-26.0,121.75,165.0
-26.0,122.0,154.8
-26.0,122.25,148.1
-26.0,122.5,145.3
-26.0,122.75,145.2
-26.0,123.0,138.9
-26.0,123.25,117.6
-26.0,123.5,98.0
-26.0,123.75,81.3
-26.0,124.0,69.6
-26.0,124.25,65.6
-26.0,124.5,67.6
-26.0,124.75,65.5
-26.0,125.0,65.6
-26.0,125.25,65.5
-26.0,125.5,65.5
-26.0,125.75,65.5
-26.0,126.0,65.5
-26.0,126.25,65.5
-26.0,126.5,67.6
-26.0,126.75,77.4
-26.0,127.0,93.0
-26.0,127.25,112.0
-26.0,127.5,132.9
-26.0,127.75,154.9
-26.0,128.0,177.7
-26.0,128.25,200.9
-26.0,128.5,224.5
-26.0,128.75,201.2
-26.0,129.0,177.9
-26.0,129.25,155.2
-26.0,129.5,133.1
-26.0,129.75,112.2
-26.0,130.0,93.2
-26.0,130.25,77.6
-26.0,130.5,67.6
-26.0,130.75,65.5
-26.0,131.0,65.5
-26.0,131.25,65.5
-26.0,131.5,66.8
-26.0,131.75,75.5
-26.0,132.0,90.4
-26.0,132.25,109.0
-26.0,132.5,129.7
-26.0,132.75,151.6
-26.0,133.0,149.7
-26.0,133.25,137.8
-26.0,133.5,129.7
-26.0,133.75,126.0
-26.0,134.0,109.7
-26.0,134.25,85.7
-26.0,134.5,62.2
-26.0,134.75,40.2
-26.0,135.0,16.5
-26.0,135.25,0.0
-26.0,135.5,0.0
-26.0,135.75,0.0
-26.0,136.0,0.0
-26.0,136.25,0.0
-26.0,136.5,0.0
-26.0,136.75,0.0
-26.0,137.0,0.0
-26.0,137.25,0.0
-26.0,137.5,0.0
-26.0,137.75,0.0
-26.0,138.0,0.0
-26.0,138.25,0.0
-26.0,138.5,0.0
-26.0,138.75,0.6
-26.0,139.0,25.3
-26.0,139.25,50.1
-26.0,139.5,74.8
-26.0,139.75,94.4
-26.0,140.0,90.5
-26.0,140.25,90.6
-26.0,140.5,90.7
-26.0,140.75,93.7
-26.0,141.0,98.4
-26.0,141.25,101.4
-26.0,141.5,110.0
-26.0,141.75,123.1
-26.0,142.0,139.3
-26.0,142.25,121.8
-26.0,142.5,106.8
-26.0,142.75,95.9
-26.0,143.0,90.0
-26.0,143.25,90.4
-26.0,143.5,75.1
-26.0,143.75,58.7
-26.0,144.0,48.5
-26.0,144.25,46.5
-26.0,144.5,47.5
-26.0,144.75,23.1
-26.0,145.0,0.0
-26.0,145.25,13.3
-26.0,145.5,38.0
-26.0,145.75,62.7
-26.0,146.0,87.4
-26.0,146.25,90.6
-26.0,146.5,70.4
-26.0,146.75,48.5
-26.0,147.0,24.8
-26.0,147.25,10.0
-26.0,147.5,13.6
-26.0,147.75,31.0
-26.0,148.0,54.4
-26.0,148.25,78.0
-26.0,148.5,59.6
-26.0,148.75,46.1
-26.0,149.0,32.0
-26.0,149.25,34.0
-26.0,149.5,49.9
-26.0,149.75,57.7
-26.0,150.0,66.3
-26.0,150.25,65.0
-26.0,150.5,61.8
-26.0,150.75,42.1
-26.0,151.0,30.9
-26.0,151.25,35.4
-26.0,151.5,20.6
-26.0,151.75,6.5
-26.0,152.0,9.4
-26.0,152.25,0.0
-26.0,152.5,12.8
-26.0,152.75,4.4
-26.0,153.0,0.2
-26.0,153.25,8.6
-26.0,153.5,31.4
-26.25,113.75,4.2
-26.25,114.0,0.0
-26.25,114.25,3.2
-26.25,114.5,25.3
-26.25,114.75,43.9
-26.25,115.0,43.8
-26.25,115.25,43.8
-26.25,115.5,44.7
-26.25,115.75,55.2
-26.25,116.0,72.9
-26.25,116.25,93.8
-26.25,116.5,116.1
-26.25,116.75,139.3
-26.25,117.0,162.8
-26.25,117.25,186.7
-26.25,117.5,204.6
-26.25,117.75,191.5
-26.25,118.0,181.0
-26.25,118.25,173.3
-26.25,118.5,163.7
-26.25,118.75,156.7
-26.25,119.0,153.4
-26.25,119.25,153.4
-26.25,119.5,156.1
-26.25,119.75,143.7
-26.25,120.0,130.9
-26.25,120.25,120.9
-26.25,120.5,114.5
-26.25,120.75,113.0
-26.25,121.0,114.1
-26.25,121.25,119.6
-26.25,121.5,129.6
-26.25,121.75,140.9
-26.25,122.0,128.9
-26.25,122.25,120.7
-26.25,122.5,117.3
-26.25,122.75,117.2
-26.25,123.0,117.9
-26.25,123.25,123.2
-26.25,123.5,118.6
-26.25,123.75,105.2
-26.25,124.0,96.4
-26.25,124.25,93.6
-26.25,124.5,95.1
-26.25,124.75,93.6
-26.25,125.0,93.6
-26.25,125.25,93.5
-26.25,125.5,93.5
-26.25,125.75,93.6
-26.25,126.0,93.6
-26.25,126.25,93.6
-26.25,126.5,95.0
-26.25,126.75,102.2
-26.25,127.0,114.5
-26.25,127.25,130.3
-26.25,127.5,148.6
-26.25,127.75,168.6
-26.25,128.0,189.7
-26.25,128.25,211.6
-26.25,128.5,215.0
-26.25,128.75,210.8
-26.25,129.0,189.9
-26.25,129.25,168.8
-26.25,129.5,148.8
-26.25,129.75,130.5
-26.25,130.0,114.6
-26.25,130.25,102.3
-26.25,130.5,95.1
-26.25,130.75,93.6
-26.25,131.0,93.5
-26.25,131.25,93.6
-26.25,131.5,94.5
-26.25,131.75,100.8
-26.25,132.0,112.4
-26.25,132.25,127.8
-26.25,132.5,145.8
-26.25,132.75,165.5
-26.25,133.0,173.9
-26.25,133.25,163.8
-26.25,133.5,156.2
-26.25,133.75,131.5
-26.25,134.0,106.9
-26.25,134.25,82.2
-26.25,134.5,57.5
-26.25,134.75,32.9
-26.25,135.0,8.3
-26.25,135.25,0.0
-26.25,135.5,0.0
-26.25,135.75,0.0
-26.25,136.0,0.0
-26.25,136.25,0.0
-26.25,136.5,0.0
-26.25,136.75,0.0
-26.25,137.0,0.0
-26.25,137.25,0.0
-26.25,137.5,0.0
-26.25,137.75,0.0
-26.25,138.0,0.0
-26.25,138.25,0.0
-26.25,138.5,0.0
-26.25,138.75,0.9
-26.25,139.0,25.5
-26.25,139.25,50.2
-26.25,139.5,74.9
-26.25,139.75,68.1
-26.25,140.0,62.5
-26.25,140.25,62.6
-26.25,140.5,62.7
-26.25,140.75,67.0
-26.25,141.0,70.3
-26.25,141.25,74.5
-26.25,141.5,85.9
-26.25,141.75,102.0
-26.25,142.0,121.0
-26.25,142.25,141.8
-26.25,142.5,131.4
-26.25,142.75,122.5
-26.25,143.0,117.9
-26.25,143.25,112.3
-26.25,143.5,95.9
-26.25,143.75,83.1
-26.25,144.0,76.1
-26.25,144.25,72.1
-26.25,144.5,48.2
-26.25,144.75,25.7
-26.25,145.0,13.3
-26.25,145.25,19.6
-26.25,145.5,41.5
-26.25,145.75,65.4
-26.25,146.0,89.7
-26.25,146.25,79.1
-26.25,146.5,55.7
-26.25,146.75,33.8
-26.25,147.0,18.4
-26.25,147.25,4.6
-26.25,147.5,5.0
-26.25,147.75,29.6
-26.25,148.0,54.1
-26.25,148.25,78.6
-26.25,148.5,82.8
-26.25,148.75,67.9
-26.25,149.0,59.4
-26.25,149.25,60.4
-26.25,149.5,70.7
-26.25,149.75,85.5
-26.25,150.0,91.6
-26.25,150.25,92.9
-26.25,150.5,79.5
-26.25,150.75,65.4
-26.25,151.0,58.7
-26.25,151.25,52.9
-26.25,151.5,31.3
-26.25,151.75,19.0
-26.25,152.0,8.6
-26.25,152.25,0.0
-26.25,152.5,2.9
-26.25,152.75,3.2
-26.25,153.0,0.0
-26.25,153.25,17.3
-26.5,113.5,39.2
-26.5,113.75,28.0
-26.5,114.0,8.4
-26.5,114.25,13.7
-26.5,114.5,28.3
-26.5,114.75,15.8
-26.5,115.0,15.8
-26.5,115.25,15.8
-26.5,115.5,18.2
-26.5,115.75,37.1
-26.5,116.0,60.3
-26.5,116.25,84.3
-26.5,116.5,108.6
-26.5,116.75,133.0
-26.5,117.0,157.4
-26.5,117.25,181.9
-26.5,117.5,206.5
-26.5,117.75,216.5
-26.5,118.0,207.3
-26.5,118.25,199.1
-26.5,118.5,190.2
-26.5,118.75,184.2
-26.5,119.0,180.3
-26.5,119.25,159.4
-26.5,119.5,139.8
-26.5,119.75,121.9
-26.5,120.0,106.6
-26.5,120.25,95.1
-26.5,120.5,86.9
-26.5,120.75,84.9
-26.5,121.0,86.3
-26.5,121.25,93.5
-26.5,121.5,106.0
-26.5,121.75,118.5
-26.5,122.0,104.0
-26.5,122.25,93.8
-26.5,122.5,89.2
-26.5,122.75,89.1
-26.5,123.0,90.1
-26.5,123.25,96.8
-26.5,123.5,108.8
-26.5,123.75,124.5
-26.5,124.0,123.8
-26.5,124.25,121.6
-26.5,124.5,122.8
-26.5,124.75,121.6
-26.5,125.0,121.6
-26.5,125.25,121.6
-26.5,125.5,121.6
-26.5,125.75,121.6
-26.5,126.0,121.6
-26.5,126.25,121.6
-26.5,126.5,122.7
-26.5,126.75,128.4
-26.5,127.0,138.3
-26.5,127.25,151.6
-26.5,127.5,167.6
-26.5,127.75,185.5
-26.5,128.0,204.8
-26.5,128.25,195.6
-26.5,128.5,187.8
-26.5,128.75,182.9
-26.5,129.0,181.3
-26.5,129.25,181.4
-26.5,129.5,167.8
-26.5,129.75,151.8
-26.5,130.0,138.4
-26.5,130.25,128.5
-26.5,130.5,122.8
-26.5,130.75,121.6
-26.5,131.0,121.6
-26.5,131.25,121.6
-26.5,131.5,122.3
-26.5,131.75,127.3
-26.5,132.0,136.6
-26.5,132.25,149.5
-26.5,132.5,165.1
-26.5,132.75,182.7
-26.5,133.0,179.5
-26.5,133.25,176.3
-26.5,133.5,157.5
-26.5,133.75,133.1
-26.5,134.0,108.7
-26.5,134.25,84.5
-26.5,134.5,60.7
-26.5,134.75,37.9
-26.5,135.0,19.4
-26.5,135.25,0.0
-26.5,135.5,0.0
-26.5,135.75,0.0
-26.5,136.0,0.0
-26.5,136.25,0.0
-26.5,136.5,0.0
-26.5,136.75,0.0
-26.5,137.0,0.0
-26.5,137.25,0.0
-26.5,137.5,0.0
-26.5,137.75,0.0
-26.5,138.0,0.0
-26.5,138.25,0.0
-26.5,138.5,0.0
-26.5,138.75,6.6
-26.5,139.0,28.9
-26.5,139.25,52.0
-26.5,139.5,62.1
-26.5,139.75,43.8
-26.5,140.0,34.5
-26.5,140.25,34.5
-26.5,140.5,34.6
-26.5,140.75,41.9
-26.5,141.0,42.3
-26.5,141.25,48.9
-26.5,141.5,64.9
-26.5,141.75,85.0
-26.5,142.0,107.1
-26.5,142.25,130.0
-26.5,142.5,153.5
-26.5,142.75,149.6
-26.5,143.0,145.8
-26.5,143.25,133.1
-26.5,143.5,119.4
-26.5,143.75,109.2
-26.5,144.0,103.9
-26.5,144.25,82.4
-26.5,144.5,62.5
-26.5,144.75,47.5
-26.5,145.0,40.5
-26.5,145.25,43.2
-26.5,145.5,56.9
-26.5,145.75,76.0
-26.5,146.0,97.7
-26.5,146.25,75.4
-26.5,146.5,50.8
-26.5,146.75,26.2
-26.5,147.0,1.6
-26.5,147.25,12.2
-26.5,147.5,23.7
-26.5,147.75,38.0
-26.5,148.0,59.6
-26.5,148.25,82.8
-26.5,148.5,104.9
-26.5,148.75,93.2
-26.5,149.0,87.1
-26.5,149.25,87.9
-26.5,149.5,88.8
-26.5,149.75,87.3
-26.5,150.0,91.7
-26.5,150.25,101.6
-26.5,150.5,101.9
-26.5,150.75,79.2
-26.5,151.0,57.9
-26.5,151.25,40.4
-26.5,151.5,30.4
-26.5,151.75,24.2
-26.5,152.0,8.3
-26.5,152.25,1.4
-26.5,152.5,3.0
-26.5,152.75,6.7
-26.5,153.0,0.7
-26.5,153.25,15.2
-26.5,153.5,39.5
-26.75,113.5,59.1
-26.75,113.75,35.7
-26.75,114.0,11.9
-26.75,114.25,9.8
-26.75,114.5,23.4
-26.75,114.75,0.0
-26.75,115.0,0.0
-26.75,115.25,0.0
-26.75,115.5,9.1
-26.75,115.75,33.5
-26.75,116.0,58.1
-26.75,116.25,82.5
-26.75,116.5,106.9
-26.75,116.75,131.4
-26.75,117.0,155.8
-26.75,117.25,180.3
-26.75,117.5,204.8
-26.75,117.75,229.4
-26.75,118.0,234.0
-26.75,118.25,224.9
-26.75,118.5,214.5
-26.75,118.75,191.2
-26.75,119.0,168.1
-26.75,119.25,145.5
-26.75,119.5,123.7
-26.75,119.75,103.1
-26.75,120.0,84.6
-26.75,120.25,69.9
-26.75,120.5,59.8
-26.75,120.75,56.9
-26.75,121.0,58.8
-26.75,121.25,68.9
-26.75,121.5,85.0
-26.75,121.75,99.1
-26.75,122.0,81.2
-26.75,122.25,67.6
-26.75,122.5,61.3
-26.75,122.75,61.1
-26.75,123.0,62.5
-26.75,123.25,71.9
-26.75,123.5,87.3
-26.75,123.75,106.2
-26.75,124.0,115.8
-26.75,124.25,115.8
-26.75,124.5,115.8
-26.75,124.75,116.1
-26.75,125.0,120.3
-26.75,125.25,129.1
-26.75,125.5,140.1
-26.75,125.75,140.1
-26.75,126.0,140.1
-26.75,126.25,140.1
-26.75,126.5,140.1
-26.75,126.75,142.2
-26.75,127.0,148.3
-26.75,127.25,158.0
-26.75,127.5,170.7
-26.75,127.75,185.8
-26.75,128.0,181.8
-26.75,128.25,169.9
-26.75,128.5,160.9
-26.75,128.75,155.2
-26.75,129.0,153.2
-26.75,129.25,153.4
-26.75,129.5,153.5
-26.75,129.75,153.5
-26.75,130.0,153.5
-26.75,130.25,153.4
-26.75,130.5,150.6
-26.75,130.75,149.7
-26.75,131.0,149.6
-26.75,131.25,149.6
-26.75,131.5,150.2
-26.75,131.75,154.3
-26.75,132.0,162.0
-26.75,132.25,169.7
-26.75,132.5,160.8
-26.75,132.75,155.2
-26.75,133.0,152.1
-26.75,133.25,148.4
-26.75,133.5,148.2
-26.75,133.75,139.6
-26.75,134.0,116.6
-26.75,134.25,94.5
-26.75,134.5,71.5
-26.75,134.75,48.5
-26.75,135.0,28.1
-26.75,135.25,11.2
-26.75,135.5,1.3
-26.75,135.75,1.1
-26.75,136.0,2.3
-26.75,136.25,0.0
-26.75,136.5,0.0
-26.75,136.75,0.0
-26.75,137.0,0.0
-26.75,137.25,0.0
-26.75,137.5,0.0
-26.75,137.75,0.0
-26.75,138.0,0.0
-26.75,138.25,0.0
-26.75,138.5,2.9
-26.75,138.75,7.3
-26.75,139.0,31.4
-26.75,139.25,55.9
-26.75,139.5,43.3
-26.75,139.75,25.8
-26.75,140.0,6.8
-26.75,140.25,6.5
-26.75,140.5,6.6
-26.75,140.75,14.3
-26.75,141.0,14.2
-26.75,141.25,28.4
-26.75,141.5,51.2
-26.75,141.75,75.1
-26.75,142.0,99.3
-26.75,142.25,123.6
-26.75,142.5,148.0
-26.75,142.75,172.5
-26.75,143.0,170.4
-26.75,143.25,156.1
-26.75,143.5,144.4
-26.75,143.75,136.0
-26.75,144.0,118.4
-26.75,144.25,99.7
-26.75,144.5,84.1
-26.75,144.75,73.6
-26.75,145.0,68.2
-26.75,145.25,69.9
-26.75,145.5,79.5
-26.75,145.75,94.1
-26.75,146.0,103.4
-26.75,146.25,79.9
-26.75,146.5,57.4
-26.75,146.75,37.4
-26.75,147.0,26.9
-26.75,147.25,28.4
-26.75,147.5,44.8
-26.75,147.75,59.3
-26.75,148.0,74.9
-26.75,148.25,94.5
-26.75,148.5,115.9
-26.75,148.75,108.7
-26.75,149.0,89.1
-26.75,149.25,72.6
-26.75,149.5,61.6
-26.75,149.75,59.4
-26.75,150.0,65.4
-26.75,150.25,78.7
-26.75,150.5,87.4
-26.75,150.75,71.9
-26.75,151.0,47.4
-26.75,151.25,23.2
-26.75,151.5,3.2
-26.75,151.75,11.4
-26.75,152.0,14.0
-26.75,152.25,17.1
-26.75,152.5,0.0
-26.75,152.75,5.4
-26.75,153.0,3.8
-26.75,153.25,13.5
-26.75,153.5,31.7
-27.0,113.5,45.7
-27.0,113.75,25.4
-27.0,114.0,6.7
-27.0,114.25,0.0
-27.0,114.5,23.4
-27.0,114.75,0.0
-27.0,115.0,0.0
-27.0,115.25,0.0
-27.0,115.5,16.4
-27.0,115.75,35.6
-27.0,116.0,58.9
-27.0,116.25,82.9
-27.0,116.5,107.2
-27.0,116.75,131.5
-27.0,117.0,155.9
-27.0,117.25,180.3
-27.0,117.5,204.8
-27.0,117.75,229.3
-27.0,118.0,253.7
-27.0,118.25,231.9
-27.0,118.5,207.8
-27.0,118.75,183.8
-27.0,119.0,159.9
-27.0,119.25,136.1
-27.0,119.5,112.5
-27.0,119.75,89.3
-27.0,120.0,67.2
-27.0,120.25,47.4
-27.0,120.5,34.1
-27.0,120.75,28.8
-27.0,121.0,32.3
-27.0,121.25,48.2
-27.0,121.5,69.3
-27.0,121.75,84.7
-27.0,122.0,62.9
-27.0,122.25,44.0
-27.0,122.5,33.4
-27.0,122.75,33.1
-27.0,123.0,35.6
-27.0,123.25,50.2
-27.0,123.5,70.5
-27.0,123.75,91.4
-27.0,124.0,87.7
-27.0,124.25,87.8
-27.0,124.5,87.7
-27.0,124.75,88.1
-27.0,125.0,93.6
-27.0,125.25,104.7
-27.0,125.5,112.0
-27.0,125.75,112.1
-27.0,126.0,112.0
-27.0,126.25,112.1
-27.0,126.5,112.0
-27.0,126.75,114.6
-27.0,127.0,122.1
-27.0,127.25,133.7
-27.0,127.5,148.5
-27.0,127.75,165.5
-27.0,128.0,158.8
-27.0,128.25,145.1
-27.0,128.5,134.4
-27.0,128.75,127.6
-27.0,129.0,125.2
-27.0,129.25,125.3
-27.0,129.5,125.4
-27.0,129.75,125.5
-27.0,130.0,125.5
-27.0,130.25,125.4
-27.0,130.5,125.3
-27.0,130.75,125.3
-27.0,131.0,125.3
-27.0,131.25,127.6
-27.0,131.5,134.4
-27.0,131.75,145.0
-27.0,132.0,158.5
-27.0,132.25,144.8
-27.0,132.5,134.3
-27.0,132.75,127.6
-27.0,133.0,124.9
-27.0,133.25,120.4
-27.0,133.5,120.1
-27.0,133.75,120.5
-27.0,134.0,121.7
-27.0,134.25,104.9
-27.0,134.5,83.9
-27.0,134.75,65.4
-27.0,135.0,46.2
-27.0,135.25,31.4
-27.0,135.5,29.3
-27.0,135.75,29.2
-27.0,136.0,17.7
-27.0,136.25,2.9
-27.0,136.5,3.1
-27.0,136.75,0.0
-27.0,137.0,0.0
-27.0,137.25,0.0
-27.0,137.5,0.0
-27.0,137.75,0.0
-27.0,138.0,0.0
-27.0,138.25,0.0
-27.0,138.5,9.2
-27.0,138.75,31.6
-27.0,139.0,44.0
-27.0,139.25,61.2
-27.0,139.5,36.7
-27.0,139.75,12.2
-27.0,140.0,0.0
-27.0,140.25,0.0
-27.0,140.5,0.0
-27.0,140.75,0.0
-27.0,141.0,0.0
-27.0,141.25,24.6
-27.0,141.5,49.1
-27.0,141.75,73.6
-27.0,142.0,98.1
-27.0,142.25,122.6
-27.0,142.5,147.1
-27.0,142.75,171.6
-27.0,143.0,155.3
-27.0,143.25,138.5
-27.0,143.5,124.1
-27.0,143.75,113.3
-27.0,144.0,106.7
-27.0,144.25,104.8
-27.0,144.5,107.7
-27.0,144.75,100.6
-27.0,145.0,96.1
-27.0,145.25,97.3
-27.0,145.5,104.4
-27.0,145.75,116.2
-27.0,146.0,113.9
-27.0,146.25,93.1
-27.0,146.5,74.7
-27.0,146.75,60.8
-27.0,147.0,54.8
-27.0,147.25,55.1
-27.0,147.5,65.1
-27.0,147.75,70.9
-27.0,148.0,78.2
-27.0,148.25,91.6
-27.0,148.5,108.9
-27.0,148.75,96.3
-27.0,149.0,73.5
-27.0,149.25,52.3
-27.0,149.5,35.7
-27.0,149.75,31.6
-27.0,150.0,41.4
-27.0,150.25,60.2
-27.0,150.5,69.0
-27.0,150.75,50.1
-27.0,151.0,38.1
-27.0,151.25,29.9
-27.0,151.5,10.8
-27.0,151.75,8.0
-27.0,152.0,21.3
-27.0,152.25,26.3
-27.0,152.5,12.1
-27.0,152.75,7.6
-27.0,153.0,6.3
-27.0,153.25,7.5
-27.0,153.5,5.1
-27.25,113.75,19.5
-27.25,114.0,2.2
-27.25,114.25,5.5
-27.25,114.5,16.6
-27.25,114.75,5.9
-27.25,115.0,0.0
-27.25,115.25,3.6
-27.25,115.5,18.1
-27.25,115.75,42.4
-27.25,116.0,66.8
-27.25,116.25,91.2
-27.25,116.5,114.2
-27.25,116.75,137.3
-27.25,117.0,160.7
-27.25,117.25,184.5
-27.25,117.5,208.4
-27.25,117.75,230.5
-27.25,118.0,249.3
-27.25,118.25,228.7
-27.25,118.5,204.3
-27.25,118.75,179.8
-27.25,119.0,155.5
-27.25,119.25,131.1
-27.25,119.5,106.7
-27.25,119.75,82.4
-27.25,120.0,58.2
-27.25,120.25,34.4
-27.25,120.5,10.8
-27.25,120.75,0.8
-27.25,121.0,13.9
-27.25,121.25,38.4
-27.25,121.5,62.8
-27.25,121.75,78.0
-27.25,122.0,53.7
-27.25,122.25,29.4
-27.25,122.5,6.8
-27.25,122.75,5.0
-27.25,123.0,14.2
-27.25,123.25,38.1
-27.25,123.5,62.4
-27.25,123.75,64.9
-27.25,124.0,59.7
-27.25,124.25,59.7
-27.25,124.5,59.7
-27.25,124.75,60.2
-27.25,125.0,68.0
-27.25,125.25,82.5
-27.25,125.5,84.0
-27.25,125.75,84.0
-27.25,126.0,84.0
-27.25,126.25,84.0
-27.25,126.5,84.0
-27.25,126.75,87.4
-27.25,127.0,97.0
-27.25,127.25,111.3
-27.25,127.5,128.6
-27.25,127.75,147.9
-27.25,128.0,137.7
-27.25,128.25,121.7
-27.25,128.5,108.7
-27.25,128.75,100.2
-27.25,129.0,97.1
-27.25,129.25,97.3
-27.25,129.5,97.4
-27.25,129.75,97.4
-27.25,130.0,97.4
-27.25,130.25,97.4
-27.25,130.5,97.2
-27.25,130.75,97.3
-27.25,131.0,97.2
-27.25,131.25,100.2
-27.25,131.5,108.7
-27.25,131.75,121.6
-27.25,132.0,137.3
-27.25,132.25,121.3
-27.25,132.5,108.6
-27.25,132.75,100.2
-27.25,133.0,97.3
-27.25,133.25,92.5
-27.25,133.5,92.1
-27.25,133.75,92.4
-27.25,134.0,93.9
-27.25,134.25,101.0
-27.25,134.5,102.3
-27.25,134.75,83.1
-27.25,135.0,67.6
-27.25,135.25,58.5
-27.25,135.5,57.4
-27.25,135.75,52.1
-27.25,136.0,35.5
-27.25,136.25,30.9
-27.25,136.5,22.4
-27.25,136.75,3.3
-27.25,137.0,0.0
-27.25,137.25,0.0
-27.25,137.5,0.0
-27.25,137.75,0.0
-27.25,138.0,0.0
-27.25,138.25,0.0
-27.25,138.5,9.3
-27.25,138.75,33.7
-27.25,139.0,58.2
-27.25,139.25,60.8
-27.25,139.5,36.4
-27.25,139.75,11.9
-27.25,140.0,0.0
-27.25,140.25,0.0
-27.25,140.5,0.0
-27.25,140.75,0.0
-27.25,141.0,0.0
-27.25,141.25,24.5
-27.25,141.5,49.0
-27.25,141.75,73.4
-27.25,142.0,97.9
-27.25,142.25,122.3
-27.25,142.5,146.8
-27.25,142.75,158.4
-27.25,143.0,137.7
-27.25,143.25,118.3
-27.25,143.5,101.2
-27.25,143.75,87.6
-27.25,144.0,79.2
-27.25,144.25,76.7
-27.25,144.5,80.6
-27.25,144.75,91.1
-27.25,145.0,106.2
-27.25,145.25,124.3
-27.25,145.5,130.6
-27.25,145.75,140.4
-27.25,146.0,129.7
-27.25,146.25,111.9
-27.25,146.5,97.1
-27.25,146.75,86.9
-27.25,147.0,69.8
-27.25,147.25,52.7
-27.25,147.5,42.3
-27.25,147.75,43.3
-27.25,148.0,54.4
-27.25,148.25,72.1
-27.25,148.5,90.6
-27.25,148.75,91.1
-27.25,149.0,66.7
-27.25,149.25,42.2
-27.25,149.5,17.9
-27.25,149.75,4.2
-27.25,150.0,27.0
-27.25,150.25,51.3
-27.25,150.5,58.9
-27.25,150.75,35.0
-27.25,151.0,12.9
-27.25,151.25,15.5
-27.25,151.5,36.5
-27.25,151.75,31.4
-27.25,152.0,7.0
-27.25,152.25,11.6
-27.25,152.5,18.3
-27.25,152.75,5.0
-27.25,153.0,19.5
-27.25,153.25,12.6
-27.25,153.5,8.0
-27.5,113.75,36.8
-27.5,114.0,26.4
-27.5,114.25,6.0
-27.5,114.5,0.0
-27.5,114.75,12.8
-27.5,115.0,24.3
-27.5,115.25,24.6
-27.5,115.5,36.4
-27.5,115.75,52.8
-27.5,116.0,73.8
-27.5,116.25,96.4
-27.5,116.5,115.8
-27.5,116.75,135.1
-27.5,117.0,155.5
-27.5,117.25,175.8
-27.5,117.5,193.7
-27.5,117.75,212.8
-27.5,118.0,232.9
-27.5,118.25,228.2
-27.5,118.5,203.8
-27.5,118.75,179.4
-27.5,119.0,155.0
-27.5,119.25,130.6
-27.5,119.5,106.3
-27.5,119.75,81.9
-27.5,120.0,57.7
-27.5,120.25,33.6
-27.5,120.5,11.1
-27.5,120.75,3.2
-27.5,121.0,16.6
-27.5,121.25,40.0
-27.5,121.5,64.0
-27.5,121.75,77.7
-27.5,122.0,53.3
-27.5,122.25,28.9
-27.5,122.5,4.5
-27.5,122.75,0.0
-27.5,123.0,13.3
-27.5,123.25,37.7
-27.5,123.5,58.8
-27.5,123.75,40.6
-27.5,124.0,31.7
-27.5,124.25,31.7
-27.5,124.5,31.7
-27.5,124.75,32.7
-27.5,125.0,45.4
-27.5,125.25,61.1
-27.5,125.5,55.9
-27.5,125.75,56.0
-27.5,126.0,55.9
-27.5,126.25,56.0
