Latitude,Longitude,min_distance_nature_land_km
-20.5,130.75,339.1
-20.5,131.0,337.5
-20.5,131.25,311.6
-20.5,131.5,285.7
-20.5,131.75,259.8
-20.5,132.0,233.9
-20.5,132.25,208.0
-20.5,132.5,182.0
-20.5,132.75,156.1
-20.5,133.0,130.2
-20.5,133.25,104.3
-20.5,133.5,78.5
-20.5,133.75,52.7
-20.5,134.0,27.1
-20.5,134.25,6.1
-20.5,134.5,19.1
-20.5,134.75,44.5
-20.5,135.0,51.3
-20.5,135.25,48.3
-20.5,135.5,49.0
-20.5,135.75,59.2
-20.5,136.0,77.1
-20.5,136.25,98.7
-20.5,136.5,121.9
-20.5,136.75,146.0
-20.5,137.0,127.8
-20.5,137.25,104.4
-20.5,137.5,82.5
-20.5,137.75,63.6
-20.5,138.0,50.4
-20.5,138.25,47.2
-20.5,138.5,54.2
-20.5,138.75,70.8
-20.5,139.0,91.8
-20.5,139.25,114.9
-20.5,139.5,139.0
-20.5,139.75,163.6
-20.5,140.0,188.7
-20.5,140.25,213.4
-20.5,140.5,234.3
-20.5,140.75,255.2
-20.5,141.0,277.0
-20.5,141.25,282.7
-20.5,141.5,267.2
-20.5,141.75,249.5
-20.5,142.0,226.0
-20.5,142.25,203.1
-20.5,142.5,181.1
-20.5,142.75,160.3
-20.5,143.0,141.2
-20.5,143.25,119.1
-20.5,143.5,93.1
-20.5,143.75,67.2
-20.5,144.0,41.3
-20.5,144.25,15.4
-20.5,144.5,5.6
-20.5,144.75,4.2
-20.5,145.0,0.0
-20.5,145.25,4.5
-20.5,145.5,26.7
-20.5,145.75,50.3
-20.5,146.0,69.5
-20.5,146.25,75.7
-20.5,146.5,84.4
-20.5,146.75,99.1
-20.5,147.0,94.1
-20.5,147.25,69.8
-20.5,147.5,47.3
-20.5,147.75,30.3
-20.5,148.0,30.1
-20.5,148.25,37.7
-20.5,148.5,20.5
-20.5,148.75,2.8
-20.5,149.0,3.8
-20.75,116.0,9.9
-20.75,116.25,5.9
-20.75,116.5,14.3
-20.75,116.75,16.0
-20.75,117.0,29.3
-20.75,117.25,35.9
-20.75,117.5,52.9
-20.75,117.75,65.6
-20.75,118.0,61.3
-20.75,118.25,61.8
-20.75,118.5,71.0
-20.75,118.75,87.1
-20.75,119.0,107.1
-20.75,119.25,127.2
-20.75,119.5,143.9
-20.75,119.75,162.5
-20.75,120.0,182.9
-20.75,120.25,204.5
-20.75,120.5,211.9
-20.75,120.75,198.8
-20.75,121.0,188.4
-20.75,121.25,181.0
-20.75,121.5,177.1
-20.75,121.75,164.5
-20.75,122.0,148.2
-20.75,122.25,134.8
-20.75,122.5,125.5
-20.75,122.75,121.0
-20.75,123.0,116.3
-20.75,123.25,113.3
-20.75,123.5,113.5
-20.75,123.75,117.9
-20.75,124.0,127.6
-20.75,124.25,141.5
-20.75,124.5,158.4
-20.75,124.75,177.6
-20.75,125.0,198.3
-20.75,125.25,220.1
-20.75,125.5,242.8
-20.75,125.75,266.0
-20.75,126.0,253.8
-20.75,126.25,235.5
-20.75,126.5,218.7
-20.75,126.75,203.9
-20.75,127.0,191.5
-20.75,127.25,182.1
-20.75,127.5,176.0
-20.75,127.75,173.6
-20.75,128.0,174.7
-20.75,128.25,179.4
-20.75,128.5,187.7
-20.75,128.75,199.1
-20.75,129.0,213.1
-20.75,129.25,229.1
-20.75,129.5,246.9
-20.75,129.75,266.1
-20.75,130.0,286.3
-20.75,130.25,307.5
-20.75,130.5,329.3
-20.75,130.75,336.2
-20.75,131.0,324.2
-20.75,131.25,311.8
-20.75,131.5,286.0
-20.75,131.75,260.1
-20.75,132.0,234.3
-20.75,132.25,208.5
-20.75,132.5,182.7
-20.75,132.75,157.0
-20.75,133.0,131.4
-20.75,133.25,105.8
-20.75,133.5,80.5
-20.75,133.75,55.7
-20.75,134.0,32.6
-20.75,134.25,19.3
-20.75,134.5,26.4
-20.75,134.75,42.6
-20.75,135.0,24.7
-20.75,135.25,20.4
-20.75,135.5,22.1
-20.75,135.75,39.9
-20.75,136.0,63.5
-20.75,136.25,88.3
-20.75,136.5,113.7
-20.75,136.75,139.2
-20.75,137.0,140.9
-20.75,137.25,120.1
-20.75,137.5,101.6
-20.75,137.75,86.5
-20.75,138.0,77.3
-20.75,138.25,75.0
-20.75,138.5,79.6
-20.75,138.75,91.7
-20.75,139.0,108.7
-20.75,139.25,128.7
-20.75,139.5,150.6
-20.75,139.75,173.6
-20.75,140.0,197.3
-20.75,140.25,221.5
-20.75,140.5,246.1
-20.75,140.75,270.9
-20.75,141.0,279.6
-20.75,141.25,261.5
-20.75,141.5,244.7
-20.75,141.75,229.6
-20.75,142.0,216.5
-20.75,142.25,205.8
-20.75,142.5,197.9
-20.75,142.75,173.1
-20.75,143.0,147.6
-20.75,143.25,122.3
-20.75,143.5,97.3
-20.75,143.75,73.0
-20.75,144.0,50.1
-20.75,144.25,31.9
-20.75,144.5,28.0
-20.75,144.75,21.8
-20.75,145.0,8.5
-20.75,145.25,0.0
-20.75,145.5,22.3
-20.75,145.75,47.3
-20.75,146.0,72.9
-20.75,146.25,90.7
-20.75,146.5,80.1
-20.75,146.75,77.0
-20.75,147.0,82.1
-20.75,147.25,84.9
-20.75,147.5,67.5
-20.75,147.75,56.6
-20.75,148.0,47.8
-20.75,148.25,27.3
-20.75,148.5,13.4
-20.75,148.75,13.3
-20.75,149.0,12.2
-21.0,115.75,10.2
-21.0,116.0,4.0
-21.0,116.25,9.0
-21.0,116.5,26.9
-21.0,116.75,33.1
-21.0,117.0,18.2
-21.0,117.25,20.5
-21.0,117.5,29.6
-21.0,117.75,40.2
-21.0,118.0,33.8
-21.0,118.25,34.7
-21.0,118.5,49.2
-21.0,118.75,70.5
-21.0,119.0,89.5
-21.0,119.25,105.9
-21.0,119.5,124.8
-21.0,119.75,145.9
-21.0,120.0,168.2
-21.0,120.25,191.4
-21.0,120.5,189.2
-21.0,120.75,174.5
-21.0,121.0,162.5
-21.0,121.25,153.9
-21.0,121.5,149.3
-21.0,121.75,145.0
-21.0,122.0,126.5
-21.0,122.25,110.6
-21.0,122.5,99.0
-21.0,122.75,93.2
-21.0,123.0,92.8
-21.0,123.25,92.8
-21.0,123.5,94.3
-21.0,123.75,102.2
-21.0,124.0,115.3
-21.0,124.25,132.2
-21.0,124.5,151.6
-21.0,124.75,172.7
-21.0,125.0,194.9
-21.0,125.25,217.9
-21.0,125.5,241.4
-21.0,125.75,265.4
-21.0,126.0,273.5
-21.0,126.25,256.6
-21.0,126.5,241.3
-21.0,126.75,228.0
-21.0,127.0,217.1
-21.0,127.25,208.8
-21.0,127.5,203.5
-21.0,127.75,201.4
-21.0,128.0,202.4
-21.0,128.25,206.5
-21.0,128.5,213.7
-21.0,128.75,223.7
-21.0,129.0,236.2
-21.0,129.25,250.8
-21.0,129.5,267.1
-21.0,129.75,284.9
-21.0,130.0,303.9
-21.0,130.25,323.8
-21.0,130.5,326.6
-21.0,130.75,312.2
-21.0,131.0,299.3
-21.0,131.25,288.1
-21.0,131.5,278.8
-21.0,131.75,263.4
-21.0,132.0,238.0
-21.0,132.25,212.7
-21.0,132.5,187.6
-21.0,132.75,162.6
-21.0,133.0,138.1
-21.0,133.25,114.1
-21.0,133.5,91.2
-21.0,133.75,70.3
-21.0,134.0,54.0
-21.0,134.25,47.1
-21.0,134.5,50.5
-21.0,134.75,36.2
-21.0,135.0,10.4
-21.0,135.25,1.6
-21.0,135.5,11.2
-21.0,135.75,35.0
-21.0,136.0,60.5
-21.0,136.25,86.2
-21.0,136.5,111.9
-21.0,136.75,137.7
-21.0,137.0,157.9
-21.0,137.25,139.6
-21.0,137.5,123.7
-21.0,137.75,111.7
-21.0,138.0,104.7
-21.0,138.25,102.8
-21.0,138.5,106.3
-21.0,138.75,115.5
-21.0,139.0,129.4
-21.0,139.25,146.6
-21.0,139.5,166.1
-21.0,139.75,187.2
-21.0,140.0,209.3
-21.0,140.25,232.2
-21.0,140.5,255.7
-21.0,140.75,259.1
-21.0,141.0,256.3
-21.0,141.25,241.7
-21.0,141.5,223.5
-21.0,141.75,206.9
-21.0,142.0,192.3
-21.0,142.25,180.2
-21.0,142.5,171.1
-21.0,142.75,165.5
-21.0,143.0,155.3
-21.0,143.25,131.5
-21.0,143.5,108.7
-21.0,143.75,87.6
-21.0,144.0,69.6
-21.0,144.25,57.5
-21.0,144.5,53.1
-21.0,144.75,38.0
-21.0,145.0,34.4
-21.0,145.25,26.9
-21.0,145.5,36.4
-21.0,145.75,57.2
-21.0,146.0,80.8
-21.0,146.25,68.1
-21.0,146.5,53.9
-21.0,146.75,49.2
-21.0,147.0,56.8
-21.0,147.25,70.9
-21.0,147.5,85.2
-21.0,147.75,68.9
-21.0,148.0,43.2
-21.0,148.25,18.1
-21.0,148.5,0.0
-21.0,148.75,1.3
-21.0,149.0,3.4
-21.0,149.25,17.2
-21.25,115.25,26.2
-21.25,115.5,4.7
-21.25,115.75,1.6
-21.25,116.0,21.1
-21.25,116.25,33.6
-21.25,116.5,46.8
-21.25,116.75,25.9
-21.25,117.0,0.1
-21.25,117.25,0.0
-21.25,117.5,6.5
-21.25,117.75,13.6
-21.25,118.0,8.8
-21.25,118.25,11.9
-21.25,118.5,34.0
-21.25,118.75,52.1
-21.25,119.0,67.9
-21.25,119.25,87.4
-21.25,119.5,109.6
-21.25,119.75,133.0
-21.25,120.0,157.2
-21.25,120.25,181.7
-21.25,120.5,168.2
-21.25,120.75,151.4
-21.25,121.0,137.5
-21.25,121.25,127.2
-21.25,121.5,121.6
-21.25,121.75,120.8
-21.25,122.0,107.1
-21.25,122.25,88.5
-21.25,122.5,73.5
-21.25,122.75,65.5
-21.25,123.0,64.9
-21.25,123.25,64.9
-21.25,123.5,67.1
-21.25,123.75,77.7
-21.25,124.0,94.3
-21.25,124.25,114.3
-21.25,124.5,136.3
-21.25,124.75,159.4
-21.25,125.0,183.1
-21.25,125.25,207.4
-21.25,125.5,231.9
-21.25,125.75,256.7
-21.25,126.0,281.6
-21.25,126.25,278.9
-21.25,126.5,265.0
-21.25,126.75,252.9
-21.25,127.0,243.1
-21.25,127.25,235.8
-21.25,127.5,231.1
-21.25,127.75,229.3
-21.25,128.0,230.1
-21.25,128.25,233.7
-21.25,128.5,240.1
-21.25,128.75,249.1
-21.25,129.0,260.3
-21.25,129.25,273.6
-21.25,129.5,288.6
-21.25,129.75,305.1
-21.25,130.0,322.8
-21.25,130.25,321.2
-21.25,130.5,304.4
-21.25,130.75,289.0
-21.25,131.0,275.0
-21.25,131.25,262.8
-21.25,131.5,252.6
-21.25,131.75,244.6
-21.25,132.0,239.1
-21.25,132.25,220.3
-21.25,132.5,196.2
-21.25,132.75,172.6
-21.25,133.0,149.8
-21.25,133.25,128.1
-21.25,133.5,108.2
-21.25,133.75,91.3
-21.25,134.0,79.5
-21.25,134.25,75.0
-21.25,134.5,68.2
-21.25,134.75,46.0
-21.25,135.0,30.3
-21.25,135.25,28.7
-21.25,135.5,36.3
-21.25,135.75,49.1
-21.25,136.0,69.6
-21.25,136.25,92.8
-21.25,136.5,117.0
-21.25,136.75,141.8
-21.25,137.0,167.0
-21.25,137.25,161.3
-21.25,137.5,147.8
-21.25,137.75,137.9
-21.25,138.0,132.3
-21.25,138.25,130.7
-21.25,138.5,133.4
-21.25,138.75,140.9
-21.25,139.0,152.5
-21.25,139.25,167.3
-21.25,139.5,184.6
-21.25,139.75,203.7
-21.25,140.0,224.2
-21.25,140.25,245.7
-21.25,140.5,237.5
-21.25,140.75,231.6
-21.25,141.0,228.5
-21.25,141.25,223.1
-21.25,141.5,203.9
-21.25,141.75,185.5
-21.25,142.0,169.1
-21.25,142.25,155.2
-21.25,142.5,144.6
-21.25,142.75,138.0
-21.25,143.0,135.9
-21.25,143.25,137.8
-21.25,143.5,125.3
-21.25,143.75,107.5
-21.25,144.0,91.4
-21.25,144.25,65.8
-21.25,144.5,40.3
-21.25,144.75,15.7
-21.25,145.0,8.6
-21.25,145.25,22.5
-21.25,145.5,47.1
-21.25,145.75,72.5
-21.25,146.0,70.3
-21.25,146.25,50.3
-21.25,146.5,30.2
-21.25,146.75,21.4
-21.25,147.0,34.9
-21.25,147.25,47.3
-21.25,147.5,66.9
-21.25,147.75,69.1
-21.25,148.0,43.9
-21.25,148.25,20.0
-21.25,148.5,4.1
-21.25,148.75,17.9
-21.25,149.0,16.8
-21.25,149.25,30.3
-21.25,149.5,18.1
-21.5,114.75,21.0
-21.5,115.0,3.2
-21.5,115.25,22.6
-21.5,115.5,22.5
-21.5,115.75,22.8
-21.5,116.0,37.5
-21.5,116.25,56.8
-21.5,116.5,53.2
-21.5,116.75,27.7
-21.5,117.0,4.3
-21.5,117.25,0.0
-21.5,117.5,0.0
-21.5,117.75,0.0
-21.5,118.0,7.2
-21.5,118.25,2.0
-21.5,118.5,17.6
-21.5,118.75,29.9
-21.5,119.0,51.1
-21.5,119.25,75.1
-21.5,119.5,99.8
-21.5,119.75,124.2
-21.5,120.0,149.1
-21.5,120.25,170.1
-21.5,120.5,149.3
-21.5,120.75,130.2
-21.5,121.0,113.7
-21.5,121.25,101.1
-21.5,121.5,94.0
-21.5,121.75,92.9
-21.5,122.0,88.1
-21.5,122.25,69.3
-21.5,122.5,50.5
-21.5,122.75,38.0
-21.5,123.0,37.1
-21.5,123.25,37.0
-21.5,123.5,40.7
-21.5,123.75,56.5
-21.5,124.0,77.7
-21.5,124.25,101.1
-21.5,124.5,125.3
-21.5,124.75,150.0
-21.5,125.0,175.0
-21.5,125.25,200.2
-21.5,125.5,225.5
-21.5,125.75,250.8
-21.5,126.0,276.3
-21.5,126.25,301.7
-21.5,126.5,289.4
-21.5,126.75,278.4
-21.5,127.0,269.5
-21.5,127.25,262.9
-21.5,127.5,258.8
-21.5,127.75,257.2
-21.5,128.0,257.9
-21.5,128.25,261.1
-21.5,128.5,266.9
-21.5,128.75,274.9
-21.5,129.0,285.1
-21.5,129.25,297.3
-21.5,129.5,311.1
-21.5,129.75,326.4
-21.5,130.0,320.1
-21.5,130.25,301.1
-21.5,130.5,283.2
-21.5,130.75,266.6
-21.5,131.0,251.4
-21.5,131.25,238.0
-21.5,131.5,226.7
-21.5,131.75,217.8
-21.5,132.0,211.7
-21.5,132.25,208.4
-21.5,132.5,208.3
-21.5,132.75,186.3
-21.5,133.0,165.4
-21.5,133.25,146.1
-21.5,133.5,129.0
-21.5,133.75,115.3
-21.5,134.0,106.2
-21.5,134.25,102.9
-21.5,134.5,83.7
-21.5,134.75,67.0
-21.5,135.0,57.3
-21.5,135.25,56.5
-21.5,135.5,62.9
-21.5,135.75,71.8
-21.5,136.0,87.1
-21.5,136.25,106.5
-21.5,136.5,128.1
-21.5,136.75,151.1
-21.5,137.0,174.8
-21.5,137.25,184.7
-21.5,137.5,173.0
-21.5,137.75,164.6
-21.5,138.0,160.0
-21.5,138.25,158.6
-21.5,138.5,160.8
-21.5,138.75,167.1
-21.5,139.0,176.9
-21.5,139.25,189.8
-21.5,139.5,205.2
-21.5,139.75,222.5
-21.5,140.0,232.2
-21.5,140.25,220.3
-21.5,140.5,210.9
-21.5,140.75,204.3
-21.5,141.0,200.6
-21.5,141.25,200.3
-21.5,141.5,185.3
-21.5,141.75,166.1
-21.5,142.0,147.6
-21.5,142.25,131.5
-21.5,142.5,118.8
-21.5,142.75,110.6
-21.5,143.0,108.0
-21.5,143.25,110.1
-21.5,143.5,115.5
-21.5,143.75,114.9
-21.5,144.0,89.2
-21.5,144.25,63.5
-21.5,144.5,37.9
-21.5,144.75,12.6
-21.5,145.0,0.0
-21.5,145.25,20.7
-21.5,145.5,46.2
-21.5,145.75,71.8
-21.5,146.0,54.6
-21.5,146.25,32.5
-21.5,146.5,18.9
-21.5,146.75,3.0
-21.5,147.0,9.5
-21.5,147.25,31.7
-21.5,147.5,56.9
-21.5,147.75,69.1
-21.5,148.0,43.7
-21.5,148.25,18.9
-21.5,148.5,3.5
-21.5,148.75,10.9
-21.5,149.0,36.6
-21.5,149.25,16.1
-21.5,149.5,3.8
-21.75,114.5,17.1
-21.75,114.75,35.7
-21.75,115.0,30.9
-21.75,115.25,38.0
-21.75,115.5,25.3
-21.75,115.75,25.1
-21.75,116.0,28.9
-21.75,116.25,47.1
-21.75,116.5,56.4
-21.75,116.75,33.5
-21.75,117.0,18.0
-21.75,117.25,16.9
-21.75,117.5,22.0
-21.75,117.75,15.9
-21.75,118.0,16.0
-21.75,118.25,4.2
-21.75,118.5,0.0
-21.75,118.75,17.9
-21.75,119.0,42.8
-21.75,119.25,68.2
-21.75,119.5,93.8
-21.75,119.75,119.4
-21.75,120.0,144.4
-21.75,120.25,156.5
-21.75,120.5,133.7
-21.75,120.75,112.0
-21.75,121.0,92.3
-21.75,121.25,76.3
-21.75,121.5,66.6
-21.75,121.75,65.0
-21.75,122.0,65.1
-21.75,122.25,50.3
-21.75,122.5,31.5
-21.75,122.75,12.6
-21.75,123.0,9.2
-21.75,123.25,9.2
-21.75,123.5,19.3
-21.75,123.75,43.6
-21.75,124.0,68.9
-21.75,124.25,94.4
-21.75,124.5,119.9
-21.75,124.75,145.5
-21.75,125.0,171.1
-21.75,125.25,196.7
-21.75,125.5,222.4
-21.75,125.75,248.0
-21.75,126.0,273.6
-21.75,126.25,298.0
-21.75,126.5,298.5
-21.75,126.75,301.0
-21.75,127.0,296.2
-21.75,127.25,290.3
-21.75,127.5,286.5
-21.75,127.75,285.1
-21.75,128.0,285.7
-21.75,128.25,288.6
-21.75,128.5,293.8
-21.75,128.75,301.1
-21.75,129.0,310.5
-21.75,129.25,321.6
-21.75,129.5,327.6
-21.75,129.75,313.5
-21.75,130.0,301.0
-21.75,130.25,282.4
-21.75,130.5,263.3
-21.75,130.75,245.3
-21.75,131.0,228.8
-21.75,131.25,214.0
-21.75,131.5,201.4
-21.75,131.75,191.3
-21.75,132.0,184.3
-21.75,132.25,180.6
-21.75,132.5,180.5
-21.75,132.75,183.9
-21.75,133.0,183.9
-21.75,133.25,166.8
-21.75,133.5,152.2
-21.75,133.75,140.7
-21.75,134.0,133.4
-21.75,134.25,121.5
-21.75,134.5,104.5
-21.75,134.75,91.7
-21.75,135.0,84.9
-21.75,135.25,81.4
-21.75,135.5,78.4
-21.75,135.75,83.5
-21.75,136.0,95.5
-21.75,136.25,107.9
-21.75,136.5,123.9
-21.75,136.75,142.8
-21.75,137.0,163.5
-21.75,137.25,185.5
-21.75,137.5,199.0
-21.75,137.75,191.7
-21.75,138.0,187.8
-21.75,138.25,186.5
-21.75,138.5,188.4
-21.75,138.75,193.7
-21.75,139.0,202.3
-21.75,139.25,213.6
-21.75,139.5,227.3
-21.75,139.75,223.9
-21.75,140.0,208.6
-21.75,140.25,195.3
-21.75,140.5,184.6
-21.75,140.75,177.0
-21.75,141.0,172.9
-21.75,141.25,172.4
-21.75,141.5,167.3
-21.75,141.75,147.6
-21.75,142.0,128.5
-21.75,142.25,109.7
-21.75,142.5,94.1
-21.75,142.75,83.6
-21.75,143.0,80.1
-21.75,143.25,82.5
-21.75,143.5,89.4
-21.75,143.75,102.5
-21.75,144.0,94.5
-21.75,144.25,70.9
-21.75,144.5,49.3
-21.75,144.75,32.7
-21.75,145.0,24.3
-21.75,145.25,32.3
-21.75,145.5,45.4
-21.75,145.75,63.0
-21.75,146.0,50.3
-21.75,146.25,24.8
-21.75,146.5,0.9
-21.75,146.75,7.8
-21.75,147.0,5.2
-21.75,147.25,30.7
-21.75,147.5,52.4
-21.75,147.75,66.4
-21.75,148.0,54.3
-21.75,148.25,35.1
-21.75,148.5,22.0
-21.75,148.75,16.7
-21.75,149.0,28.3
-21.75,149.25,19.2
-21.75,149.5,7.8
-21.75,149.75,8.0
-22.0,114.0,0.0
-22.0,114.25,16.6
-22.0,114.5,0.5
-22.0,114.75,21.4
-22.0,115.0,35.6
-22.0,115.25,17.5
-22.0,115.5,2.8
-22.0,115.75,0.0
-22.0,116.0,14.2
-22.0,116.25,39.8
-22.0,116.5,65.4
-22.0,116.75,54.7
-22.0,117.0,42.8
-22.0,117.25,43.2
-22.0,117.5,49.3
-22.0,117.75,33.8
-22.0,118.0,24.8
-22.0,118.25,12.7
-22.0,118.5,8.0
-22.0,118.75,17.1
-22.0,119.0,42.4
-22.0,119.25,64.6
-22.0,119.5,86.0
-22.0,119.75,109.2
-22.0,120.0,133.3
-22.0,120.25,147.0
-22.0,120.5,122.4
-22.0,120.75,98.4
-22.0,121.0,75.3
-22.0,121.25,54.5
-22.0,121.5,39.8
-22.0,121.75,37.1
-22.0,122.0,37.3
-22.0,122.25,31.4
-22.0,122.5,12.6
-22.0,122.75,0.0
-22.0,123.0,0.0
-22.0,123.25,0.0
-22.0,123.5,16.9
-22.0,123.75,42.5
-22.0,124.0,68.2
-22.0,124.25,93.8
-22.0,124.5,119.4
-22.0,124.75,145.0
-22.0,125.0,170.6
-22.0,125.25,196.2
-22.0,125.5,221.8
-22.0,125.75,247.4
-22.0,126.0,270.3
-22.0,126.25,270.1
-22.0,126.5,270.6
-22.0,126.75,273.4
-22.0,127.0,278.4
-22.0,127.25,285.6
-22.0,127.5,294.8
-22.0,127.75,305.8
-22.0,128.0,313.6
-22.0,128.25,316.2
-22.0,128.5,320.9
-22.0,128.75,327.7
-22.0,129.0,336.2
-22.0,129.25,321.6
-22.0,129.5,305.2
-22.0,129.75,290.1
-22.0,130.0,276.5
-22.0,130.25,264.6
-22.0,130.5,244.9
-22.0,130.75,225.5
-22.0,131.0,207.4
-22.0,131.25,191.0
-22.0,131.5,176.8
-22.0,131.75,165.3
-22.0,132.0,157.1
-22.0,132.25,152.8
-22.0,132.5,152.7
-22.0,132.75,156.7
-22.0,133.0,164.6
-22.0,133.25,173.6
-22.0,133.5,176.7
-22.0,133.75,167.0
-22.0,134.0,152.9
-22.0,134.25,129.3
-22.0,134.5,106.6
-22.0,134.75,85.5
-22.0,135.0,67.5
-22.0,135.25,55.1
-22.0,135.5,50.6
-22.0,135.75,58.2
-22.0,136.0,70.6
-22.0,136.25,86.1
-22.0,136.5,105.5
-22.0,136.75,127.1
-22.0,137.0,150.0
-22.0,137.25,173.6
-22.0,137.5,197.7
-22.0,137.75,219.1
-22.0,138.0,215.6
-22.0,138.25,214.4
-22.0,138.5,216.0
-22.0,138.75,220.7
-22.0,139.0,228.2
-22.0,139.25,236.8
-22.0,139.5,219.4
-22.0,139.75,202.4
-22.0,140.0,186.1
-22.0,140.25,171.2
-22.0,140.5,158.9
-22.0,140.75,150.0
-22.0,141.0,145.1
-22.0,141.25,144.6
-22.0,141.5,144.8
-22.0,141.75,130.1
-22.0,142.0,110.2
-22.0,142.25,91.0
-22.0,142.5,71.8
-22.0,142.75,57.3
-22.0,143.0,52.2
-22.0,143.25,54.9
-22.0,143.5,64.9
-22.0,143.75,81.9
-22.0,144.0,102.5
-22.0,144.25,87.0
-22.0,144.5,69.1
-22.0,144.75,44.2
-22.0,145.0,20.5
-22.0,145.25,10.4
-22.0,145.5,26.4
-22.0,145.75,51.0
-22.0,146.0,58.7
-22.0,146.25,38.8
-22.0,146.5,26.8
-22.0,146.75,29.0
-22.0,147.0,28.1
-22.0,147.25,21.5
-22.0,147.5,28.5
-22.0,147.75,48.3
-22.0,148.0,52.6
-22.0,148.25,38.7
-22.0,148.5,15.0
-22.0,148.75,0.5
-22.0,149.0,23.4
-22.0,149.25,24.1
-22.0,149.5,6.2
-22.0,149.75,5.7
-22.25,113.75,8.5
-22.25,114.0,7.5
-22.25,114.25,12.1
-22.25,114.5,12.7
-22.25,114.75,29.0
-22.25,115.0,30.1
-22.25,115.25,4.6
-22.25,115.5,0.0
-22.25,115.75,0.0
-22.25,116.0,14.4
-22.25,116.25,39.8
-22.25,116.5,65.3
-22.25,116.75,78.6
-22.25,117.0,70.0
-22.25,117.25,70.2
-22.25,117.5,45.9
-22.25,117.75,20.5
-22.25,118.0,0.0
-22.25,118.25,2.8
-22.25,118.5,6.1
-22.25,118.75,12.7
-22.25,119.0,27.7
-22.25,119.25,51.8
-22.25,119.5,76.8
-22.25,119.75,102.1
-22.25,120.0,127.5
-22.25,120.25,142.4
-22.25,120.5,116.9
-22.25,120.75,91.5
-22.25,121.0,66.1
-22.25,121.25,41.0
-22.25,121.5,17.0
-22.25,121.75,9.2
-22.25,122.0,9.8
-22.25,122.25,9.2
-22.25,122.5,0.0
-22.25,122.75,0.0
-22.25,123.0,0.0
-22.25,123.25,0.0
-22.25,123.5,16.9
-22.25,123.75,42.5
-22.25,124.0,68.0
-22.25,124.25,93.6
-22.25,124.5,119.1
-22.25,124.75,144.7
-22.25,125.0,170.2
-22.25,125.25,195.8
-22.25,125.5,221.3
-22.25,125.75,242.4
-22.25,126.0,242.4
-22.25,126.25,242.2
-22.25,126.5,242.8
-22.25,126.75,245.8
-22.25,127.0,251.4
-22.25,127.25,259.3
-22.25,127.5,269.4
-22.25,127.75,281.4
-22.25,128.0,295.1
-22.25,128.25,310.3
-22.25,128.5,326.7
-22.25,128.75,339.3
-22.25,129.0,319.8
-22.25,129.25,301.2
-22.25,129.5,283.7
-22.25,129.75,267.4
-22.25,130.0,252.6
-22.25,130.25,239.6
-22.25,130.5,228.4
-22.25,130.75,207.5
-22.25,131.0,187.8
-22.25,131.25,169.6
-22.25,131.5,153.4
-22.25,131.75,140.0
-22.25,132.0,130.3
-22.25,132.25,125.0
-22.25,132.5,124.8
-22.25,132.75,129.7
-22.25,133.0,139.2
-22.25,133.25,146.5
-22.25,133.5,151.1
-22.25,133.75,150.9
-22.25,134.0,145.3
-22.25,134.25,120.3
-22.25,134.5,95.5
-22.25,134.75,71.2
-22.25,135.0,48.3
-22.25,135.25,30.0
-22.25,135.5,22.8
-22.25,135.75,34.9
-22.25,136.0,48.2
-22.25,136.25,68.8
-22.25,136.5,91.9
-22.25,136.75,116.1
-22.25,137.0,140.7
-22.25,137.25,165.6
-22.25,137.5,190.6
-22.25,137.75,194.6
-22.25,138.0,193.0
-22.25,138.25,194.4
-22.25,138.5,196.3
-22.25,138.75,198.8
-22.25,139.0,204.2
-22.25,139.25,212.5
-22.25,139.5,198.9
-22.25,139.75,181.5
-22.25,140.0,164.5
-22.25,140.25,148.4
-22.25,140.5,134.1
-22.25,140.75,123.4
-22.25,141.0,117.4
-22.25,141.25,116.7
-22.25,141.5,121.5
-22.25,141.75,107.0
-22.25,142.0,93.4
-22.25,142.25,73.3
-22.25,142.5,53.2
-22.25,142.75,33.9
-22.25,143.0,24.4
-22.25,143.25,28.0
-22.25,143.5,44.5
-22.25,143.75,66.9
-22.25,144.0,90.7
-22.25,144.25,93.0
-22.25,144.5,67.7
-22.25,144.75,42.6
-22.25,145.0,18.9
-22.25,145.25,9.9
-22.25,145.5,28.6
-22.25,145.75,52.2
-22.25,146.0,69.8
-22.25,146.25,44.8
-22.25,146.5,20.9
-22.25,146.75,9.4
-22.25,147.0,25.4
-22.25,147.25,0.6
-22.25,147.5,17.1
-22.25,147.75,26.3
-22.25,148.0,26.5
-22.25,148.25,43.9
-22.25,148.5,37.0
-22.25,148.75,28.1
-22.25,149.0,37.0
-22.25,149.25,35.8
-22.25,149.5,15.2
-22.25,149.75,12.3
-22.25,150.0,8.7
-22.25,150.25,2.7
-22.25,150.5,13.7
-22.5,113.5,31.4
-22.5,113.75,13.7
-22.5,114.0,15.0
-22.5,114.25,9.0
-22.5,114.5,21.3
-22.5,114.75,46.0
-22.5,115.0,35.1
-22.5,115.25,9.6
-22.5,115.5,5.9
-22.5,115.75,23.5
-22.5,116.0,33.3
-22.5,116.25,49.8
-22.5,116.5,71.8
-22.5,116.75,95.6
-22.5,117.0,92.7
-22.5,117.25,67.6
-22.5,117.5,42.9
-22.5,117.75,20.2
-22.5,118.0,0.3
-22.5,118.25,0.0
-22.5,118.5,0.0
