Latitude,Longitude,normalized_km,normalized_corr,normalized_wind_capacity_factor,min_distance_to_line_km
-14.0,129.75,0.7885431400282885,0.9680197132196282,0.1482605474005025,149.5
-14.0,130.0,0.8048090523338048,0.9472121934447449,0.10588495847888454,138.0
-14.0,130.25,0.8223479490806224,0.9397002600209177,0.11532943367688132,125.6
-14.0,130.5,0.848939179632249,0.9341657536941188,0.13843294200126552,106.8
-14.0,130.75,0.8775106082036775,0.9399723523941317,0.13815377467348164,86.6
-14.0,131.0,0.9067892503536068,0.9594594682743612,0.1347717578310642,65.9
-14.0,131.25,0.9315417256011316,0.9622133032308335,0.13644036323942033,48.4
-14.0,131.5,0.9452616690240453,0.9867585261141462,0.15957166741701717,38.7
-14.0,131.75,0.9734087694483734,0.9895407771412347,0.17480478135479824,18.8
-14.0,132.0,0.9926449787835926,0.9758520271899067,0.18323002261856527,5.2
-14.0,132.25,0.9586987270155587,0.9705873758680998,0.21330987105015983,29.2
-14.0,132.5,0.9247524752475248,0.9630121012986256,0.23380641974353858,53.2
-14.0,132.75,0.9196605374823197,0.944999079460499,0.20391374123155342,56.8
-14.0,133.0,0.921074964639321,0.9498232000440775,0.23961911512863496,55.8
-14.0,133.25,0.9110325318246111,0.9379809852875088,0.23982327265655126,62.9
-14.0,133.5,0.8950495049504951,0.9163612159305166,0.19463529975816254,74.2
-14.0,133.75,0.8691654879773691,0.8995071917574247,0.17511407187036734,92.5
-14.0,134.0,0.8381895332390382,0.896303632077518,0.17909623158082708,114.4
-14.0,134.25,0.8043847241867044,0.8930120259600703,0.1852196196844553,138.3
-14.0,134.5,0.7691654879773692,0.9128932398192244,0.19980116052828573,163.2
-14.0,134.75,0.732956152758133,0.9435768827753684,0.20733119996264918,188.8
-14.0,135.0,0.6961810466760961,0.9937476767905478,0.16278778914339748,214.8
-14.0,135.25,0.6591230551626591,0.9915977463496808,0.13136533943364043,241.0
-14.0,135.5,0.6216407355021216,0.9662799470700856,0.1294222020259151,267.5
-14.0,135.75,0.584016973125884,0.9235416103587107,0.1933699646984283,294.1
-14.0,141.75,0.441018387553041,0.8887959657486241,0.16992653336478605,395.2
-14.0,142.0,0.4734087694483734,0.8970402038236611,0.16704901947798845,372.3
-14.0,142.25,0.504950495049505,0.8965595459817605,0.1826053814918641,350.0
-14.0,142.5,0.5355021216407355,0.89480780916457,0.2050944122434354,328.4
-14.0,142.75,0.5649222065063648,0.8966459247669679,0.22731373650790235,307.6
-14.0,143.0,0.5936350777934936,0.8899110472145483,0.2422297108169782,287.3
-14.0,143.25,0.6206506364922206,0.8834967657907653,0.19418153398560745,268.2
-14.0,143.5,0.6472418670438472,0.8899120678894861,0.1960120051911423,249.4
-14.25,126.25,0.6424328147100424,0.9623685802657878,0.16651611788305481,252.8
-14.25,126.5,0.6736916548797738,0.9652835504211722,0.1327559379580439,230.7
-14.25,126.75,0.7032531824611032,0.958602455813366,0.11657309744806765,209.8
-14.25,127.0,0.7305516265912306,0.9629850469851988,0.14458535731794947,190.5
-14.25,127.25,0.7550212164073551,0.9755655769060642,0.18919570318207654,173.2
-14.25,127.5,0.7753889674681753,0.9939496491217659,0.22702302921090806,158.8
-14.25,129.5,0.7541725601131541,0.9640771733259453,0.2184527647027903,173.8
-14.25,129.75,0.7541725601131541,0.94693577064806,0.12704562595341137,173.8
-14.25,130.0,0.768033946251768,0.9329809527757522,0.10852025550355716,164.0
-14.25,130.25,0.7944837340876945,0.9293845385202575,0.1289609868486546,145.3
-14.25,130.5,0.823055162659123,0.9363972576979743,0.1413059108163909,125.1
-14.25,130.75,0.8521923620933523,0.9512558476906293,0.14315077474888793,104.5
-14.25,131.0,0.8780763790664781,0.9559405698768463,0.1421415190198791,86.2
-14.25,131.25,0.8958981612446959,0.9665751516102314,0.14400405554488896,73.6
-14.25,131.5,0.921074964639321,0.9839547307638843,0.14266317881519788,55.8
-14.25,131.75,0.955021216407355,0.9864903048673087,0.16239002123260854,31.8
-14.25,132.0,0.9888260254596888,0.9590636159076046,0.18739770828654015,7.9
