Latitude,Longitude,Mean Distance
-13.0,141.5,30.63218268183844
-13.0,141.75,30.87710172297017
-13.0,142.0,32.5375455920104
-13.0,142.25,33.72204936500117
-13.0,142.5,34.196293427678526
-13.0,142.75,34.68274166382462
-13.0,143.0,34.595865084580296
-13.0,143.25,34.76129114720858
-13.0,143.5,35.88133274441767
-13.0,143.75,36.44595721398672
-13.25,130.0,28.139412770450363
-13.25,130.25,29.09985954020973
-13.25,130.5,32.088875108847866
-13.25,130.75,33.39411519803172
-13.25,131.0,34.02189021176084
-13.25,131.25,35.4641414227185
-13.25,131.5,36.248760478088634
-13.25,131.75,36.78823948422079
-13.25,132.0,37.215198071141316
-13.25,132.25,38.50030896742428
-13.25,132.5,39.69057502510365
-13.25,132.75,40.363346938396376
-13.25,133.0,40.08431617309216
-13.25,133.25,38.72563029188823
-13.25,133.5,36.66447646495776
-13.25,133.75,33.946838833579704
-13.25,134.0,31.589844398128886
-13.25,134.25,31.316237437793188
-13.25,134.5,31.61547917013285
-13.25,134.75,33.859111830739074
-13.25,135.0,35.16945185692733
-13.25,135.25,34.48617247252772
-13.25,135.5,31.38766373746612
-13.25,135.75,30.035163659228292
-13.25,136.0,31.253732503592424
-13.25,136.25,31.816033036037034
-13.25,136.5,31.692489470035245
-13.25,141.25,31.145276871788855
-13.25,141.5,30.185109245647283
-13.25,141.75,31.006094044740525
-13.25,142.0,32.464702349132494
-13.25,142.25,33.595964158952604
-13.25,142.5,33.9979196137785
-13.25,142.75,34.39061146012414
-13.25,143.0,34.32722971337603
-13.25,143.25,34.31725922113834
-13.25,143.5,35.500767537247114
-13.25,143.75,36.76588542925861
-13.5,129.75,27.989540696935236
-13.5,130.0,29.350520250464264
-13.5,130.25,31.458805694812945
-13.5,130.5,33.98243676345819
-13.5,130.75,35.090605441332976
-13.5,131.0,36.088666738927955
-13.5,131.25,36.83575377947145
-13.5,131.5,37.81436240071846
-13.5,131.75,38.002639265050526
-13.5,132.0,38.67267923084101
-13.5,132.25,39.36226374233435
-13.5,132.5,40.07880883727814
-13.5,132.75,39.87447877316244
-13.5,133.0,39.4023206551486
-13.5,133.25,37.466240264452566
-13.5,133.5,34.62468353997572
-13.5,133.75,31.05632690743221
-13.5,134.0,30.34924091054115
-13.5,134.25,29.788700911606657
-13.5,134.5,31.558788926931697
-13.5,134.75,33.47195535489406
-13.5,135.0,33.739134116934764
-13.5,135.25,31.65665841858177
-13.5,135.5,29.17323961183682
-13.5,135.75,29.475887973094892
-13.5,136.0,30.60463622834743
-13.5,136.25,30.89895588284715
-13.5,141.25,31.074193556524442
-13.5,141.5,29.959668272812568
-13.5,141.75,30.867302158552288
-13.5,142.0,32.08849284506024
-13.5,142.25,33.121266595646105
-13.5,142.5,33.506730997356506
-13.5,142.75,33.87456794486976
-13.5,143.0,33.82470893307649
-13.5,143.25,33.828289721864216
-13.5,143.5,34.89795932360859
-13.5,143.75,36.50555830159792
-13.75,126.75,26.655259095479813
-13.75,127.0,27.00632701285115
-13.75,127.25,27.002241423368826
-13.75,127.5,26.639191041327326
-13.75,129.5,27.83727928730934
-13.75,129.75,28.502878305624293
-13.75,130.0,31.67542475830202
-13.75,130.25,34.67218743072499
-13.75,130.5,36.53899220432825
-13.75,130.75,37.018766004364075
-13.75,131.0,36.89519994557187
-13.75,131.25,37.80986414934595
-13.75,131.5,37.8574752447458
-13.75,131.75,38.14487653097305
-13.75,132.0,38.644472397412095
-13.75,132.25,39.471888142157376
-13.75,132.5,39.33894708335247
-13.75,132.75,38.352203334601114
-13.75,133.0,38.00850320775122
-13.75,133.25,35.486020032273736
-13.75,133.5,31.77632014297766
-13.75,133.75,30.217122076037413
-13.75,134.0,29.092169479538537
-13.75,134.25,30.34329646562815
-13.75,134.5,31.833717168101938
-13.75,134.75,32.588296333829895
-13.75,135.0,31.341224865392324
-13.75,135.25,29.09302506570071
-13.75,135.5,28.625306242765415
-13.75,135.75,28.88164578516938
-13.75,136.0,29.505101706810663
-13.75,141.25,31.06132737695263
-13.75,141.5,29.949281460111163
-13.75,141.75,30.57258215818616
-13.75,142.0,31.684941349555512
-13.75,142.25,32.762277202913886
-13.75,142.5,33.149695316790414
-13.75,142.75,33.359948484700155
-13.75,143.0,33.374190192466706
-13.75,143.25,32.7286360971858
-13.75,143.5,33.673275225593116
-13.75,143.75,35.88074782795221
-14.0,126.25,26.941894298799216
-14.0,126.5,27.03352003337766
-14.0,126.75,28.029534675980035
-14.0,127.0,28.786507302350845
-14.0,127.25,28.2036718996048
-14.0,127.5,27.44930774544966
-14.0,127.75,26.916666750916328
-14.0,129.5,28.520921022447524
-14.0,129.75,29.86304756547894
-14.0,130.0,33.30553231844876
-14.0,130.25,36.823708571187275
-14.0,130.5,37.71606014338889
-14.0,130.75,37.48536132934933
-14.0,131.0,37.39602618991167
-14.0,131.25,37.59704412271813
-14.0,131.5,37.36020190913229
-14.0,131.75,37.34971864456281
-14.0,132.0,37.89145774936497
-14.0,132.25,38.23694154163595
-14.0,132.5,37.47545575177673
-14.0,132.75,36.17309859360153
-14.0,133.0,36.14169959436812
-14.0,133.25,33.087322795613346
-14.0,133.5,30.138370377024103
-14.0,133.75,28.67436164110012
-14.0,134.0,29.254954685730592
-14.0,134.25,29.79689088118767
-14.0,134.5,31.206306770372287
-14.0,134.75,31.281065468344217
-14.0,135.0,28.637921357443652
-14.0,135.25,27.68579042002172
-14.0,135.5,28.111586915801293
-14.0,135.75,29.68272837535688
-14.0,136.0,29.69974268533755
-14.0,136.25,29.498436309220747
-14.0,141.25,31.45272955496516
-14.0,141.5,30.07451519027946
-14.0,141.75,30.435510941091213
-14.0,142.0,31.529667192918147
