Longitude,Latitude,avg_solar_radiation
133.5,-12.75,485.57773
133.75,-12.75,482.43365
134.0,-12.75,479.07648
134.25,-12.75,475.88373
134.5,-12.75,473.08865
134.75,-12.75,469.5033
135.0,-12.75,466.44336
135.25,-12.75,460.50104
135.5,-12.75,454.314
135.75,-12.75,448.08594
136.0,-12.75,444.1168
136.25,-12.75,442.064
136.5,-12.75,446.93518
136.75,-12.75,460.76355
141.5,-12.75,481.05725
141.75,-12.75,461.21106
142.0,-12.75,446.18088
142.25,-12.75,442.56375
142.5,-12.75,442.8109
142.75,-12.75,443.1439
143.0,-12.75,444.62967
143.25,-12.75,443.67313
143.5,-12.75,444.53604
130.0,-13.0,495.65018
130.25,-13.0,491.2762
130.5,-13.0,486.29758
130.75,-13.0,480.93124
131.0,-13.0,483.12427
131.25,-13.0,488.7274
131.5,-13.0,493.66818
131.75,-13.0,496.41907
132.0,-13.0,496.70917
132.25,-13.0,497.6318
132.5,-13.0,497.50797
132.75,-13.0,497.97794
133.0,-13.0,494.9182
133.25,-13.0,493.52112
133.5,-13.0,491.48358
133.75,-13.0,488.2821
134.0,-13.0,485.58328
134.25,-13.0,482.528
134.5,-13.0,478.40125
134.75,-13.0,473.86426
135.0,-13.0,469.6843
135.25,-13.0,463.21207
135.5,-13.0,458.0771
135.75,-13.0,455.36316
136.0,-13.0,453.2368
136.25,-13.0,455.38864
136.5,-13.0,460.69434
136.75,-13.0,469.87543
141.25,-13.0,494.21573
141.5,-13.0,483.49872
141.75,-13.0,468.5207
142.0,-13.0,452.06552
142.25,-13.0,448.30762
142.5,-13.0,447.65344
142.75,-13.0,445.97153
143.0,-13.0,439.64694
143.25,-13.0,435.1837
143.5,-13.0,434.88077
143.75,-13.0,447.284
130.0,-13.25,488.6144
130.25,-13.25,483.21957
130.5,-13.25,483.05426
130.75,-13.25,480.55258
131.0,-13.25,483.4584
131.25,-13.25,488.31635
131.5,-13.25,492.5693
131.75,-13.25,495.03506
132.0,-13.25,496.7919
132.25,-13.25,497.4484
132.5,-13.25,499.36282
132.75,-13.25,500.20374
133.0,-13.25,498.74
133.25,-13.25,496.21744
133.5,-13.25,493.8128
133.75,-13.25,491.82635
134.0,-13.25,488.9823
134.25,-13.25,487.16757
134.5,-13.25,482.74954
134.75,-13.25,478.03357
135.0,-13.25,473.1998
135.25,-13.25,466.60263
135.5,-13.25,461.7329
135.75,-13.25,459.30917
136.0,-13.25,462.27087
136.25,-13.25,465.52463
136.5,-13.25,473.7979
141.25,-13.25,496.3104
141.5,-13.25,486.0849
141.75,-13.25,471.22388
142.0,-13.25,455.99692
142.25,-13.25,452.49222
