Longitude,Latitude,avg_solar_radiation
134.0,-19.5,508.02014
134.25,-19.5,508.58255
134.5,-19.5,508.54956
134.75,-19.5,509.2996
135.0,-19.5,510.01407
135.25,-19.5,509.09854
135.5,-19.5,509.33087
135.75,-19.5,508.81686
136.0,-19.5,509.0787
136.25,-19.5,509.17416
136.5,-19.5,510.67715
136.75,-19.5,510.61923
137.0,-19.5,511.36206
137.25,-19.5,511.22708
137.5,-19.5,510.41415
137.75,-19.5,509.85327
138.0,-19.5,508.64856
138.25,-19.5,507.8816
138.5,-19.5,506.9705
138.75,-19.5,505.45935
139.0,-19.5,504.1223
139.25,-19.5,502.34055
139.5,-19.5,502.78415
139.75,-19.5,504.4261
140.0,-19.5,505.11298
140.25,-19.5,505.3461
140.5,-19.5,505.4326
140.75,-19.5,505.83405
141.0,-19.5,507.12973
141.25,-19.5,507.1378
141.5,-19.5,506.89154
141.75,-19.5,507.6375
142.0,-19.5,506.78128
142.25,-19.5,507.7576
142.5,-19.5,507.95285
142.75,-19.5,506.77994
143.0,-19.5,504.14688
143.25,-19.5,502.086
143.5,-19.5,499.4379
143.75,-19.5,497.13873
144.0,-19.5,494.02838
144.25,-19.5,487.31183
144.5,-19.5,479.78415
144.75,-19.5,472.9637
145.0,-19.5,468.14398
145.25,-19.5,464.8746
145.5,-19.5,461.40497
145.75,-19.5,458.43826
146.0,-19.5,456.82608
146.25,-19.5,452.1854
146.5,-19.5,446.67926
146.75,-19.5,443.76047
147.0,-19.5,448.5592
147.25,-19.5,457.23593
147.5,-19.5,464.5525
147.75,-19.5,467.15347
119.25,-19.75,516.402
119.5,-19.75,514.9192
119.75,-19.75,514.41876
120.0,-19.75,513.7148
120.25,-19.75,513.0515
120.5,-19.75,513.0282
120.75,-19.75,512.8705
121.0,-19.75,513.49066
121.25,-19.75,511.0993
121.5,-19.75,510.2933
121.75,-19.75,509.31625
122.0,-19.75,509.50098
122.25,-19.75,511.38492
122.5,-19.75,513.1633
122.75,-19.75,513.9425
123.0,-19.75,514.6746
123.25,-19.75,514.99304
123.5,-19.75,515.5096
123.75,-19.75,515.6347
124.0,-19.75,516.07825
124.25,-19.75,516.0093
124.5,-19.75,515.6292
124.75,-19.75,515.2113
125.0,-19.75,514.70667
125.25,-19.75,514.5366
125.5,-19.75,514.16
125.75,-19.75,513.5242
126.0,-19.75,513.12506
126.25,-19.75,513.7222
126.5,-19.75,512.85297
126.75,-19.75,513.44794
127.0,-19.75,514.038
127.25,-19.75,514.7661
127.5,-19.75,514.6208
127.75,-19.75,513.24304
128.0,-19.75,511.78943
128.25,-19.75,510.27304
128.5,-19.75,509.93378
128.75,-19.75,509.62347
129.0,-19.75,509.5943
129.25,-19.75,509.55118
129.5,-19.75,510.45798
129.75,-19.75,511.43994
130.0,-19.75,512.34753
130.25,-19.75,513.2741
130.5,-19.75,513.42065
130.75,-19.75,514.2238
131.0,-19.75,513.8883
131.25,-19.75,513.0984
131.5,-19.75,513.7969
131.75,-19.75,512.81744
132.0,-19.75,512.7853
132.25,-19.75,512.3773
132.5,-19.75,511.1663
132.75,-19.75,510.06827
133.0,-19.75,510.39716
133.25,-19.75,509.57825
133.5,-19.75,508.9236
133.75,-19.75,508.4401
134.0,-19.75,508.9235
134.25,-19.75,509.3859
134.5,-19.75,509.41513
134.75,-19.75,510.41498
135.0,-19.75,511.38385
135.25,-19.75,510.35568
135.5,-19.75,509.53595
135.75,-19.75,508.9166
136.0,-19.75,509.55276
136.25,-19.75,508.9084
136.5,-19.75,509.5498
136.75,-19.75,511.0099
137.0,-19.75,511.80002
137.25,-19.75,511.84863
137.5,-19.75,511.73038
137.75,-19.75,510.93362
138.0,-19.75,509.16553
138.25,-19.75,507.81802
138.5,-19.75,505.58395
138.75,-19.75,504.32092
139.0,-19.75,504.06796
139.25,-19.75,502.9934
139.5,-19.75,503.59207
139.75,-19.75,504.745
140.0,-19.75,505.76535
140.25,-19.75,506.82104
140.5,-19.75,506.99182
140.75,-19.75,507.63254
141.0,-19.75,509.01703
141.25,-19.75,508.5875
141.5,-19.75,509.01184
141.75,-19.75,510.21216
142.0,-19.75,509.57083
142.25,-19.75,509.43582
142.5,-19.75,509.16998
142.75,-19.75,508.4411
143.0,-19.75,506.93918
143.25,-19.75,504.91083
143.5,-19.75,502.30533
143.75,-19.75,499.5115
144.0,-19.75,497.19925
144.25,-19.75,490.21915
144.5,-19.75,483.56723
144.75,-19.75,476.76013
145.0,-19.75,471.44974
145.25,-19.75,466.48984
145.5,-19.75,462.74225
145.75,-19.75,461.6993
146.0,-19.75,460.5163
146.25,-19.75,458.42245
146.5,-19.75,453.19785
146.75,-19.75,448.22324
147.0,-19.75,447.72397
147.25,-19.75,453.6232
147.5,-19.75,455.63617
147.75,-19.75,457.80536
148.0,-19.75,462.64185
148.25,-19.75,466.60962
118.75,-20.0,516.3408
119.0,-20.0,515.99023
119.25,-20.0,517.3492
119.5,-20.0,514.8344
119.75,-20.0,515.16754
120.0,-20.0,514.6731
120.25,-20.0,513.84937
120.5,-20.0,513.3794
120.75,-20.0,511.01526
121.0,-20.0,510.8358
121.25,-20.0,510.7809
121.5,-20.0,510.27145
121.75,-20.0,510.66513
122.0,-20.0,511.71756
122.25,-20.0,512.79346
122.5,-20.0,513.31165
122.75,-20.0,513.94653
123.0,-20.0,514.547
123.25,-20.0,514.737
123.5,-20.0,514.68445
123.75,-20.0,515.21405
124.0,-20.0,515.07294
124.25,-20.0,516.5222
124.5,-20.0,516.04517
124.75,-20.0,515.20795
125.0,-20.0,514.8455
125.25,-20.0,514.97284
125.5,-20.0,514.99255
125.75,-20.0,513.90076
126.0,-20.0,513.1119
126.25,-20.0,513.1065
126.5,-20.0,513.0808
126.75,-20.0,513.40497
127.0,-20.0,513.72974
127.25,-20.0,514.12177
127.5,-20.0,513.06683
127.75,-20.0,512.41
128.0,-20.0,511.2899
128.25,-20.0,510.0413
128.5,-20.0,509.90164
128.75,-20.0,510.10675
129.0,-20.0,509.86862
129.25,-20.0,509.94113
129.5,-20.0,510.83115
129.75,-20.0,511.26837
130.0,-20.0,512.078
130.25,-20.0,512.8171
130.5,-20.0,512.9581
130.75,-20.0,513.4052
131.0,-20.0,513.94446
131.25,-20.0,513.69586
131.5,-20.0,513.06396
131.75,-20.0,512.95215
132.0,-20.0,512.7586
132.25,-20.0,511.7414
132.5,-20.0,511.1619
132.75,-20.0,510.33737
133.0,-20.0,509.51654
133.25,-20.0,510.01974
133.5,-20.0,509.24136
133.75,-20.0,509.23056
134.0,-20.0,509.45895
134.25,-20.0,510.13046
134.5,-20.0,510.22177
134.75,-20.0,511.45724
135.0,-20.0,511.5998
135.25,-20.0,511.20367
135.5,-20.0,510.65134
135.75,-20.0,510.324
136.0,-20.0,509.48358
136.25,-20.0,509.60995
136.5,-20.0,509.39673
136.75,-20.0,510.68384
137.0,-20.0,511.1714
137.25,-20.0,511.79083
137.5,-20.0,512.0419
137.75,-20.0,511.6925
138.0,-20.0,510.12042
138.25,-20.0,507.8395
138.5,-20.0,505.5691
138.75,-20.0,505.0967
139.0,-20.0,505.0478
139.25,-20.0,504.1084
139.5,-20.0,504.50983
139.75,-20.0,504.82327
140.0,-20.0,506.07053
140.25,-20.0,507.2982
140.5,-20.0,508.1774
140.75,-20.0,509.1488
141.0,-20.0,509.4584
141.25,-20.0,509.14352
141.5,-20.0,510.4381
141.75,-20.0,511.5392
142.0,-20.0,511.50153
142.25,-20.0,511.54865
142.5,-20.0,511.5048
142.75,-20.0,510.8828
143.0,-20.0,509.26077
143.25,-20.0,508.96307
143.5,-20.0,506.4296
143.75,-20.0,503.17377
144.0,-20.0,499.57996
144.25,-20.0,493.66336
144.5,-20.0,487.64566
144.75,-20.0,481.30963
145.0,-20.0,474.9153
145.25,-20.0,469.60028
145.5,-20.0,466.72665
145.75,-20.0,466.2824
146.0,-20.0,465.8288
146.25,-20.0,464.40393
146.5,-20.0,458.65005
146.75,-20.0,453.81882
147.0,-20.0,451.4023
147.25,-20.0,449.72128
147.5,-20.0,451.5917
147.75,-20.0,455.115
148.0,-20.0,460.7462
148.25,-20.0,464.6941
148.5,-20.0,465.5849
118.0,-20.25,515.5907
118.25,-20.25,514.17114
118.5,-20.25,513.60297
118.75,-20.25,513.88666
119.0,-20.25,513.9683
119.25,-20.25,515.4817
119.5,-20.25,514.2342
119.75,-20.25,514.4687
120.0,-20.25,513.5151
120.25,-20.25,513.0283
120.5,-20.25,512.065
120.75,-20.25,510.6829
121.0,-20.25,509.77707
121.25,-20.25,510.6252
121.5,-20.25,510.77313
121.75,-20.25,511.18475
122.0,-20.25,512.34937
122.25,-20.25,512.51166
122.5,-20.25,513.0522
122.75,-20.25,513.3386
123.0,-20.25,513.85455
123.25,-20.25,514.2724
123.5,-20.25,515.1759
123.75,-20.25,515.17804
124.0,-20.25,515.5059
124.25,-20.25,516.2522
124.5,-20.25,516.06586
124.75,-20.25,515.50073
125.0,-20.25,515.4681
125.25,-20.25,515.7145
125.5,-20.25,514.92834
125.75,-20.25,513.90845
126.0,-20.25,512.8839
126.25,-20.25,512.1456
126.5,-20.25,512.86273
126.75,-20.25,513.0396
127.0,-20.25,513.36285
127.25,-20.25,513.66455
127.5,-20.25,512.6054
127.75,-20.25,512.3533
128.0,-20.25,511.14914
128.25,-20.25,510.9566
128.5,-20.25,511.00333
128.75,-20.25,510.9035
129.0,-20.25,510.8142
129.25,-20.25,510.7633
129.5,-20.25,510.89508
129.75,-20.25,511.385
130.0,-20.25,511.93967
130.25,-20.25,512.4327
130.5,-20.25,512.25073
130.75,-20.25,512.2472
131.0,-20.25,512.532
131.25,-20.25,512.2082
131.5,-20.25,511.87512
131.75,-20.25,512.3493
132.0,-20.25,512.10443
132.25,-20.25,512.4793
132.5,-20.25,511.6746
132.75,-20.25,510.75504
133.0,-20.25,509.63077
133.25,-20.25,509.54456
133.5,-20.25,509.32788
133.75,-20.25,509.1698
134.0,-20.25,509.33246
134.25,-20.25,510.0661
134.5,-20.25,510.55527
134.75,-20.25,511.32904
135.0,-20.25,511.70172
135.25,-20.25,512.0506
135.5,-20.25,511.3474
135.75,-20.25,510.8766
136.0,-20.25,510.31744
136.25,-20.25,510.1654
136.5,-20.25,509.86697
136.75,-20.25,510.4272
137.0,-20.25,510.4227
137.25,-20.25,511.2915
137.5,-20.25,512.32153
137.75,-20.25,510.9941
138.0,-20.25,510.50055
138.25,-20.25,508.24753
138.5,-20.25,506.9231
138.75,-20.25,506.73093
139.0,-20.25,505.9907
139.25,-20.25,505.14685
139.5,-20.25,505.3572
139.75,-20.25,505.05762
140.0,-20.25,506.00098
140.25,-20.25,507.38525
140.5,-20.25,508.36774
140.75,-20.25,509.07117
141.0,-20.25,509.49414
141.25,-20.25,510.2852
141.5,-20.25,511.02963
141.75,-20.25,511.5911
142.0,-20.25,512.2018
142.25,-20.25,512.27515
142.5,-20.25,512.861
142.75,-20.25,512.52704
143.0,-20.25,512.13776
143.25,-20.25,511.64304
143.5,-20.25,509.68536
143.75,-20.25,506.35483
144.0,-20.25,502.12427
144.25,-20.25,497.5624
144.5,-20.25,491.9852
144.75,-20.25,485.94345
145.0,-20.25,479.45264
145.25,-20.25,474.39087
145.5,-20.25,471.89304
145.75,-20.25,471.10568
146.0,-20.25,470.22037
146.25,-20.25,468.0771
146.5,-20.25,462.90552
146.75,-20.25,459.2131
147.0,-20.25,456.07648
147.25,-20.25,453.90714
147.5,-20.25,451.2883
147.75,-20.25,454.2881
148.0,-20.25,456.36917
148.25,-20.25,459.46756
148.5,-20.25,463.16232
148.75,-20.25,462.92975
116.5,-20.5,523.1078
116.75,-20.5,522.2639
117.0,-20.5,521.7742
117.25,-20.5,520.79816
117.5,-20.5,517.87494
117.75,-20.5,514.77905
118.0,-20.5,513.6102
118.25,-20.5,512.16046
118.5,-20.5,510.24203
118.75,-20.5,510.70828
119.0,-20.5,511.05176
119.25,-20.5,511.43246
119.5,-20.5,511.80777
119.75,-20.5,512.41144
120.0,-20.5,511.32468
120.25,-20.5,511.08093
120.5,-20.5,510.0173
120.75,-20.5,510.68176
121.0,-20.5,510.31357
121.25,-20.5,511.00043
121.5,-20.5,511.38257
121.75,-20.5,511.39932
122.0,-20.5,511.61304
122.25,-20.5,512.17847
122.5,-20.5,512.1997
122.75,-20.5,512.7988
123.0,-20.5,512.8763
123.25,-20.5,513.6635
123.5,-20.5,514.9416
123.75,-20.5,515.7777
124.0,-20.5,516.6412
124.25,-20.5,516.2558
124.5,-20.5,516.01575
124.75,-20.5,516.02655
125.0,-20.5,515.93286
125.25,-20.5,515.66113
125.5,-20.5,514.57227
125.75,-20.5,513.5668
126.0,-20.5,512.5411
126.25,-20.5,511.42447
126.5,-20.5,511.98093
126.75,-20.5,511.96216
127.0,-20.5,512.80505
127.25,-20.5,512.931
127.5,-20.5,513.4095
127.75,-20.5,512.98254
128.0,-20.5,512.3237
128.25,-20.5,512.3662
128.5,-20.5,512.2706
128.75,-20.5,511.21268
129.0,-20.5,511.2291
129.25,-20.5,511.70758
129.5,-20.5,511.66464
129.75,-20.5,511.88876
130.0,-20.5,511.96652
130.25,-20.5,511.59128
130.5,-20.5,511.13232
130.75,-20.5,510.62903
131.0,-20.5,510.5431
131.25,-20.5,510.39502
131.5,-20.5,510.1808
131.75,-20.5,510.60422
132.0,-20.5,510.50726
132.25,-20.5,511.39536
132.5,-20.5,511.11444
132.75,-20.5,510.32968
133.0,-20.5,509.755
133.25,-20.5,509.60217
133.5,-20.5,509.1776
133.75,-20.5,508.9552
134.0,-20.5,509.1462
134.25,-20.5,508.90582
134.5,-20.5,510.73026
134.75,-20.5,510.64423
135.0,-20.5,511.37338
135.25,-20.5,512.0916
135.5,-20.5,512.38605
135.75,-20.5,511.37616
136.0,-20.5,511.0511
136.25,-20.5,511.06445
136.5,-20.5,511.11713
136.75,-20.5,510.05664
137.0,-20.5,509.9376
137.25,-20.5,509.96396
137.5,-20.5,511.1038
137.75,-20.5,511.3776
138.0,-20.5,510.81027
138.25,-20.5,510.03915
138.5,-20.5,508.96716
138.75,-20.5,508.3906
139.0,-20.5,507.28848
139.25,-20.5,506.55154
139.5,-20.5,505.73627
139.75,-20.5,505.54797
140.0,-20.5,505.4373
140.25,-20.5,506.745
140.5,-20.5,507.74768
140.75,-20.5,508.36554
141.0,-20.5,510.14377
141.25,-20.5,511.6224
141.5,-20.5,510.95532
141.75,-20.5,511.29968
142.0,-20.5,511.947
142.25,-20.5,512.3135
142.5,-20.5,513.0826
142.75,-20.5,513.6888
143.0,-20.5,513.20264
143.25,-20.5,513.1968
143.5,-20.5,511.1327
143.75,-20.5,507.8814
144.0,-20.5,504.11462
144.25,-20.5,500.58182
144.5,-20.5,496.80432
144.75,-20.5,491.11334
145.0,-20.5,484.30057
145.25,-20.5,479.35263
145.5,-20.5,476.1502
145.75,-20.5,475.1537
146.0,-20.5,473.78296
146.25,-20.5,471.8223
146.5,-20.5,467.52783
146.75,-20.5,465.40628
147.0,-20.5,462.08344
147.25,-20.5,458.94354
147.5,-20.5,456.459
147.75,-20.5,451.8064
148.0,-20.5,452.4028
148.25,-20.5,451.81516
148.5,-20.5,457.20874
148.75,-20.5,458.39304
149.0,-20.5,463.86847
116.0,-20.75,521.7425
116.25,-20.75,522.5957
116.5,-20.75,521.7638
116.75,-20.75,521.3919
117.0,-20.75,520.1984
117.25,-20.75,519.7547
117.5,-20.75,517.0414
117.75,-20.75,514.27905
118.0,-20.75,512.43256
118.25,-20.75,510.03784
118.5,-20.75,508.41754
118.75,-20.75,508.15308
119.0,-20.75,508.22314
119.25,-20.75,508.56216
119.5,-20.75,508.58936
119.75,-20.75,509.75394
120.0,-20.75,510.2386
120.25,-20.75,509.0783
120.5,-20.75,509.3112
120.75,-20.75,510.61874
121.0,-20.75,510.95096
121.25,-20.75,511.2735
121.5,-20.75,511.40643
121.75,-20.75,511.67825
122.0,-20.75,511.60684
122.25,-20.75,512.06647
122.5,-20.75,511.99625
122.75,-20.75,511.62048
123.0,-20.75,511.5188
123.25,-20.75,512.4277
123.5,-20.75,513.8199
123.75,-20.75,515.7488
124.0,-20.75,516.7362
124.25,-20.75,516.31366
124.5,-20.75,516.2699
124.75,-20.75,516.67737
125.0,-20.75,516.7892
125.25,-20.75,515.79987
125.5,-20.75,514.26025
125.75,-20.75,513.0534
126.0,-20.75,512.3358
126.25,-20.75,510.42905
126.5,-20.75,510.50717
126.75,-20.75,511.2046
127.0,-20.75,512.01776
127.25,-20.75,512.7061
127.5,-20.75,513.1068
127.75,-20.75,513.4417
128.0,-20.75,513.3266
128.25,-20.75,513.35095
128.5,-20.75,512.4187
128.75,-20.75,511.6358
129.0,-20.75,511.71533
129.25,-20.75,512.59155
129.5,-20.75,513.1078
129.75,-20.75,513.3201
130.0,-20.75,511.87018
130.25,-20.75,510.86377
130.5,-20.75,510.4988
130.75,-20.75,510.00717
131.0,-20.75,510.0783
131.25,-20.75,508.9295
131.5,-20.75,508.973
131.75,-20.75,508.7795
132.0,-20.75,508.59512
132.25,-20.75,508.7486
132.5,-20.75,508.71417
132.75,-20.75,508.43076
133.0,-20.75,508.72092
133.25,-20.75,508.50668
133.5,-20.75,508.35193
133.75,-20.75,508.44943
134.0,-20.75,508.62988
134.25,-20.75,509.28085
134.5,-20.75,509.8629
134.75,-20.75,510.48898
135.0,-20.75,511.1428
135.25,-20.75,512.0474
135.5,-20.75,512.32764
135.75,-20.75,512.14307
136.0,-20.75,512.31726
136.25,-20.75,511.73328
136.5,-20.75,511.37915
136.75,-20.75,509.65536
137.0,-20.75,509.28198
137.25,-20.75,509.48892
137.5,-20.75,510.85236
137.75,-20.75,511.36868
138.0,-20.75,511.0233
138.25,-20.75,510.94824
138.5,-20.75,510.67468
138.75,-20.75,510.39783
139.0,-20.75,508.8353
139.25,-20.75,508.21085
139.5,-20.75,506.0961
139.75,-20.75,506.2215
140.0,-20.75,505.60464
140.25,-20.75,506.12482
140.5,-20.75,506.46417
140.75,-20.75,508.09406
141.0,-20.75,510.5162
141.25,-20.75,512.2414
141.5,-20.75,511.1326
141.75,-20.75,511.09827
142.0,-20.75,511.83554
142.25,-20.75,512.2315
142.5,-20.75,513.0553
142.75,-20.75,513.5348
143.0,-20.75,513.5304
143.25,-20.75,513.7836
143.5,-20.75,512.1356
143.75,-20.75,509.04745
144.0,-20.75,505.87946
144.25,-20.75,503.22803
144.5,-20.75,500.2196
144.75,-20.75,495.90216
145.0,-20.75,489.319
145.25,-20.75,483.98914
145.5,-20.75,480.06476
145.75,-20.75,478.33588
146.0,-20.75,476.79984
146.25,-20.75,475.5765
146.5,-20.75,472.57114
146.75,-20.75,469.87927
147.0,-20.75,467.43686
147.25,-20.75,464.5625
147.5,-20.75,460.974
147.75,-20.75,455.31494
148.0,-20.75,449.22156
148.25,-20.75,444.76617
148.5,-20.75,448.5363
148.75,-20.75,452.1839
149.0,-20.75,456.43185
115.75,-21.0,520.34424
116.0,-21.0,518.1012
116.25,-21.0,518.1206
116.5,-21.0,518.88806
116.75,-21.0,518.9153
117.0,-21.0,517.57715
117.25,-21.0,517.8888
117.5,-21.0,515.9028
117.75,-21.0,513.9561
118.0,-21.0,510.02975
118.25,-21.0,508.04074
118.5,-21.0,507.0468
118.75,-21.0,507.22165
119.0,-21.0,507.04523
119.25,-21.0,506.8126
119.5,-21.0,506.66983
119.75,-21.0,507.71707
120.0,-21.0,509.5272
120.25,-21.0,508.09985
120.5,-21.0,508.92386
120.75,-21.0,509.40445
121.0,-21.0,509.9138
121.25,-21.0,510.31226
121.5,-21.0,511.46307
121.75,-21.0,511.79654
122.0,-21.0,511.12552
122.25,-21.0,511.69824
122.5,-21.0,511.72897
122.75,-21.0,510.97623
123.0,-21.0,509.90356
123.25,-21.0,511.21143
123.5,-21.0,512.2345
123.75,-21.0,514.00665
124.0,-21.0,515.1297
124.25,-21.0,516.296
124.5,-21.0,517.11414
124.75,-21.0,517.63025
125.0,-21.0,517.5254
125.25,-21.0,516.1368
125.5,-21.0,514.6428
125.75,-21.0,513.38684
126.0,-21.0,512.80005
126.25,-21.0,511.0728
126.5,-21.0,510.789
126.75,-21.0,510.72794
127.0,-21.0,511.3891
127.25,-21.0,511.90253
127.5,-21.0,512.4267
127.75,-21.0,512.3805
128.0,-21.0,512.2
128.25,-21.0,512.7993
128.5,-21.0,512.60846
128.75,-21.0,512.3008
129.0,-21.0,512.99963
129.25,-21.0,513.3899
129.5,-21.0,513.264
129.75,-21.0,513.3645
130.0,-21.0,511.84857
130.25,-21.0,511.0176
130.5,-21.0,510.4637
130.75,-21.0,509.7223
131.0,-21.0,509.0701
131.25,-21.0,508.23135
131.5,-21.0,507.84494
131.75,-21.0,508.1241
132.0,-21.0,507.53934
132.25,-21.0,507.52313
132.5,-21.0,507.12576
132.75,-21.0,506.5278
133.0,-21.0,506.46835
133.25,-21.0,506.65686
133.5,-21.0,507.10516
133.75,-21.0,507.31418
134.0,-21.0,507.84686
134.25,-21.0,509.4997
134.5,-21.0,509.4936
134.75,-21.0,510.20123
135.0,-21.0,510.38107
135.25,-21.0,511.05087
135.5,-21.0,511.88297
135.75,-21.0,512.41296
136.0,-21.0,512.8709
136.25,-21.0,512.7486
136.5,-21.0,511.71777
136.75,-21.0,511.00867
137.0,-21.0,509.49805
137.25,-21.0,510.1379
137.5,-21.0,510.6925
137.75,-21.0,510.96683
138.0,-21.0,510.9165
138.25,-21.0,511.11798
138.5,-21.0,511.22833
138.75,-21.0,510.55545
139.0,-21.0,509.82178
139.25,-21.0,509.2897
139.5,-21.0,507.39993
139.75,-21.0,506.40134
140.0,-21.0,506.45682
140.25,-21.0,506.1107
140.5,-21.0,505.78085
140.75,-21.0,507.308
141.0,-21.0,510.20895
141.25,-21.0,511.65335
141.5,-21.0,511.15805
141.75,-21.0,511.4087
142.0,-21.0,511.51782
142.25,-21.0,511.47183
142.5,-21.0,512.11084
142.75,-21.0,512.58826
143.0,-21.0,512.67975
143.25,-21.0,512.98254
143.5,-21.0,512.1786
143.75,-21.0,510.62488
144.0,-21.0,507.5427
144.25,-21.0,504.45148
144.5,-21.0,502.4595
144.75,-21.0,498.0723
145.0,-21.0,493.4145
145.25,-21.0,488.30975
145.5,-21.0,483.69495
145.75,-21.0,481.58124
146.0,-21.0,479.57465
146.25,-21.0,477.77435
146.5,-21.0,475.61124
146.75,-21.0,473.68433
147.0,-21.0,471.52472
147.25,-21.0,468.3199
147.5,-21.0,463.70892
147.75,-21.0,457.61313
148.0,-21.0,450.9581
148.25,-21.0,445.83337
148.5,-21.0,440.8987
148.75,-21.0,445.18353
149.0,-21.0,445.13312
149.25,-21.0,449.38223
115.25,-21.25,524.628
115.5,-21.25,520.1405
115.75,-21.25,516.6165
116.0,-21.25,514.8038
116.25,-21.25,513.7521
116.5,-21.25,511.74777
116.75,-21.25,510.52094
117.0,-21.25,510.5627
117.25,-21.25,510.37967
117.5,-21.25,509.65018
117.75,-21.25,508.87543
118.0,-21.25,508.71564
118.25,-21.25,506.4705
118.5,-21.25,507.64246
118.75,-21.25,506.8798
119.0,-21.25,505.806
119.25,-21.25,506.03873
119.5,-21.25,506.42426
119.75,-21.25,506.80798
120.0,-21.25,509.35547
120.25,-21.25,509.03122
120.5,-21.25,508.2935
120.75,-21.25,508.51096
121.0,-21.25,509.31152
121.25,-21.25,509.8821
121.5,-21.25,511.27762
121.75,-21.25,511.4785
122.0,-21.25,510.07797
122.25,-21.25,510.45508
122.5,-21.25,510.67566
122.75,-21.25,510.1314
123.0,-21.25,509.07925
123.25,-21.25,508.9281
123.5,-21.25,509.86368
123.75,-21.25,511.6189
124.0,-21.25,513.6286
124.25,-21.25,515.65845
124.5,-21.25,517.29675
124.75,-21.25,517.4236
125.0,-21.25,517.616
125.25,-21.25,516.5037
125.5,-21.25,515.12854
125.75,-21.25,514.08636
126.0,-21.25,513.50714
126.25,-21.25,512.8711
126.5,-21.25,512.03345
126.75,-21.25,511.97528
127.0,-21.25,511.42078
127.25,-21.25,511.60037
127.5,-21.25,511.46207
127.75,-21.25,510.87222
128.0,-21.25,510.85812
128.25,-21.25,511.83472
128.5,-21.25,511.89078
128.75,-21.25,511.44476
129.0,-21.25,511.99817
129.25,-21.25,512.5336
129.5,-21.25,512.5023
129.75,-21.25,512.01105
130.0,-21.25,511.81396
130.25,-21.25,511.054
130.5,-21.25,510.5028
130.75,-21.25,510.04468
131.0,-21.25,508.47375
131.25,-21.25,507.48178
131.5,-21.25,507.71777
131.75,-21.25,507.38065
132.0,-21.25,506.88397
132.25,-21.25,506.5428
132.5,-21.25,506.8353
132.75,-21.25,506.92874
133.0,-21.25,505.73776
133.25,-21.25,506.27612
133.5,-21.25,505.8025
133.75,-21.25,505.3301
134.0,-21.25,506.7321
134.25,-21.25,508.59033
134.5,-21.25,509.52335
134.75,-21.25,509.63522
135.0,-21.25,509.84656
135.25,-21.25,510.03256
135.5,-21.25,510.8558
135.75,-21.25,512.25903
136.0,-21.25,512.9537
136.25,-21.25,513.277
136.5,-21.25,512.8401
136.75,-21.25,512.395
137.0,-21.25,510.87033
137.25,-21.25,511.098
137.5,-21.25,511.54297
137.75,-21.25,511.58554
138.0,-21.25,511.40186
138.25,-21.25,511.6537
138.5,-21.25,511.0818
138.75,-21.25,510.64838
139.0,-21.25,510.7202
139.25,-21.25,510.1759
139.5,-21.25,508.3543
139.75,-21.25,506.9051
140.0,-21.25,507.44345
140.25,-21.25,507.3702
140.5,-21.25,506.16275
140.75,-21.25,507.12585
141.0,-21.25,509.9727
141.25,-21.25,510.63416
141.5,-21.25,510.70523
141.75,-21.25,511.13577
142.0,-21.25,511.09555
142.25,-21.25,510.98956
142.5,-21.25,511.03107
142.75,-21.25,511.52856
143.0,-21.25,511.73306
143.25,-21.25,511.82913
143.5,-21.25,510.84045
143.75,-21.25,508.9074
144.0,-21.25,506.46555
144.25,-21.25,504.19476
144.5,-21.25,502.7517
144.75,-21.25,499.63608
145.0,-21.25,495.71225
145.25,-21.25,492.2848
145.5,-21.25,488.4904
145.75,-21.25,484.41138
146.0,-21.25,481.4996
146.25,-21.25,479.1807
146.5,-21.25,476.59656
146.75,-21.25,474.43173
147.0,-21.25,473.92847
147.25,-21.25,470.8689
147.5,-21.25,465.9266
147.75,-21.25,459.5355
148.0,-21.25,453.40005
148.25,-21.25,446.48166
148.5,-21.25,439.51846
148.75,-21.25,435.0401
149.0,-21.25,436.1359
149.25,-21.25,439.59827
149.5,-21.25,450.46182
114.75,-21.5,523.89154
115.0,-21.5,523.0889
115.25,-21.5,521.6573
115.5,-21.5,518.4622
115.75,-21.5,514.6723
116.0,-21.5,510.29288
116.25,-21.5,507.16992
116.5,-21.5,505.4998
116.75,-21.5,504.3296
117.0,-21.5,504.52753
117.25,-21.5,504.42023
117.5,-21.5,504.9033
117.75,-21.5,505.3506
118.0,-21.5,505.50568
118.25,-21.5,506.8089
118.5,-21.5,507.94717
118.75,-21.5,508.28714
119.0,-21.5,507.20508
119.25,-21.5,507.52167
119.5,-21.5,508.57977
119.75,-21.5,507.54916
120.0,-21.5,508.17618
120.25,-21.5,507.10056
120.5,-21.5,507.91843
120.75,-21.5,507.39764
121.0,-21.5,507.62277
121.25,-21.5,509.28125
121.5,-21.5,510.78745
121.75,-21.5,511.06824
122.0,-21.5,510.3161
122.25,-21.5,509.10397
122.5,-21.5,509.61362
122.75,-21.5,509.97427
123.0,-21.5,510.34357
123.25,-21.5,510.49393
123.5,-21.5,510.64008
123.75,-21.5,512.61206
124.0,-21.5,514.71185
124.25,-21.5,516.0343
124.5,-21.5,516.2666
124.75,-21.5,516.2168
125.0,-21.5,516.90045
125.25,-21.5,516.5209
125.5,-21.5,515.4467
125.75,-21.5,514.13403
126.0,-21.5,513.7019
126.25,-21.5,512.95087
