Longitude,Latitude,avg_capacity_factor
118.25,-21.5,0.28749126
118.5,-21.5,0.27474952
118.75,-21.5,0.28588954
119.0,-21.5,0.30163804
119.25,-21.5,0.29857138
119.5,-21.5,0.2931218
119.75,-21.5,0.3139361
120.0,-21.5,0.3425033
120.25,-21.5,0.3416663
120.5,-21.5,0.34040317
120.75,-21.5,0.33695027
121.0,-21.5,0.33615217
121.25,-21.5,0.34231696
121.5,-21.5,0.35247925
121.75,-21.5,0.3441054
122.0,-21.5,0.34087983
122.25,-21.5,0.34070066
122.5,-21.5,0.339035
122.75,-21.5,0.3362179
123.0,-21.5,0.33448145
123.25,-21.5,0.33602256
123.5,-21.5,0.33127224
123.75,-21.5,0.32015827
124.0,-21.5,0.3139977
124.25,-21.5,0.31481084
124.5,-21.5,0.32305747
124.75,-21.5,0.34614342
125.0,-21.5,0.36309838
125.25,-21.5,0.3602853
125.5,-21.5,0.35113183
125.75,-21.5,0.35369632
126.0,-21.5,0.36850423
126.25,-21.5,0.37615976
126.5,-21.5,0.3695382
126.75,-21.5,0.3860075
127.0,-21.5,0.3552868
127.25,-21.5,0.31052175
127.5,-21.5,0.29543707
127.75,-21.5,0.3224362
128.0,-21.5,0.33041096
128.25,-21.5,0.29067612
128.5,-21.5,0.27811226
128.75,-21.5,0.299304
129.0,-21.5,0.34371787
129.25,-21.5,0.3826869
129.5,-21.5,0.3861303
129.75,-21.5,0.3766243
130.0,-21.5,0.3826362
130.25,-21.5,0.38515872
130.5,-21.5,0.386787
130.75,-21.5,0.39101171
131.0,-21.5,0.3975409
131.25,-21.5,0.40188682
131.5,-21.5,0.40449074
131.75,-21.5,0.40752167
132.0,-21.5,0.4106778
132.25,-21.5,0.4027176
132.5,-21.5,0.3744232
132.75,-21.5,0.33262905
133.0,-21.5,0.2934452
133.25,-21.5,0.2718576
133.5,-21.5,0.28155676
133.75,-21.5,0.30414587
134.0,-21.5,0.32403892
134.25,-21.5,0.3450271
134.5,-21.5,0.38955554
134.75,-21.5,0.38563862
135.0,-21.5,0.342744
135.25,-21.5,0.31412897
135.5,-21.5,0.3177125
135.75,-21.5,0.34690458
136.0,-21.5,0.40178338
136.25,-21.5,0.43209797
136.5,-21.5,0.4310018
136.75,-21.5,0.41480714
137.0,-21.5,0.40744343
137.25,-21.5,0.41200057
137.5,-21.5,0.39866373
137.75,-21.5,0.38015527
138.0,-21.5,0.3688672
138.25,-21.5,0.36100528
138.5,-21.5,0.36739203
138.75,-21.5,0.38644752
139.0,-21.5,0.40187398
139.25,-21.5,0.40440375
139.5,-21.5,0.36499837
139.75,-21.5,0.34221837
140.0,-21.5,0.34245157
140.25,-21.5,0.3635882
140.5,-21.5,0.38360128
140.75,-21.5,0.34116814
141.0,-21.5,0.30504072
141.25,-21.5,0.32856134
141.5,-21.5,0.3539415
141.75,-21.5,0.35777962
142.0,-21.5,0.34557423
142.25,-21.5,0.34225053
142.5,-21.5,0.34132874
142.75,-21.5,0.3464664
143.0,-21.5,0.357616
143.25,-21.5,0.36355007
143.5,-21.5,0.36071795
143.75,-21.5,0.34870595
144.0,-21.5,0.3185055
144.25,-21.5,0.32769892
144.5,-21.5,0.35347
144.75,-21.5,0.32006136
145.0,-21.5,0.27555174
145.25,-21.5,0.26905063
145.5,-21.5,0.2852056
145.75,-21.5,0.2629665
146.0,-21.5,0.24208152
146.25,-21.5,0.22788273
146.5,-21.5,0.21579438
146.75,-21.5,0.2078111
147.0,-21.5,0.2103972
147.25,-21.5,0.22295964
147.5,-21.5,0.24540418
147.75,-21.5,0.23748353
148.0,-21.5,0.20819595
148.25,-21.5,0.1632059
148.5,-21.5,0.1144808
148.75,-21.5,0.080050446
149.0,-21.5,0.0850047
149.25,-21.5,0.14001165
149.5,-21.5,0.27800375
114.5,-21.75,0.5025626
114.75,-21.75,0.47041553
115.0,-21.75,0.42814925
115.25,-21.75,0.37864962
115.5,-21.75,0.3565906
115.75,-21.75,0.32594776
116.0,-21.75,0.28655306
116.25,-21.75,0.27102557
116.5,-21.75,0.29614827
116.75,-21.75,0.31643137
117.0,-21.75,0.31123656
117.25,-21.75,0.31034115
117.5,-21.75,0.3107943
117.75,-21.75,0.3112795
118.0,-21.75,0.3078742
118.25,-21.75,0.31994703
118.5,-21.75,0.2975098
118.75,-21.75,0.29811287
119.0,-21.75,0.30667952
119.25,-21.75,0.30294496
119.5,-21.75,0.3008308
119.75,-21.75,0.32647622
120.0,-21.75,0.34751368
120.25,-21.75,0.33889237
120.5,-21.75,0.34267431
120.75,-21.75,0.33964914
121.0,-21.75,0.33620152
121.25,-21.75,0.34150398
121.5,-21.75,0.36032388
121.75,-21.75,0.35747626
122.0,-21.75,0.35266125
122.25,-21.75,0.34757352
122.5,-21.75,0.33761612
122.75,-21.75,0.32997456
123.0,-21.75,0.3296425
123.25,-21.75,0.33815905
123.5,-21.75,0.3330933
123.75,-21.75,0.32395834
124.0,-21.75,0.32488653
124.25,-21.75,0.3362653
124.5,-21.75,0.34706578
124.75,-21.75,0.3627767
125.0,-21.75,0.38791913
125.25,-21.75,0.38275054
125.5,-21.75,0.3538482
125.75,-21.75,0.33879316
126.0,-21.75,0.34716552
126.25,-21.75,0.36574498
126.5,-21.75,0.35976517
126.75,-21.75,0.36448362
127.0,-21.75,0.34844676
127.25,-21.75,0.32448924
127.5,-21.75,0.3104236
127.75,-21.75,0.31705955
128.0,-21.75,0.32074007
128.25,-21.75,0.30032352
128.5,-21.75,0.30042621
128.75,-21.75,0.31418073
129.0,-21.75,0.34112975
129.25,-21.75,0.37066942
129.5,-21.75,0.3838401
129.75,-21.75,0.3859528
130.0,-21.75,0.39704737
130.25,-21.75,0.40480408
130.5,-21.75,0.40334487
130.75,-21.75,0.39939114
131.0,-21.75,0.39892337
131.25,-21.75,0.40380526
131.5,-21.75,0.41143215
131.75,-21.75,0.4125019
132.0,-21.75,0.4111759
132.25,-21.75,0.40213397
132.5,-21.75,0.3844091
132.75,-21.75,0.35358992
133.0,-21.75,0.31223902
133.25,-21.75,0.2783493
133.5,-21.75,0.28180075
133.75,-21.75,0.2988995
134.0,-21.75,0.31260112
134.25,-21.75,0.31633446
134.5,-21.75,0.33397374
134.75,-21.75,0.32492188
135.0,-21.75,0.30747414
135.25,-21.75,0.29609233
135.5,-21.75,0.30124232
135.75,-21.75,0.3135242
136.0,-21.75,0.3445242
136.25,-21.75,0.39755645
136.5,-21.75,0.40437946
136.75,-21.75,0.379674
137.0,-21.75,0.37391117
137.25,-21.75,0.4115429
137.5,-21.75,0.420446
137.75,-21.75,0.4035405
138.0,-21.75,0.38601598
138.25,-21.75,0.36097497
138.5,-21.75,0.34539956
138.75,-21.75,0.3542592
139.0,-21.75,0.38150835
139.25,-21.75,0.41077328
139.5,-21.75,0.37047207
139.75,-21.75,0.3383672
140.0,-21.75,0.32709783
140.25,-21.75,0.33767682
140.5,-21.75,0.3530758
140.75,-21.75,0.33935925
141.0,-21.75,0.3410073
141.25,-21.75,0.37363732
141.5,-21.75,0.38482752
141.75,-21.75,0.36654276
142.0,-21.75,0.33362854
142.25,-21.75,0.32212958
142.5,-21.75,0.32863095
142.75,-21.75,0.33644113
143.0,-21.75,0.34487194
143.25,-21.75,0.35172704
143.5,-21.75,0.35063177
143.75,-21.75,0.34326977
144.0,-21.75,0.3240239
144.25,-21.75,0.32632434
144.5,-21.75,0.34905344
144.75,-21.75,0.32323372
145.0,-21.75,0.2819751
145.25,-21.75,0.2661564
145.5,-21.75,0.2911808
145.75,-21.75,0.28427845
146.0,-21.75,0.24926846
146.25,-21.75,0.22315842
146.5,-21.75,0.2096464
146.75,-21.75,0.21547832
147.0,-21.75,0.23477004
147.25,-21.75,0.23196371
147.5,-21.75,0.23587781
147.75,-21.75,0.24129766
148.0,-21.75,0.21917921
148.25,-21.75,0.17466156
148.5,-21.75,0.13890389
148.75,-21.75,0.12900548
149.0,-21.75,0.11502075
149.25,-21.75,0.123219095
149.5,-21.75,0.2556505
149.75,-21.75,0.3881056
114.0,-22.0,0.4653655
114.25,-22.0,0.47295132
114.5,-22.0,0.4823172
114.75,-22.0,0.45088992
115.0,-22.0,0.39521325
115.25,-22.0,0.35212216
115.5,-22.0,0.35600287
115.75,-22.0,0.337968
116.0,-22.0,0.2882783
116.25,-22.0,0.2523036
116.5,-22.0,0.26900053
116.75,-22.0,0.2749616
117.0,-22.0,0.2633089
117.25,-22.0,0.25227758
117.5,-22.0,0.24427801
117.75,-22.0,0.24577352
118.0,-22.0,0.27273604
118.25,-22.0,0.3047127
118.5,-22.0,0.30977944
118.75,-22.0,0.3084242
119.0,-22.0,0.31142125
119.25,-22.0,0.31000182
119.5,-22.0,0.31230515
119.75,-22.0,0.3334186
120.0,-22.0,0.35628447
120.25,-22.0,0.346437
120.5,-22.0,0.34304047
120.75,-22.0,0.33785313
121.0,-22.0,0.3343573
121.25,-22.0,0.3446626
121.5,-22.0,0.36477673
121.75,-22.0,0.3605681
122.0,-22.0,0.3640687
122.25,-22.0,0.37269875
122.5,-22.0,0.365798
122.75,-22.0,0.3552493
123.0,-22.0,0.3525044
123.25,-22.0,0.36447704
123.5,-22.0,0.35215494
123.75,-22.0,0.33677715
124.0,-22.0,0.3345625
124.25,-22.0,0.34419575
124.5,-22.0,0.34976912
124.75,-22.0,0.35885453
125.0,-22.0,0.3795159
125.25,-22.0,0.38058224
125.5,-22.0,0.35610855
125.75,-22.0,0.341782
126.0,-22.0,0.3467708
126.25,-22.0,0.3644106
126.5,-22.0,0.35926157
126.75,-22.0,0.36131606
127.0,-22.0,0.36732134
127.25,-22.0,0.3459234
127.5,-22.0,0.32350004
127.75,-22.0,0.31728384
128.0,-22.0,0.32237974
128.25,-22.0,0.3142228
128.5,-22.0,0.31249458
128.75,-22.0,0.31297418
129.0,-22.0,0.32639125
129.25,-22.0,0.3488736
129.5,-22.0,0.37828812
129.75,-22.0,0.40489465
130.0,-22.0,0.42436567
130.25,-22.0,0.42842627
130.5,-22.0,0.4260231
130.75,-22.0,0.41859117
131.0,-22.0,0.41312492
131.25,-22.0,0.41593927
131.5,-22.0,0.4193241
131.75,-22.0,0.42144305
132.0,-22.0,0.41664577
132.25,-22.0,0.41244373
132.5,-22.0,0.39588392
132.75,-22.0,0.38730356
133.0,-22.0,0.34887502
133.25,-22.0,0.2961732
133.5,-22.0,0.27230653
133.75,-22.0,0.28245017
134.0,-22.0,0.29842752
134.25,-22.0,0.3047725
134.5,-22.0,0.30247852
134.75,-22.0,0.29833186
135.0,-22.0,0.29336876
135.25,-22.0,0.3025033
135.5,-22.0,0.3084889
135.75,-22.0,0.3221541
136.0,-22.0,0.3288963
136.25,-22.0,0.35152477
136.5,-22.0,0.3787998
136.75,-22.0,0.3578589
137.0,-22.0,0.35429552
137.25,-22.0,0.38426474
137.5,-22.0,0.4051377
137.75,-22.0,0.40115666
138.0,-22.0,0.38659418
138.25,-22.0,0.3578897
138.5,-22.0,0.33705595
138.75,-22.0,0.33798504
139.0,-22.0,0.35717744
139.25,-22.0,0.39299038
139.5,-22.0,0.35902432
139.75,-22.0,0.32105356
140.0,-22.0,0.30768615
140.25,-22.0,0.31409007
140.5,-22.0,0.32615867
140.75,-22.0,0.31678298
141.0,-22.0,0.32911512
141.25,-22.0,0.36169165
141.5,-22.0,0.37012663
141.75,-22.0,0.3620448
142.0,-22.0,0.33755156
142.25,-22.0,0.31789753
142.5,-22.0,0.3109058
142.75,-22.0,0.32015765
143.0,-22.0,0.33380717
143.25,-22.0,0.34043938
143.5,-22.0,0.34538412
143.75,-22.0,0.33862245
144.0,-22.0,0.3217618
144.25,-22.0,0.31103852
144.5,-22.0,0.33361205
144.75,-22.0,0.34453672
145.0,-22.0,0.31191283
145.25,-22.0,0.28345412
145.5,-22.0,0.28771573
145.75,-22.0,0.27949095
146.0,-22.0,0.24637108
146.25,-22.0,0.22105615
146.5,-22.0,0.22081992
146.75,-22.0,0.23143749
147.0,-22.0,0.2649147
147.25,-22.0,0.27141213
147.5,-22.0,0.26863578
147.75,-22.0,0.24387723
148.0,-22.0,0.2140783
148.25,-22.0,0.17402944
148.5,-22.0,0.14382839
148.75,-22.0,0.13945985
149.0,-22.0,0.14123552
149.25,-22.0,0.13595329
149.5,-22.0,0.22638524
149.75,-22.0,0.35405016
113.75,-22.25,0.53808427
114.0,-22.25,0.4629533
114.25,-22.25,0.45640248
114.5,-22.25,0.46287304
114.75,-22.25,0.43626523
115.0,-22.25,0.39922968
115.25,-22.25,0.379658
115.5,-22.25,0.3770668
115.75,-22.25,0.3495237
116.0,-22.25,0.28455502
116.25,-22.25,0.24590714
116.5,-22.25,0.22398205
116.75,-22.25,0.21799722
117.0,-22.25,0.2112612
117.25,-22.25,0.20826285
117.5,-22.25,0.20172445
117.75,-22.25,0.21838905
118.0,-22.25,0.24042249
118.25,-22.25,0.26884815
118.5,-22.25,0.2955122
118.75,-22.25,0.29987335
119.0,-22.25,0.30163667
119.25,-22.25,0.29850632
119.5,-22.25,0.3081374
119.75,-22.25,0.32808724
120.0,-22.25,0.3496423
120.25,-22.25,0.34571546
120.5,-22.25,0.34584355
120.75,-22.25,0.34495673
121.0,-22.25,0.34258458
121.25,-22.25,0.35770896
121.5,-22.25,0.37768888
121.75,-22.25,0.3753729
122.0,-22.25,0.38274208
122.25,-22.25,0.38713765
122.5,-22.25,0.38535836
122.75,-22.25,0.3764653
123.0,-22.25,0.36872548
123.25,-22.25,0.36830157
123.5,-22.25,0.35582528
123.75,-22.25,0.34378657
124.0,-22.25,0.34058547
124.25,-22.25,0.34460622
124.5,-22.25,0.34634686
124.75,-22.25,0.34668624
125.0,-22.25,0.3585924
125.25,-22.25,0.36225212
125.5,-22.25,0.36854
125.75,-22.25,0.3567076
126.0,-22.25,0.3604196
126.25,-22.25,0.36979637
126.5,-22.25,0.37104592
126.75,-22.25,0.38397008
127.0,-22.25,0.38578528
127.25,-22.25,0.36384636
127.5,-22.25,0.33525112
127.75,-22.25,0.32317287
128.0,-22.25,0.32814315
128.25,-22.25,0.3197471
128.5,-22.25,0.32760566
128.75,-22.25,0.32610264
129.0,-22.25,0.33052212
129.25,-22.25,0.34565592
129.5,-22.25,0.37644508
129.75,-22.25,0.40777445
130.0,-22.25,0.42604432
130.25,-22.25,0.4428655
130.5,-22.25,0.43941978
130.75,-22.25,0.43575758
131.0,-22.25,0.4276719
131.25,-22.25,0.42902353
131.5,-22.25,0.42467123
131.75,-22.25,0.42193663
132.0,-22.25,0.42260823
132.25,-22.25,0.414138
132.5,-22.25,0.41575637
132.75,-22.25,0.41083795
133.0,-22.25,0.3708051
133.25,-22.25,0.30965143
133.5,-22.25,0.27978632
133.75,-22.25,0.28043202
134.0,-22.25,0.29536086
134.25,-22.25,0.30826786
134.5,-22.25,0.31098711
134.75,-22.25,0.3128593
135.0,-22.25,0.3236924
135.25,-22.25,0.33227316
135.5,-22.25,0.3564344
135.75,-22.25,0.37826297
136.0,-22.25,0.37332687
136.25,-22.25,0.34275657
136.5,-22.25,0.36895835
136.75,-22.25,0.38613868
137.0,-22.25,0.38446954
137.25,-22.25,0.3913797
137.5,-22.25,0.4016189
137.75,-22.25,0.40302432
138.0,-22.25,0.3951808
138.25,-22.25,0.36470106
138.5,-22.25,0.34057447
138.75,-22.25,0.33521122
139.0,-22.25,0.34662628
139.25,-22.25,0.3786323
139.5,-22.25,0.3522721
139.75,-22.25,0.32272196
140.0,-22.25,0.30580667
140.25,-22.25,0.309928
140.5,-22.25,0.31300274
140.75,-22.25,0.3036866
141.0,-22.25,0.31498986
141.25,-22.25,0.326946
141.5,-22.25,0.32756737
141.75,-22.25,0.31901667
142.0,-22.25,0.33671454
142.25,-22.25,0.323661
142.5,-22.25,0.30959535
142.75,-22.25,0.32178783
143.0,-22.25,0.33029684
143.25,-22.25,0.33672544
143.5,-22.25,0.3373048
143.75,-22.25,0.34049144
144.0,-22.25,0.32430714
144.25,-22.25,0.30767128
144.5,-22.25,0.32128534
144.75,-22.25,0.33410996
145.0,-22.25,0.34430975
145.25,-22.25,0.31991673
145.5,-22.25,0.2928075
145.75,-22.25,0.27849537
146.0,-22.25,0.24731919
146.25,-22.25,0.2328137
146.5,-22.25,0.22587702
146.75,-22.25,0.22693017
147.0,-22.25,0.24706894
147.25,-22.25,0.26373684
147.5,-22.25,0.28028774
147.75,-22.25,0.25424415
148.0,-22.25,0.2092625
148.25,-22.25,0.16776936
148.5,-22.25,0.15002708
148.75,-22.25,0.14309524
149.0,-22.25,0.15132795
149.25,-22.25,0.13287167
149.5,-22.25,0.18910927
149.75,-22.25,0.27570933
150.0,-22.25,0.35454258
150.25,-22.25,0.39611766
150.5,-22.25,0.39754552
113.5,-22.5,0.5819439
113.75,-22.5,0.5417978
114.0,-22.5,0.48850998
114.25,-22.5,0.47050443
114.5,-22.5,0.4301636
114.75,-22.5,0.3957562
115.0,-22.5,0.41535184
115.25,-22.5,0.42126486
115.5,-22.5,0.4038404
115.75,-22.5,0.36910802
116.0,-22.5,0.3004631
116.25,-22.5,0.2510432
116.5,-22.5,0.22031885
116.75,-22.5,0.19346462
117.0,-22.5,0.19050312
117.25,-22.5,0.19184059
117.5,-22.5,0.19847055
117.75,-22.5,0.20636964
118.0,-22.5,0.21401687
118.25,-22.5,0.22519131
118.5,-22.5,0.26459363
118.75,-22.5,0.30285737
119.0,-22.5,0.29575142
119.25,-22.5,0.2940567
119.5,-22.5,0.29784524
119.75,-22.5,0.32190436
120.0,-22.5,0.3420368
120.25,-22.5,0.3450408
120.5,-22.5,0.3669212
120.75,-22.5,0.36343685
121.0,-22.5,0.36446676
121.25,-22.5,0.37837905
121.5,-22.5,0.39956278
121.75,-22.5,0.39186922
122.0,-22.5,0.391369
122.25,-22.5,0.38231304
122.5,-22.5,0.37943736
122.75,-22.5,0.38945553
123.0,-22.5,0.38153917
123.25,-22.5,0.3622429
123.5,-22.5,0.3571798
123.75,-22.5,0.34771708
124.0,-22.5,0.3535221
124.25,-22.5,0.3563876
124.5,-22.5,0.3518676
124.75,-22.5,0.34721398
125.0,-22.5,0.3571541
125.25,-22.5,0.36840358
125.5,-22.5,0.37517467
125.75,-22.5,0.39198568
126.0,-22.5,0.39510626
126.25,-22.5,0.39281884
126.5,-22.5,0.38900056
126.75,-22.5,0.3974419
127.0,-22.5,0.39773527
127.25,-22.5,0.37058064
127.5,-22.5,0.34655562
127.75,-22.5,0.3345459
128.0,-22.5,0.3452342
128.25,-22.5,0.3360388
128.5,-22.5,0.33684063
128.75,-22.5,0.34533212
129.0,-22.5,0.3458697
129.25,-22.5,0.36299533
129.5,-22.5,0.38403875
129.75,-22.5,0.3961092
130.0,-22.5,0.40689564
130.25,-22.5,0.4225138
130.5,-22.5,0.4372253
130.75,-22.5,0.43185884
131.0,-22.5,0.42342788
131.25,-22.5,0.4226267
131.5,-22.5,0.41391957
131.75,-22.5,0.41117975
132.0,-22.5,0.40727097
132.25,-22.5,0.41432855
132.5,-22.5,0.41506085
132.75,-22.5,0.42450744
133.0,-22.5,0.39865917
133.25,-22.5,0.3373948
133.5,-22.5,0.29721498
133.75,-22.5,0.29527897
134.0,-22.5,0.3139255
134.25,-22.5,0.3338569
134.5,-22.5,0.35583055
134.75,-22.5,0.36832115
135.0,-22.5,0.37660277
135.25,-22.5,0.38475528
135.5,-22.5,0.40572092
135.75,-22.5,0.40589923
136.0,-22.5,0.40369266
136.25,-22.5,0.3754992
136.5,-22.5,0.3907325
136.75,-22.5,0.4057906
137.0,-22.5,0.41798028
137.25,-22.5,0.420521
137.5,-22.5,0.42317966
137.75,-22.5,0.420838
138.0,-22.5,0.40876412
138.25,-22.5,0.3877624
138.5,-22.5,0.35880014
138.75,-22.5,0.33550158
139.0,-22.5,0.33815795
139.25,-22.5,0.35628086
139.5,-22.5,0.34072778
139.75,-22.5,0.31366408
140.0,-22.5,0.3081647
140.25,-22.5,0.30714002
140.5,-22.5,0.3096877
140.75,-22.5,0.30389094
141.0,-22.5,0.31171644
141.25,-22.5,0.3036188
141.5,-22.5,0.29803088
141.75,-22.5,0.2999873
142.0,-22.5,0.31036738
142.25,-22.5,0.32546037
142.5,-22.5,0.33232287
142.75,-22.5,0.35069674
143.0,-22.5,0.35674027
143.25,-22.5,0.35621494
143.5,-22.5,0.33112544
143.75,-22.5,0.327661
144.0,-22.5,0.32124007
144.25,-22.5,0.30709466
144.5,-22.5,0.31299815
144.75,-22.5,0.33518305
145.0,-22.5,0.3386783
145.25,-22.5,0.33756107
145.5,-22.5,0.3036757
145.75,-22.5,0.2948995
146.0,-22.5,0.26822603
146.25,-22.5,0.2432764
146.5,-22.5,0.22283873
146.75,-22.5,0.2177962
147.0,-22.5,0.22666185
147.25,-22.5,0.23146416
147.5,-22.5,0.2385534
147.75,-22.5,0.24603242
148.0,-22.5,0.2008816
148.25,-22.5,0.17695585
148.5,-22.5,0.15611938
148.75,-22.5,0.15161443
149.0,-22.5,0.1595092
149.25,-22.5,0.13676016
149.5,-22.5,0.124651186
149.75,-22.5,0.18927352
150.0,-22.5,0.22296882
150.25,-22.5,0.25185883
150.5,-22.5,0.2768228
150.75,-22.5,0.40010855
113.5,-22.75,0.5877356
113.75,-22.75,0.5538564
114.0,-22.75,0.49871746
114.25,-22.75,0.45420825
114.5,-22.75,0.4136885
114.75,-22.75,0.37952214
115.0,-22.75,0.41453683
115.25,-22.75,0.4471246
115.5,-22.75,0.4301932
115.75,-22.75,0.39547467
116.0,-22.75,0.35847425
116.25,-22.75,0.30548
116.5,-22.75,0.25510395
116.75,-22.75,0.21831149
117.0,-22.75,0.2087247
117.25,-22.75,0.21067883
117.5,-22.75,0.19755617
117.75,-22.75,0.19625974
118.0,-22.75,0.20444368
118.25,-22.75,0.2107023
118.5,-22.75,0.24164678
118.75,-22.75,0.28455117
119.0,-22.75,0.30793232
119.25,-22.75,0.31006837
119.5,-22.75,0.31335655
119.75,-22.75,0.33113456
120.0,-22.75,0.34643716
120.25,-22.75,0.35875028
120.5,-22.75,0.383574
120.75,-22.75,0.38574573
121.0,-22.75,0.38106537
121.25,-22.75,0.3872935
121.5,-22.75,0.4017134
121.75,-22.75,0.38812426
122.0,-22.75,0.38082623
122.25,-22.75,0.37732592
122.5,-22.75,0.39096037
122.75,-22.75,0.40097803
123.0,-22.75,0.39520577
123.25,-22.75,0.37852013
123.5,-22.75,0.37880513
123.75,-22.75,0.38101122
124.0,-22.75,0.38278583
124.25,-22.75,0.38607913
124.5,-22.75,0.3725764
124.75,-22.75,0.36242697
125.0,-22.75,0.37155887
125.25,-22.75,0.3836814
125.5,-22.75,0.40197483
125.75,-22.75,0.41906163
126.0,-22.75,0.4243366
126.25,-22.75,0.41011122
126.5,-22.75,0.3947575
126.75,-22.75,0.39510345
127.0,-22.75,0.39793098
127.25,-22.75,0.3800607
127.5,-22.75,0.35582858
127.75,-22.75,0.35041648
128.0,-22.75,0.35844082
128.25,-22.75,0.35139585
128.5,-22.75,0.34555072
128.75,-22.75,0.35046178
129.0,-22.75,0.36120853
129.25,-22.75,0.37639368
129.5,-22.75,0.39339888
129.75,-22.75,0.3967809
130.0,-22.75,0.4055603
130.25,-22.75,0.41704667
130.5,-22.75,0.41886836
130.75,-22.75,0.4173493
131.0,-22.75,0.40994662
131.25,-22.75,0.40183252
131.5,-22.75,0.3916441
131.75,-22.75,0.38931757
132.0,-22.75,0.39309922
132.25,-22.75,0.39551207
132.5,-22.75,0.40173253
132.75,-22.75,0.41292968
133.0,-22.75,0.4065363
133.25,-22.75,0.3776159
133.5,-22.75,0.32654357
133.75,-22.75,0.3226735
134.0,-22.75,0.3539612
134.25,-22.75,0.37416476
134.5,-22.75,0.39340806
134.75,-22.75,0.39784402
135.0,-22.75,0.39684796
135.25,-22.75,0.40711334
135.5,-22.75,0.39964458
135.75,-22.75,0.39165354
136.0,-22.75,0.3947578
136.25,-22.75,0.39434707
136.5,-22.75,0.40796095
136.75,-22.75,0.42412508
137.0,-22.75,0.435783
137.25,-22.75,0.43550077
137.5,-22.75,0.43386692
137.75,-22.75,0.4283009
138.0,-22.75,0.4212913
138.25,-22.75,0.40626252
138.5,-22.75,0.37650183
138.75,-22.75,0.34374648
139.0,-22.75,0.33232266
139.25,-22.75,0.33491945
139.5,-22.75,0.31785023
139.75,-22.75,0.31018713
140.0,-22.75,0.30800152
140.25,-22.75,0.30939233
140.5,-22.75,0.31104586
140.75,-22.75,0.31322598
141.0,-22.75,0.31810734
141.25,-22.75,0.3071945
141.5,-22.75,0.29520625
141.75,-22.75,0.29099232
142.0,-22.75,0.30516753
142.25,-22.75,0.32667163
142.5,-22.75,0.3538808
142.75,-22.75,0.38563067
143.0,-22.75,0.38575003
143.25,-22.75,0.34829608
143.5,-22.75,0.31616348
143.75,-22.75,0.30999357
144.0,-22.75,0.311726
144.25,-22.75,0.3020422
144.5,-22.75,0.30383152
144.75,-22.75,0.32008916
145.0,-22.75,0.3304089
145.25,-22.75,0.32664475
145.5,-22.75,0.31066814
145.75,-22.75,0.31029326
146.0,-22.75,0.28024274
146.25,-22.75,0.2399264
146.5,-22.75,0.2122296
146.75,-22.75,0.20588964
147.0,-22.75,0.22172561
147.25,-22.75,0.2106862
147.5,-22.75,0.20005159
147.75,-22.75,0.20410483
148.0,-22.75,0.20346746
148.25,-22.75,0.19132395
148.5,-22.75,0.16670425
148.75,-22.75,0.16088071
149.0,-22.75,0.1633973
149.25,-22.75,0.14447908
149.5,-22.75,0.13984829
149.75,-22.75,0.14665358
150.0,-22.75,0.15350935
150.25,-22.75,0.14461982
150.5,-22.75,0.17627771
150.75,-22.75,0.3230978
151.0,-22.75,0.42606443
113.5,-23.0,0.6011378
113.75,-23.0,0.56907165
114.0,-23.0,0.49976453
114.25,-23.0,0.44739148
114.5,-23.0,0.39977613
114.75,-23.0,0.38893905
115.0,-23.0,0.41463658
115.25,-23.0,0.4592629
115.5,-23.0,0.46003708
115.75,-23.0,0.4239305
116.0,-23.0,0.3959824
116.25,-23.0,0.34554404
116.5,-23.0,0.32204926
116.75,-23.0,0.2786191
117.0,-23.0,0.2616107
117.25,-23.0,0.24828842
117.5,-23.0,0.21730062
117.75,-23.0,0.20552169
118.0,-23.0,0.21089911
118.25,-23.0,0.23205021
118.5,-23.0,0.25310433
118.75,-23.0,0.27851403
119.0,-23.0,0.31174928
119.25,-23.0,0.32682672
119.5,-23.0,0.33584866
119.75,-23.0,0.34238094
120.0,-23.0,0.35764685
120.25,-23.0,0.38058963
120.5,-23.0,0.39968103
120.75,-23.0,0.40768078
121.0,-23.0,0.39630654
121.25,-23.0,0.3841512
121.5,-23.0,0.38636282
121.75,-23.0,0.37493098
122.0,-23.0,0.38000748
122.25,-23.0,0.38855577
122.5,-23.0,0.39498296
122.75,-23.0,0.40572003
123.0,-23.0,0.4053906
123.25,-23.0,0.41149774
123.5,-23.0,0.41574815
123.75,-23.0,0.4188794
124.0,-23.0,0.4172526
124.25,-23.0,0.414963
124.5,-23.0,0.39303452
124.75,-23.0,0.37803143
125.0,-23.0,0.3808574
125.25,-23.0,0.39326876
125.5,-23.0,0.41411167
125.75,-23.0,0.4309207
126.0,-23.0,0.4361646
126.25,-23.0,0.41041777
126.5,-23.0,0.3880732
126.75,-23.0,0.3913599
127.0,-23.0,0.39542598
127.25,-23.0,0.3857158
127.5,-23.0,0.36258906
127.75,-23.0,0.35882315
128.0,-23.0,0.36671984
128.25,-23.0,0.36170286
128.5,-23.0,0.35269186
128.75,-23.0,0.35268933
129.0,-23.0,0.3612826
129.25,-23.0,0.37073216
129.5,-23.0,0.39238787
129.75,-23.0,0.41650048
130.0,-23.0,0.42057276
130.25,-23.0,0.4132361
130.5,-23.0,0.4029922
130.75,-23.0,0.39906475
131.0,-23.0,0.40013638
131.25,-23.0,0.38711816
