Longitude,Latitude,avg_capacity_factor
126.75,-15.75,0.17013103
127.0,-15.75,0.19578843
127.25,-15.75,0.18778725
127.5,-15.75,0.15602748
127.75,-15.75,0.110459514
128.0,-15.75,0.0849791
128.25,-15.75,0.10127896
128.5,-15.75,0.11995259
128.75,-15.75,0.13687585
129.0,-15.75,0.16777825
129.25,-15.75,0.18311559
129.5,-15.75,0.17003956
129.75,-15.75,0.14911973
130.0,-15.75,0.15647739
130.25,-15.75,0.19750735
130.5,-15.75,0.18483303
130.75,-15.75,0.1424234
131.0,-15.75,0.14121789
131.25,-15.75,0.15997037
131.5,-15.75,0.18340816
131.75,-15.75,0.20216005
132.0,-15.75,0.19214402
132.25,-15.75,0.17466135
132.5,-15.75,0.17502715
132.75,-15.75,0.1822737
133.0,-15.75,0.18082513
133.25,-15.75,0.17258333
133.5,-15.75,0.1733838
133.75,-15.75,0.17120895
134.0,-15.75,0.17041923
134.25,-15.75,0.16921733
134.5,-15.75,0.18774103
134.75,-15.75,0.203158
135.0,-15.75,0.18199292
135.25,-15.75,0.14919287
135.5,-15.75,0.1409471
135.75,-15.75,0.13391225
136.0,-15.75,0.13947873
136.25,-15.75,0.14880325
136.5,-15.75,0.19248545
136.75,-15.75,0.23486556
137.0,-15.75,0.24342294
137.25,-15.75,0.2445198
141.25,-15.75,0.23840274
141.5,-15.75,0.15624054
141.75,-15.75,0.13099422
142.0,-15.75,0.13441585
142.25,-15.75,0.14331383
142.5,-15.75,0.15781529
142.75,-15.75,0.16469163
143.0,-15.75,0.17725405
143.25,-15.75,0.17535567
143.5,-15.75,0.17465974
143.75,-15.75,0.14956573
144.0,-15.75,0.13506779
144.25,-15.75,0.1510863
144.5,-15.75,0.17553926
144.75,-15.75,0.17375304
145.0,-15.75,0.1864094
145.25,-15.75,0.3179814
145.5,-15.75,0.49064144
123.75,-16.0,0.22072324
124.0,-16.0,0.21123497
124.25,-16.0,0.16438782
124.5,-16.0,0.1058781
124.75,-16.0,0.07836341
125.0,-16.0,0.07471045
125.25,-16.0,0.083184585
125.5,-16.0,0.09474169
125.75,-16.0,0.11225638
126.0,-16.0,0.14203836
126.25,-16.0,0.15051027
126.5,-16.0,0.15681484
126.75,-16.0,0.18212026
127.0,-16.0,0.1809291
127.25,-16.0,0.17326128
127.5,-16.0,0.16974998
127.75,-16.0,0.12688328
128.0,-16.0,0.08736055
128.25,-16.0,0.09128455
128.5,-16.0,0.11189938
128.75,-16.0,0.1580452
129.0,-16.0,0.19967668
129.25,-16.0,0.21687885
129.5,-16.0,0.20531492
129.75,-16.0,0.19721569
130.0,-16.0,0.2199865
130.25,-16.0,0.23864429
130.5,-16.0,0.21048358
130.75,-16.0,0.16420075
131.0,-16.0,0.15678653
131.25,-16.0,0.1784588
131.5,-16.0,0.20211174
131.75,-16.0,0.22148691
132.0,-16.0,0.2139198
132.25,-16.0,0.196175
132.5,-16.0,0.19152775
132.75,-16.0,0.18928425
133.0,-16.0,0.1842907
133.25,-16.0,0.18442726
133.5,-16.0,0.18215969
133.75,-16.0,0.18192612
134.0,-16.0,0.17497551
134.25,-16.0,0.17810793
134.5,-16.0,0.18973295
134.75,-16.0,0.20943204
135.0,-16.0,0.19378124
135.25,-16.0,0.15821394
135.5,-16.0,0.14560504
135.75,-16.0,0.13542931
136.0,-16.0,0.12810974
136.25,-16.0,0.13286847
136.5,-16.0,0.1408444
136.75,-16.0,0.17180568
137.0,-16.0,0.17957217
137.25,-16.0,0.1927295
137.5,-16.0,0.22224219
137.75,-16.0,0.24393615
141.0,-16.0,0.29458237
141.25,-16.0,0.23684968
141.5,-16.0,0.16352832
141.75,-16.0,0.14448872
142.0,-16.0,0.14382552
142.25,-16.0,0.14929447
142.5,-16.0,0.15155526
142.75,-16.0,0.16195855
143.0,-16.0,0.16097829
143.25,-16.0,0.1662523
143.5,-16.0,0.15679695
143.75,-16.0,0.13868013
144.0,-16.0,0.12756237
144.25,-16.0,0.14338763
144.5,-16.0,0.13768694
144.75,-16.0,0.12954564
145.0,-16.0,0.112912245
145.25,-16.0,0.21101291
145.5,-16.0,0.3936133
123.5,-16.25,0.23450123
123.75,-16.25,0.20644422
124.0,-16.25,0.18433587
124.25,-16.25,0.14074488
124.5,-16.25,0.10099584
