Latitude,Longitude,normalized_km,normalized_corr
-12.5,136.25,0.4186704384724187,0.8572026901587395
-12.5,136.5,0.3857142857142857,0.8639741676590358
-12.5,136.75,0.35219236209335214,0.8846982859588621
-12.5,137.0,0.3181046676096181,0.8900359641359195
-12.5,141.5,0.26506364922206505,0.7357367436788064
-12.5,141.75,0.2923620933521923,0.7279585262360111
-12.5,142.0,0.3190947666195191,0.7357068708428933
-12.5,142.25,0.34667609618104667,0.7409222895593314
-12.5,142.5,0.3734087694483734,0.746874578302156
-12.5,142.75,0.39900990099009903,0.753868965996096
-12.5,143.0,0.42305516265912313,0.7600965077134524
-12.5,143.25,0.44540311173974534,0.7689886646529703
-12.5,143.5,0.46591230551626583,0.774642117612162
-12.75,130.0,0.9427157001414427,0.8491755499946986
-12.75,130.25,0.9817538896746818,0.8396438707384617
-12.75,130.5,0.9916548797736916,0.8434534659679932
-12.75,130.75,0.9977369165487977,0.86617887490908
-12.75,131.0,0.9947666195190947,0.8621284975291811
-12.75,131.25,0.9823196605374823,0.8560072637411409
-12.75,131.5,0.9987270155586987,0.8428700948645949
-12.75,131.75,0.9719943422913719,0.8377487318691192
-12.75,132.0,0.94002828854314,0.8271497570910036
-12.75,132.25,0.902970297029703,0.8178691751718266
-12.75,132.5,0.8647807637906648,0.8215630149835456
-12.75,132.75,0.8263083451202263,0.8300304593376352
-12.75,133.0,0.7875530410183875,0.8435603896468973
-12.75,133.25,0.7487977369165488,0.8438115947995428
-12.75,133.5,0.7148514851485148,0.8414009164616034
-12.75,133.75,0.7038189533239039,0.8382335427198111
-12.75,134.0,0.6888260254596889,0.8407695945078097
-12.75,134.25,0.6697312588401697,0.8428622359965463
-12.75,134.5,0.6475247524752475,0.8368474377082342
-12.75,134.75,0.6226308345120226,0.8305953641244874
-12.75,135.0,0.5956152758132957,0.8219088623077415
-12.75,135.25,0.5666195190947667,0.8228452829844872
-12.75,135.5,0.5363507779349364,0.8416092661574119
-12.75,135.75,0.5048090523338048,0.8535425620545586
-12.75,136.0,0.4724186704384724,0.8571682201955554
-12.75,136.25,0.43903818953323903,0.8617334877961169
-12.75,136.5,0.4052333804809052,0.8807734110647197
-12.75,136.75,0.37072135785007077,0.8934984658055567
-12.75,141.5,0.29165487977369164,0.7366631643606023
-12.75,141.75,0.3199434229137199,0.7260902217635622
-12.75,142.0,0.34710042432814703,0.73446570509616
-12.75,142.25,0.37397454031117394,0.739845570425049
-12.75,142.5,0.4014144271570015,0.7518526748464005
-12.75,142.75,0.42814710042432813,0.7581935349843725
-12.75,143.0,0.45346534653465354,0.7618574074422955
-12.75,143.25,0.47708628005657705,0.7675818382430484
-12.75,143.5,0.49886845827439885,0.778662708111838
-13.0,130.0,0.9304101838755304,0.8516963945596152
-13.0,130.25,0.95997171145686,0.8540285609788714
-13.0,130.5,0.9705799151343706,0.877045240758751
-13.0,130.75,0.9691654879773691,0.8784056671026107
-13.0,131.0,0.9909476661951909,0.8739510926371221
-13.0,131.25,0.977086280056577,0.8677528772696186
-13.0,131.5,0.9732673267326732,0.8612642462623902
-13.0,131.75,0.9783592644978784,0.8523216438993626
-13.0,132.0,0.9431400282885432,0.8447784320565291
-13.0,132.25,0.904950495049505,0.8366521738128148
-13.0,132.5,0.8663366336633663,0.8428690740195438
-13.0,132.75,0.8274398868458275,0.8557538579923285
-13.0,133.0,0.7885431400282885,0.8576726218872557
-13.0,133.25,0.7620933521923621,0.8498499809483122
-13.0,133.5,0.7519094766619518,0.8394059252747206
-13.0,133.75,0.7398868458274399,0.832548551164433
-13.0,134.0,0.7227722772277227,0.8275492197775642
-13.0,134.25,0.7016973125884016,0.828938710995484
-13.0,134.5,0.6773691654879774,0.8299159371049027
-13.0,134.75,0.6503536067892504,0.824922231186089
-13.0,135.0,0.6213578500707213,0.8146470463102049
-13.0,135.25,0.5906647807637907,0.824413616514747
-13.0,135.5,0.5586987270155587,0.8472164845599235
-13.0,135.75,0.5258840169731259,0.8656237149939194
-13.0,136.0,0.49207920792079207,0.8713060359101378
-13.0,136.25,0.4577086280056577,0.8780353757091731
-13.0,136.5,0.42263083451202266,0.8921257190447186
-13.0,136.75,0.3872701555869873,0.8965832440311937
-13.0,141.25,0.2875530410183875,0.7543792593861067
-13.0,141.5,0.31725601131541725,0.7383787323189877
-13.0,141.75,0.34639321074964635,0.7284184070829602
-13.0,142.0,0.3746817538896746,0.7396120839574587
-13.0,142.25,0.401980198019802,0.7397943165811127
-13.0,142.5,0.42871287128712876,0.7509356656495463
-13.0,142.75,0.45629420084865635,0.7585431456098954
-13.0,143.0,0.48288543140028284,0.7581899200248193
-13.0,143.25,0.5079207920792079,0.7617330150590547
