Longitude,Latitude,min_distance_to_grid_km
122.25015826910982,-33.22164023887326,211.3
119.1011502747466,-34.07053051042259,137.6
115.5773437923256,-29.525758921948043,2.1
116.73937350563097,-33.45711664913324,15.7
135.08472883898938,-19.44407453894556,90.5
130.683187772039,-12.5381687272868,10.6
132.1950958311908,-14.690161094627138,25.5
133.2585716376378,-12.508119865785169,183.1
143.6116225715937,-33.950336840474506,75.5
149.9469407346784,-35.94527657931095,15.1
150.89560608456188,-33.86564084548918,2.4
147.96143991944487,-32.881007598406164,9.4
152.53117498966716,-31.409726665761536,26.9
151.25720172712744,-33.872004973819244,0.7
146.9741665545474,-36.85354504727319,13.3
145.04260993316308,-37.9012172097337,0.3
145.6301886141166,-37.31098807753665,1.4
148.11614958470687,-28.315910504384224,57.7
141.81059149179475,-15.31953605850481,272.4
139.4014108718298,-16.631755100112915,210.9
142.36311004727548,-9.859243968965982,689.2
138.45468302216364,-34.48059356440591,12.8
137.2398535621762,-35.827779995858386,89.6
138.54617139555646,-35.51269816113771,26.7
124.41796032388608,-32.011313942495065,256.0
116.31960095078864,-31.014323031126157,20.9
147.6960451740476,-42.77863330163203,11.9
130.8465407941546,-12.46926325846949,0.8
130.0602976818845,-14.223006522405148,157.4
149.0025292535716,-35.48863684839288,2.0
144.94152678580073,-35.17251985894266,27.2
150.77329747191783,-33.33478586130884,5.8
150.63027908840502,-32.43993308093676,15.7
151.84471564466986,-32.72177364807413,2.1
151.78449198777835,-31.16386322767724,26.5
145.0143886874577,-37.73341565226632,0.6
145.43499048140745,-36.76030488263582,39.5
147.8917215861605,-22.238123904475145,4.1
148.28770582566253,-26.54427009681863,1.9
152.89825557576856,-26.69604371970553,1.5
142.42451160437523,-22.5391279154239,64.8
145.31293545185673,-15.96833544653351,33.6
138.52353902337535,-34.890251294767424,1.5
137.72905057322384,-33.983384261001675,0.0
138.56137769965423,-34.84070208583771,1.0
115.94824195918568,-31.95626179736877,0.8
114.64592550953355,-27.753080513091195,108.9
116.06738219854591,-31.741323816664803,9.1
117.05028429667526,-28.565163405647677,22.7
145.63732038699658,-42.2981644557177,17.8
133.16155366988016,-24.637282697991903,107.9
146.96127006914398,-33.894338301912896,3.8
149.5649090626443,-30.35648873926027,7.7
150.7180236996539,-33.76534757307946,2.4
148.24920232695675,-35.73378423512482,0.3
150.83700624608582,-34.3688331453983,1.7
145.10507180442352,-37.98859555370116,1.3
144.94384108638508,-37.81070819726498,0.1
145.5503983009304,-36.06191139972969,0.9
147.59885484488257,-36.35445168592527,12.5
141.82844912207094,-13.609389286286788,412.5
139.24645057255546,-22.480431759084297,190.8
151.20416940970492,-25.355276732963706,6.5
120.9644731884208,-31.18676962321364,22.9
118.57611975001532,-32.71750573735316,35.6
116.61142941796034,-29.4439291472884,29.4
118.67311996928744,-20.92890248813163,47.2
117.80688304464404,-31.14399976856646,51.0
116.72810144630463,-33.07142510831391,14.7
117.43529224908868,-31.18664537295052,51.7
147.43400946997926,-42.83686554777423,2.8
146.42132748880928,-42.81294948889143,0.0
146.31189985903396,-41.2086986938708,2.1
148.0983276009997,-40.11945418760556,72.5
143.98553616042418,-39.86384455184136,111.6
153.4825230004394,-28.604107187746635,1.5
142.09040476815366,-36.82576865497938,6.0
144.89579217886634,-37.74947371079857,0.3
142.91970467380642,-36.84456816533741,15.4
142.2674745249608,-25.13104857091464,259.4
142.31295209647587,-11.004937847793054,584.7
152.42521335847368,-27.008954548348523,0.1
115.5778475510523,-29.773217806490653,6.3
115.99215213347637,-32.06618208792012,0.9
118.57224323313255,-33.55081896269459,97.1
118.20812866950968,-31.14936470949691,38.5
116.38066759523844,-31.471075146872423,31.7
116.58126475398028,-32.5471673623999,24.7
117.67176495597636,-32.806943267869094,5.1
146.27140131267592,-35.497108554673176,12.5
149.1203391599088,-33.3246490874572,1.8
151.24028427725355,-33.94299470167147,0.2
143.1986400311833,-38.2042954644593,3.4
143.86714970936836,-36.36391137988237,19.1
141.68288101608417,-34.86921713630475,54.2
145.14403349407556,-37.89714699485277,0.2
145.0354511556045,-38.341655782136414,0.8
152.03581275146587,-24.96781396701608,1.0
138.7809566023089,-17.596477643691685,127.1
146.04758186616647,-18.66186857587517,5.2
138.73598605266633,-34.003947090379825,4.9
136.2847581497185,-33.65029271481766,2.6
138.30118757448642,-32.0756122460698,32.0
138.5212632552354,-35.00125265343455,7.6
140.35163117475574,-34.508210519982256,17.3
138.2051109868241,-32.7582650078253,0.5
138.61699079364834,-34.892655561783506,1.0
116.9447257343846,-30.125249580859816,89.2
114.1671097256231,-22.52166864641625,253.2
119.28754597263104,-33.05988330591044,90.5
123.97110992722396,-29.575094881363796,268.5
126.8352949704816,-25.09485756411465,663.0
116.6359783670075,-31.685970967185582,0.6
147.26246239860632,-43.18867520758933,14.1
146.56010489329378,-41.24396041541329,7.2
147.83470145966206,-43.05464305952618,37.1
149.71755618877464,-36.8259405617127,8.4
146.86689294816347,-31.538104170746266,1.2
151.21191272593845,-33.83274898054022,2.6
149.40541171159273,-31.46280920433828,12.0
148.88500636525924,-34.95414145109913,1.2
142.21569525223788,-30.654520332999525,149.4
144.71638968011013,-36.34517878753812,14.9
145.3090431084061,-38.10431609815586,1.2
145.173812532704,-38.134570629378224,0.7
142.49001332182397,-38.12245418019499,1.7
146.42838979550453,-36.58829864442079,9.0
145.9258229955016,-17.95940493648498,0.4
145.28665342438256,-16.22198792448977,33.1
138.87495530328172,-35.08584690761521,1.5
114.39104046161304,-24.34991740685631,348.6
115.05912780992831,-28.322352327146355,49.8
116.01709352130028,-29.06689970676418,30.7
116.2516331852319,-31.89989164614631,0.1
117.4949995083838,-31.606653244611508,4.5
115.7629357961563,-31.611729799334853,0.8
146.0400341321809,-41.28116009749843,13.2
147.70841990619974,-41.07211443994304,7.7
147.9652430286922,-42.26927914088096,25.4
146.48479754160314,-41.62662754907357,16.7
131.08286948103944,-13.125716621207005,0.5
153.48617048610117,-28.852798326967434,1.0
146.96087591882278,-29.791613415329863,14.6
148.29160752536285,-30.87052437339578,14.0
148.50092423416072,-34.35201503384574,16.4
145.15508035654247,-37.83021202578185,0.3
142.21681109249724,-18.554086530143078,37.7
138.53968096442554,-35.0324478412963,4.0
139.7613115626345,-35.713775551589926,2.0
140.5188952415903,-37.47038391714371,14.6
115.22785263867536,-34.03080659858629,15.3
115.97354940734571,-33.66954000613239,22.6
115.49790170431886,-28.56144536090464,51.6
117.04799560720534,-33.907621367225424,7.9
121.14537225515504,-28.21231035638656,52.8
118.35935336588058,-31.515314246333844,2.9
115.78969104916489,-31.972365072714044,0.1
116.3551204689648,-24.72657587890126,210.6
135.7453935589597,-12.933291503054267,338.6
148.71802174125912,-33.796397906988986,0.8
145.72935827371631,-34.9497264277987,13.3
147.36637319071534,-35.196624921585254,0.1
148.0112088553065,-33.87188098094922,14.7
144.42264958898008,-36.73442681977629,2.6
146.4381021696711,-38.27459696102351,0.3
144.05315785470637,-38.312295841783055,9.1
150.2184103351499,-23.441119665805864,0.8
141.87920093112012,-12.63986074678082,479.4
150.34766278611917,-26.84176769726531,9.2
138.87836880042946,-35.35191089957391,9.1
115.34889192328146,-33.71842283951678,0.9
115.90146292748835,-31.979718276919755,0.2
147.2875521466905,-42.89792490179792,1.3
151.1672332221381,-33.949575618157766,0.4
150.8640095792465,-33.74091556758847,0.1
151.28547429407388,-33.308030792553474,0.4
151.53009546904485,-33.03885092841705,0.4
151.0763464296656,-33.88056126932957,0.1
152.08637041990946,-28.94382854864789,9.6
143.00485437054417,-35.9124071010414,51.5
144.61658273632622,-37.33563024404118,7.3
142.51197285776232,-38.371474873900816,0.5
141.2793518441186,-36.67556153442969,42.8
153.0402445977818,-27.76236896538976,1.2
143.95933217103106,-23.718114991632056,42.4
143.9551852068047,-16.9847185910584,64.2
152.88309310905248,-27.11794067447757,0.4
115.75865304810752,-31.993914557905004,0.2
116.78476121143883,-31.242862676827084,39.4
150.18890385362764,-31.0465414300751,6.9
150.90707503186496,-30.892525845847157,6.1
150.96206239094494,-33.58828111199063,2.5
142.84318643862025,-37.47267353189533,23.6
141.3857504459327,-37.870469944424926,6.4
144.1929300749445,-37.05077343499845,1.4
144.96628825294337,-37.85209201981653,1.8
144.99873744625012,-37.80194965231956,0.5
138.947769918127,-18.031365307241376,83.8
139.73199251441315,-24.63024819930764,418.1
148.8041710688526,-21.139431471802883,2.2
143.89343499376815,-26.34881194431777,48.2
151.64694000418368,-26.40521940029958,3.4
147.72443382051802,-20.7010285585026,15.9
134.56405532826034,-32.70884077267942,2.3
138.54386440684306,-34.941332675599945,3.2
138.33710359486682,-35.51857922542478,29.5
116.39991466705187,-32.816282409320124,8.0
96.8577404995355,-12.14096911439558,2324.4
117.15915632546678,-32.73539710091199,23.6
115.50613836360938,-30.539619351208497,10.4
115.76824602356857,-32.03804864448591,0.3
123.59649746929888,-21.768446843755196,381.7
120.13860417194584,-33.61618235707596,172.3
119.17312305114484,-28.33589903425731,134.8
147.21961209615466,-42.8394617807018,0.1
145.49539017940728,-41.38316703721885,8.6
146.864400971032,-41.281614119870056,3.9
149.52569006677885,-33.430057257847544,0.3
148.85439676507164,-32.42470627121761,0.4
144.68371574504818,-34.31585244991089,26.2
143.8424768159839,-37.88206160691697,6.9
145.38615733285243,-36.397014458059004,1.0
151.93607435874557,-26.288785744092277,3.6
152.94555749454742,-26.32483051846117,7.4
145.33051429173906,-17.93080191998652,19.4
138.65984432604932,-34.939909244042305,2.2
138.597955307243,-34.88399609440979,1.3
118.18259417038576,-34.73899241902811,35.2
125.0513298643584,-30.749408060873886,314.7
117.814533029189,-31.582343256680044,5.0
116.03434520464432,-32.34423478237762,7.9
151.22499303124778,-32.92503511651451,20.3
148.09407425854445,-34.85292163101567,13.7
151.14470845558796,-33.83328848942189,1.7
146.77545403058377,-35.33124699444858,11.4
153.3564240980558,-28.359887975795285,6.2
143.78152872479825,-37.49284672881324,0.4
144.82985628084074,-37.85468563872779,0.6
144.82444628795045,-37.58914387756254,2.0
146.91950486263605,-37.89391675620429,7.0
144.6182127234741,-37.88664676737237,3.9
145.191606687627,-15.167738528922795,34.7
152.7962149734663,-28.06233381354052,22.0
138.68231117712187,-34.883642427893626,2.6
139.05965453068276,-32.86409971396189,53.0
138.6628693501769,-34.68891610325467,3.9
138.1059845643287,-33.376804348283805,1.4
137.4942589804902,-33.03736396224777,4.2
116.79658481202748,-32.17466394599613,45.3
116.12282169168084,-32.01222181099759,3.1
125.40167177108071,-27.89110047742724,453.7
151.03733971219827,-33.92360291323296,0.1
148.69076955852384,-31.619003847586438,7.1
150.17903085035124,-33.27761132083352,12.2
150.82514550331936,-33.93597222396188,1.8
151.54981239031898,-32.71078592443756,2.6
150.35625410780824,-34.47688852586129,7.2
144.8033481916532,-37.74764534883286,0.3
145.23667180759685,-37.622849122364826,6.5
140.26477175019738,-20.817683488107317,7.1
152.66745087815792,-27.66560688763557,4.9
146.6008133342829,-18.731167010974747,35.3
151.5338790080968,-27.5820110410185,12.7
115.90775620371316,-31.90382459990353,0.4
115.66437410734092,-33.351719619366044,1.5
115.76681723960124,-31.783414107489516,1.3
117.42344749355712,-32.00478541291816,36.1
131.1216441850133,-12.5373814146649,4.1
146.97059074778727,-36.02663051131387,0.8
141.47930847442635,-31.94400469249962,2.8
146.00359549361656,-34.30041007808953,9.8
150.7562190999621,-34.67894072804851,2.8
151.69553183043732,-32.87999992240879,0.8
151.11046224679023,-33.799331818153874,1.4
150.72655191256305,-31.9692418751868,12.2
151.1963471030158,-33.80110835255122,0.8
145.085072949865,-37.73036287632787,0.5
146.2068851341667,-37.20036940032488,11.1
144.8776588633136,-37.79507595380424,1.4
144.32173516620242,-20.973870960167748,11.8
152.67660381340175,-25.52787355102701,0.5
153.36087357970078,-27.56847006292179,8.3
146.71160693316898,-19.390822825945563,0.8
116.726195230726,-22.49362376966677,75.6
117.66131408164132,-34.002504429422075,26.5
116.2116142688802,-33.283529306673906,3.2
117.11128144711142,-31.107621747146467,44.5
117.33805449789271,-33.533682975389034,6.3
130.74958543083102,-12.441124581554398,0.8
148.7540679494676,-33.15300762598541,2.0
151.07517498149406,-29.41885059375132,0.1
146.98974238626187,-32.92007339391925,22.6
151.02938419794097,-33.79934723130154,1.0
149.6271423375209,-35.422747741640926,18.1
148.958884221727,-36.39645596326653,11.1
148.19446386081037,-29.81663798448831,5.9
151.2669004252574,-33.88998765889804,0.4
146.0237751003365,-36.586958704546646,5.5
142.41900575788668,-35.990070312625335,9.9
153.31837717493912,-27.980787462556425,1.2
142.90106618948312,-20.540639880084814,21.5
138.72994816448784,-34.6219949992975,3.0
139.07408278958985,-33.645948246080195,16.2
140.72477842149334,-37.846075176690334,1.1
139.46139527911217,-34.450196834927056,5.9
117.00318273633724,-32.361966258287055,63.6
105.63642595881394,-10.485340569730871,1635.3
115.79330917971,-32.114370036429875,0.4
115.81863325204796,-31.951967602707377,0.5
145.8061769303558,-41.21608394762083,1.5
156.68340147953512,-33.02975367068593,394.6
